target,growth_group_count,mae_nm,median_absolute_error_nm,rmse_nm,pearson_r,pearson_p,spearman_rho,spearman_p,confidence_vs_absolute_error_spearman,confidence_vs_absolute_error_p,aurc_nm,risk_at_25pct_coverage_nm,risk_at_50pct_coverage_nm,risk_at_75pct_coverage_nm,interval_coverage
Rq_nm,28,1.3205867652708485,0.9050425304247927,1.7163819884766855,0.6220976501227713,0.00040869380980156176,0.5238095238095238,0.004225433840817232,-0.4584644904025722,0.01414052099260739,1.025419175333573,0.9512091886720235,0.915784381151738,1.0554799261799852,0.8928571428571429
FSMI_nm,28,1.1681767536258014,0.8727437308608381,1.5173238229397032,0.6302415008681884,0.0003249809937566065,0.5041050903119868,0.0062338341709570555,-0.40295648922917826,0.033493913538236726,0.9312687054714305,0.9663201527627153,0.8277640740972559,0.9676254706881873,0.8571428571428571
