sample_id,video_path,sample_dir,frame_selection_dir,scanned_frame_count,sampled_frame_count,valid_frame_count,accepted_count,rejected_count,status,status_reason,low_confidence_flag,mean_validity_score,mean_information_score,mean_temporal_consistency_score,accepted_grid_path,rejected_grid_path,failure
N6011 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6011 - Copy/videos/N6011 - Copy_raw_crop_256x256.mp4,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6011 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6011 - Copy/frame_selection_v2,369,369,153,16,353,GOOD,16 accepted frames with acceptable mean v2 quality,0,0.94194148,0.27931484,0.62497153,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6011 - Copy/frame_selection_v2/accepted_candidate_frames_grid.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6011 - Copy/frame_selection_v2/rejected_bad_frames_grid.png,
N6018 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6018 - Copy/videos/N6018 - Copy_raw_crop_256x256.mp4,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6018 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6018 - Copy/frame_selection_v2,600,600,272,16,584,GOOD,16 accepted frames with acceptable mean v2 quality,0,0.94839055,0.30758331,0.54496708,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6018 - Copy/frame_selection_v2/accepted_candidate_frames_grid.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6018 - Copy/frame_selection_v2/rejected_bad_frames_grid.png,
N6019 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6019 - Copy/videos/N6019 - Copy_raw_crop_256x256.mp4,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6019 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6019 - Copy/frame_selection_v2,600,600,478,16,584,GOOD,16 accepted frames with acceptable mean v2 quality,0,0.96100901,0.30970792,0.5962237,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6019 - Copy/frame_selection_v2/accepted_candidate_frames_grid.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6019 - Copy/frame_selection_v2/rejected_bad_frames_grid.png,
N6022 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6022 - Copy/videos/N6022 - Copy_raw_crop_256x256.mp4,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6022 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6022 - Copy/frame_selection_v2,600,600,245,16,584,GOOD,16 accepted frames with acceptable mean v2 quality,0,0.94995105,0.28879501,0.57303181,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6022 - Copy/frame_selection_v2/accepted_candidate_frames_grid.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6022 - Copy/frame_selection_v2/rejected_bad_frames_grid.png,
