method,cohort,growth_count,generated_sq_mae_nm,generated_fsmi_mae_nm,median_ssim,median_physical_psd_distance,median_sharpness_ratio,texture_gate_pass_fraction,median_island_feature_mae_z,median_afm_likeness_percentile,maximum_exact_training_pixel_equality
M10_dense_island_spectral_pareto,full28,28,1.3205867652708485,1.1760333593966243,0.00957912803909225,0.8394583832898368,0.7952731322129238,1.0,1.371380060026702,14.285714285714286,0.0
M10_dense_island_spectral_pareto,original23,23,1.4609475992301426,1.3121138856054946,0.0085985849156301,0.8407582773433914,0.7799242086636545,1.0,1.4516924046361437,14.285714285714286,0.0
M10_dense_island_spectral_pareto,extra5,5,0.6749269290580958,0.5500629388358191,0.0142715480644323,0.8275204826406122,0.9205344215936768,1.0,0.9851896381628528,14.285714285714286,0.0
M12a_edge_preserving_terrace,full28,28,1.3205867652708485,1.1645086266604336,0.0091808481792541,1.0258063312893495,0.7281299458759134,0.75,1.8139561340723285,10.714285714285714,0.0
M12a_edge_preserving_terrace,original23,23,1.4609475992301426,1.2964646169130318,0.0093463960362013,1.0711660059799517,0.7237793867393332,0.7391304347826086,1.820328643794895,10.714285714285714,0.0
M12a_edge_preserving_terrace,extra5,5,0.6749269290580958,0.5575110714984829,0.007759114793758,0.947435081684402,0.7331066998340697,0.8,1.340243471886571,10.714285714285714,0.0
