protocol,target,growth_count,mae_nm,pearson_r,pearson_p,confidence_error_spearman,confidence_error_p
uncorrected,Rq_nm,28,1.2838630719777657,0.6606982248248057,0.00012985076479100633,-0.5288079972882207,0.003814422577998119
uncorrected,FSMI_nm,28,1.1344918908066293,0.6611895241940313,0.0001278364855444451,-0.362392230025675,0.0580703886253916
rotate_reselect,Rq_nm,28,1.3797502858399544,0.33340411942973835,0.08295797730935157,-0.29720853858784896,0.12455730163013452
rotate_reselect,FSMI_nm,28,1.2219174200891554,0.3335592808576555,0.0828060536899789,-0.24989736103734234,0.19966465247388795
rotate_locked,Rq_nm,28,1.3205867652708485,0.6220976501227713,0.00040869380980156176,-0.4584644904025722,0.01414052099260739
rotate_locked,FSMI_nm,28,1.1681767536258019,0.6302415008681884,0.0003249809937566065,-0.40295648922917826,0.033493913538236726
