alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.35298837491872254,0.33501976559270424,0.3466993616546161
0.1,0.3899628970631094,0.3634040123051761,0.38066728739783273
10.0,0.4173448483893254,0.39811087729554434,0.41061295850650203
100.0,0.6311583105862854,0.6153403248255824,0.6256220155700394
