alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.3622377297372942,0.32384119254052585,0.34879894171842524
0.1,0.4021619494490362,0.35766336390702647,0.3865874445093328
10.0,0.4054415426234136,0.3801799136925749,0.39659997249762
100.0,0.6252466680231737,0.5923383436412551,0.6137287544895023
