alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.3519682833027078,0.34349826927105365,0.3490037783916288
0.1,0.38537250242821586,0.37246897026267906,0.38085626617027796
10.0,0.42088176144806694,0.4060768658170765,0.41570004797722027
100.0,0.6392181896610558,0.6187005109344431,0.6320370021067414
