growth_run_id,method,wrong_condition_source_group,correct_condition_error_z,wrong_condition_error_z,wrong_minus_correct,correct_condition_wins
6022,M2_spectral_rheed_condition,6056,2.1081326007843018,1.9908798933029175,-0.11725270748138428,False
6056,M2_spectral_rheed_condition,6080,0.9659265875816345,1.0788769721984863,0.1129503846168518,True
6080,M2_spectral_rheed_condition,6022,1.372044324874878,1.556983232498169,0.18493890762329102,True
6022,M3_refiner_rheed_condition,6056,1.809927225112915,1.692229986190796,-0.11769723892211914,False
6056,M3_refiner_rheed_condition,6080,0.7541929483413696,0.7669403553009033,0.012747406959533691,True
6080,M3_refiner_rheed_condition,6022,0.9578387141227722,1.1758768558502197,0.2180381417274475,True
