sample_id,tracker,frame_index,manual_frame_index,absolute_frame_error,pattern_ncc,pattern_ssim,gradient_ncc,target_similarity,tracker_front,cross_tracker_distance,cross_tracker_agreement,cross_tracker_direction_support,spot_x,spot_y,clarity,sharpness,spot_energy,mean_intensity,absolute_contrast,prominence,pre_dx,post_dx,upward_dy,direction_consistent,q_spot_x,q_spot_y,q_clarity,q_sharpness,q_spot_energy,q_mean_intensity,q_absolute_contrast,q_prominence,q_pre_dx,q_post_dx,q_upward_dy,vertex_clarity_score,physics_vertex_score,front_visibility_score
6022,front,45,757,712,0.6762584508926297,0.4681895579174826,0.23942335391456568,0.5587159631021333,1.0,2.0,0.513417119032592,1.0,88.9987933612846,63.25918928149756,4.846489542036053,0.014686648090589834,0.07512256004438175,0.1987651139497757,0.011467639356851578,9.798916432849126,0.37452605254743787,0.14412888431283477,2.994246378745842,True,1.0,0.4090909090909091,0.5,0.36363636363636365,0.36363636363636365,1.0,0.7727272727272727,0.6363636363636364,0.0,0.0,0.5909090909090909,0.48727272727272725,0.6227272727272728,0.7631818181818182
6022,front,86,757,671,0.07787159961139319,0.20445777399574758,0.06773993365793696,0.10799839331446336,1.0,1.0,0.7165313105737893,0.0,72.82717754167557,64.41967357978051,3.3014682482794666,0.0130629325420087,0.05469284587145612,0.06501273810863495,0.006187917198985815,1.499454986038657,1.542441169061675,1.2501631752618323,14.695501122679296,True,0.0,0.45454545454545453,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.2727272727272727,0.36363636363636365,0.13636363636363635,0.45454545454545453,0.36363636363636365,0.7727272727272727,0.057727272727272724,0.22727272727272727,0.30818181818181817
6022,front,106,757,651,0.42007174847711254,0.2761118874710122,0.06754220965322558,0.3312023524020044,1.0,8.0,0.06948345122280154,0.0,76.87900093759416,66.73476603889401,2.869716593435513,0.013493208104197728,0.04334944006792191,0.07839512825012207,0.005167935509234667,3.473756646655616,4.116918731972234,3.473756646655616,17.352146745720923,True,0.09090909090909091,0.5909090909090909,0.0,0.13636363636363635,0.0,0.45454545454545453,0.22727272727272727,0.4090909090909091,0.7272727272727273,0.7727272727272727,0.8636363636363636,0.05954545454545454,0.3118181818181818,0.3713636363636364
6022,front,129,757,628,0.5460848653007685,0.23828830132562664,0.08034167309224534,0.39927424547570456,1.0,8.0,0.06948345122280154,0.0,82.06711552530375,73.0927767566166,3.332186986089477,0.015958847217473402,0.06737585227522609,0.04120785370469093,0.004350483417510986,0.8510155958969534,1.1712725754925088,0.8510155958969534,2.332784381628528,True,0.3181818181818182,0.8181818181818182,0.09090909090909091,0.5,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.0,0.3181818181818182,0.22727272727272727,0.5454545454545454,0.215,0.3109090909090909,0.29318181818181815
6022,front,156,757,601,0.5542600917760495,0.32451009487585136,0.23656732812545062,0.4491686780034101,1.0,0.0,1.0,0.0,86.14996966743733,55.90026552913178,6.357245697564318,0.017814006877458186,0.13489070287193328,0.10956777632236481,0.013208214193582535,3.078449506344043,4.0569815876783935,2.086713442186735,-2.0990944667067666,False,0.6363636363636364,0.18181818181818182,0.8636363636363636,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.8636363636363636,0.36363636363636365,0.6818181818181818,0.6363636363636364,0.3181818181818182,0.8190909090909091,0.7072727272727273,0.7154545454545453
6022,front,232,757,525,0.4952769724544094,0.3352461018173292,0.1957602220254606,0.410341742230797,1.0,0.0,1.0,1.0,88.9826595813819,53.88152743274836,10.297623544949106,0.014542154875117763,0.17708204878721626,0.07748614251613617,0.01955464668571949,19.420688909444863,0.6167591276091997,0.47893178570892303,3.7774961203467825,True,0.9545454545454546,0.13636363636363635,1.0,0.3181818181818182,0.9545454545454546,0.4090909090909091,1.0,0.9090909090909091,0.13636363636363635,0.09090909090909091,0.6363636363636364,0.8213636363636363,0.8845454545454546,0.8240909090909091
6022,front,253,757,504,0.49563713414157456,0.3247420462398834,0.1609420272621803,0.4027090961342426,1.0,1.0,0.7165313105737893,0.0,88.94778265095496,66.00477988366568,5.545408002882775,0.020652930448432978,0.11008166468019072,0.1032179519534111,0.008022656664252281,1.127239349695401,0.426714436663886,0.43654667415403026,-14.34973262309019,False,0.9090909090909091,0.5454545454545454,0.6818181818181818,0.9090909090909091,0.7272727272727273,0.7727272727272727,0.5,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.18181818181818182,0.7277272727272727,0.5681818181818182,0.5804545454545454
6022,front,285,757,472,-0.10875292879385089,0.22123496946473659,-0.03534457316747761,-0.015244700885248019,1.0,17.0,0.0034593773364647584,0.0,76.67820043441365,84.25080417472779,5.230470322212232,0.026685154617523285,0.22894834920269722,0.0013079552445560694,0.0012129510287195444,6.3742866106641,17.041026922845084,6.3742866106641,-0.18227142054244894,False,0.045454545454545456,0.8636363636363636,0.6363636363636364,0.9545454545454546,1.0,0.0,0.0,0.5909090909090909,1.0,0.9090909090909091,0.45454545454545453,0.7272727272727273,0.6300000000000001,0.3622727272727273
6022,front,312,757,445,0.17162471327683548,0.19059925558728377,0.14212474587136534,0.17194335374362704,1.0,9.0,0.049787068367863944,0.0,88.23666974571857,58.69261828582868,5.842166700768233,0.01447728777527143,0.08334778412848803,0.07424425333738327,0.008047882467508316,28.599496234150003,1.1831565368894843,1.3639983164825935,20.551086220615773,True,0.7727272727272727,0.3181818181818182,0.7727272727272727,0.2727272727272727,0.45454545454545453,0.36363636363636365,0.5454545454545454,0.9545454545454546,0.36363636363636365,0.4090909090909091,0.9090909090909091,0.6109090909090908,0.7690909090909092,0.6740909090909091
6022,front,342,757,415,0.3105886240668961,0.16950607291452607,0.03632862667303733,0.23417898666972473,1.0,0.0,1.0,1.0,86.31835906183211,66.73575949497518,4.234236317950267,0.01536893102469595,0.07469195244553489,0.0986613780260086,0.006010619457811117,12.770089912133798,6.83764332483031,7.375432273335818,-11.962043402442035,False,0.6818181818181818,0.6363636363636364,0.2727272727272727,0.45454545454545453,0.3181818181818182,0.7272727272727273,0.3181818181818182,0.8181818181818182,0.9545454545454546,1.0,0.22727272727272727,0.3795454545454545,0.5290909090909091,0.5068181818181818
