alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
3.0,0.4790430322885776,0.6706736714706638,0.6322158119017521
10.0,0.49558072070333387,0.6908851579488696,0.3896804041845428
1.0,0.4979416540606525,0.6974155812708963,0.7995166063212932
0.3,0.5308714098308327,0.7383638858898943,0.9205306006666107
30.0,0.5564073548703857,0.7758242515056846,0.1810667442445244
