alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.3868299504197945,0.32173314588829593,0.36404606883377005
0.1,0.43308147568909794,0.3495289349100036,0.40383808641641494
10.0,0.43395219150896797,0.3914075203873195,0.419061556616391
100.0,0.6424016976962124,0.6037064083055763,0.6288583464094898
