growth_run_id,true_target,prior_predicted_rq_nm,prior_rq_absolute_error_nm,full23_predicted_rq_nm,full23_rq_absolute_error_nm,rq_absolute_error_change_nm
6028,6.072564601898193,6.131415614666699,0.058851012768506,3.72320862622013,2.3493559756780633,2.2905049629095573
6029,2.561024904251098,2.5997000307101343,0.0386751264590361,2.614712072856592,0.053687168605494,0.015012042146457905
6047,3.066597064069266,2.8681638713989557,0.1984331926703104,3.246138439932627,0.1795413758633608,-0.018891816806949596
6048,2.455431633201468,1.5297524245255163,0.9256792086759518,3.543855325782541,1.088423692581073,0.1627444839051213
6057,5.337333679199219,5.549023491713952,0.2116898125147335,3.2270273979575057,2.110306281241713,1.8986164687269795
6062,3.091214734236458,3.408657707890912,0.3174429736544533,2.6202518165271447,0.470962917709314,0.1535199440548607
6063,5.865590098313159,7.033225761753825,1.1676356634406666,3.0085976547566036,2.856992443556555,1.6893567801158884
6070,3.047229528427124,2.640625388625884,0.4066041398012401,2.9991509787320947,0.0480785496950293,-0.3585255901062108
6072,1.470114827156067,1.4986408335193715,0.0285260063633046,2.591427106473396,1.1213122793173294,1.0927862729540248
6078,2.0597975274126674,2.957887415700462,0.8980898882877946,3.188604338685526,1.1288068112728586,0.23071692298506408
6082,1.863613247871399,1.970025130364652,0.1064118824932531,3.0546324284745214,1.1910191806031225,1.0846072981098693
6084,1.9596685775258929,2.240505665401505,0.2808370878756125,3.324919263582746,1.3652506860568527,1.0844135981812402
6085,3.1255097083820487,4.251281349216936,1.1257716408348872,4.450997236313776,1.325487527931727,0.19971588709683985
6090,4.685108184814453,4.794107297380862,0.1089991125664084,7.056666196318084,2.371558011503631,2.2625588989372227
6095,9.867135047912596,5.787773568720253,4.079361479192343,4.903345062607932,4.963789985304664,0.8844285061123207
