sample_id,ground_truth_T4_rq_nm,reduced_21_baseline_predicted_rq_nm,reduced_21_baseline_absolute_error_nm,retrained_23_predicted_rq_nm,retrained_23_absolute_error_nm,absolute_error_change_nm_retrained23_minus_reduced21
N6342,0.8944640640887295,0.07345250854702856,0.8210115555417009,1.447467501822518,0.5530034377337886,-0.26800811780791234
N6389,2.3350145688981594,1.8637531606627706,0.47126140823538876,2.5163663357478177,0.18135176684965826,-0.2899096413857305
N6390,2.2977279175143965,1.846077989549794,0.45164992796460246,2.2506723324753795,0.04705558503901708,-0.4045943429255854
