growth_run_id,device,step,condition_loss,content_loss,total_loss
6022,mps,1.0,1.0404027700424194,1.1478165152286474e-13,1.0404027700424194
6022,mps,10.0,0.7048994898796082,0.0017109573818743229,0.7049850225448608
6022,mps,20.0,0.18731270730495453,0.004124301020056009,0.1875189244747162
6022,mps,30.0,0.13190002739429474,0.006360758561640978,0.13221806287765503
6022,mps,40.0,0.11502911895513535,0.0075017428025603294,0.11540420353412628
6022,mps,50.0,0.09129051119089127,0.008102621883153915,0.0916956439614296
6056,mps,1.0,1.04031503200531,1.0813498398576024e-13,1.04031503200531
6056,mps,10.0,0.7143397927284241,0.001727541210129857,0.7144261598587036
6056,mps,20.0,0.19180049002170563,0.00413896981626749,0.19200743734836578
6056,mps,30.0,0.1337910294532776,0.006336398422718048,0.13410784304141998
6056,mps,40.0,0.11675802618265152,0.007453395985066891,0.11713069677352905
6056,mps,50.0,0.09321703761816025,0.008031080476939678,0.09361859411001205
6080,mps,1.0,1.040392518043518,1.1477998456202454e-13,1.040392518043518
6080,mps,10.0,0.7446905374526978,0.0016670816112309694,0.7447738647460938
6080,mps,20.0,0.19678272306919098,0.0039924317970871925,0.19698233902454376
6080,mps,30.0,0.13265052437782288,0.006210524123162031,0.13296104967594147
6080,mps,40.0,0.11660603433847427,0.00736337760463357,0.11697420477867126
6080,mps,50.0,0.09303052723407745,0.007954800501465797,0.09342826902866364
