growth_run_id,device,step,condition_loss,content_loss,total_loss
6022,mps,1.0,1.3148443698883057,1.049418933913096e-13,1.3148443698883057
6022,mps,10.0,0.35471177101135254,0.0032171388156712055,0.35487261414527893
6022,mps,20.0,0.13195477426052094,0.0075236158445477486,0.13233095407485962
6022,mps,30.0,0.10504667460918427,0.009869140572845936,0.10554013401269913
6022,mps,40.0,0.07008964568376541,0.011036919429898262,0.07064149528741837
6022,mps,50.0,0.054016102105379105,0.01154351606965065,0.054593276232481
6056,mps,1.0,1.2269113063812256,1.0745993938438003e-13,1.2269113063812256
6056,mps,10.0,0.4046504497528076,0.002610036637634039,0.40478095412254333
6056,mps,20.0,0.1333971470594406,0.006406359374523163,0.13371746242046356
6056,mps,30.0,0.11837989836931229,0.008897174149751663,0.11882475763559341
6056,mps,40.0,0.0816667228937149,0.010095005854964256,0.0821714699268341
6056,mps,50.0,0.0637873038649559,0.010827097110450268,0.06432865560054779
6080,mps,1.0,0.8500701189041138,1.1167244429524659e-13,0.8500701189041138
6080,mps,10.0,0.8710138201713562,0.0011373289162293077,0.8710706830024719
6080,mps,20.0,0.2831508219242096,0.002760180737823248,0.283288836479187
6080,mps,30.0,0.17884190380573273,0.0044513582251966,0.17906446754932404
6080,mps,40.0,0.15673497319221497,0.005488050170242786,0.15700937807559967
6080,mps,50.0,0.13735584914684296,0.0060476320795714855,0.1376582235097885
