variant,split,row_count,descriptor_mse,descriptor_mae,descriptor_rmse,descriptor_r2,descriptor_spearman,prototype_accuracy,prototype_macro_f1,beats_mean_condition_mse,checkpoint,mae_checkpoint_loaded
mean_condition_baseline,val,6,0.4153125584125519,0.46771955490112305,0.6444474830523833,0.0,nan,,,,,
metadata_only,val,6,0.5384582877159119,0.5999329090118408,0.7337971706922233,-0.2965134382247925,0.05293977115241913,0.5,0.26785714285714285,False,reports/rheed_ssl_temporal_mvp/20260703_072054/smoke/ablations/metadata_only/checkpoints/best.pt,False
handcrafted_only,val,6,0.5550670623779297,0.6136686205863953,0.7450282292490196,-0.3365044593811035,0.052169697531753566,0.0,0.0,False,reports/rheed_ssl_temporal_mvp/20260703_072054/smoke/ablations/handcrafted_only/checkpoints/best.pt,False
final_frame_visual_only,val,6,0.5315738320350647,0.5962844491004944,0.7290910999560101,-0.2799367904663086,0.09702416071190735,0.3333333333333333,0.125,False,reports/rheed_ssl_temporal_mvp/20260703_072054/smoke/ablations/final_frame_visual_only/checkpoints/best.pt,True
temporal_attention_visual_handcrafted,val,6,0.5227978825569153,0.5867558121681213,0.7230476350538153,-0.25880587100982666,0.20506941881368676,0.16666666666666666,0.07142857142857142,False,reports/rheed_ssl_temporal_mvp/20260703_072054/smoke/ablations/temporal_attention_visual_handcrafted/checkpoints/best.pt,True
temporal_attention_visual_handcrafted_metadata,val,6,0.5401369333267212,0.5990070700645447,0.7349400882566696,-0.3005552291870117,0.219395182969887,0.5,0.16666666666666666,False,reports/rheed_ssl_temporal_mvp/20260703_072054/smoke/ablations/temporal_attention_visual_handcrafted_metadata/checkpoints/best.pt,True
shuffled_label_negative_control,val,6,0.52359539270401,0.5868496894836426,0.7235989170141218,-0.2607262134552002,0.038036451780719724,0.16666666666666666,0.07142857142857142,False,reports/rheed_ssl_temporal_mvp/20260703_072054/smoke/ablations/shuffled_label_negative_control/checkpoints/best.pt,True
