review_id,ordinal_rating_1_to_5,low_signal,overexposed,underexposed,saturated,off_center,motion_blur,roi_failure,ring_like,diffuse_amorphous,multiple_overlapping_patterns,uncertain,notes
HR0001,,,,,,,,,,,,,
HR0002,,,,,,,,,,,,,
HR0003,,,,,,,,,,,,,
HR0004,,,,,,,,,,,,,
HR0005,,,,,,,,,,,,,
HR0006,,,,,,,,,,,,,
HR0007,,,,,,,,,,,,,
HR0008,,,,,,,,,,,,,
HR0009,,,,,,,,,,,,,
