source,variant,split,row_count,descriptor_mse,descriptor_mae,descriptor_rmse,descriptor_r2,descriptor_spearman,prototype_accuracy,prototype_macro_f1,beats_mean_condition_mse,checkpoint,mae_checkpoint_loaded,model_family,negative_control,best_checkpoint
mvp6,handcrafted_only,val,5,1.0690644979476929,0.7722878456115723,1.033955752412884,-0.2933281660079956,0.061538461538461556,0.2,0.08333333333333333,True,reports/rheed_ssl_temporal_mvp/20260703_072054/ablations/handcrafted_only/checkpoints/best.pt,False,,,
mvp9,stable_features_mlp,,,1.0005608797073364,,,,,,,,,,neural,0,reports/rheed_shape_bag_model_mvp/20260703_171908/ablations/stable_features_mlp/checkpoints/best.pt
