target,growth_group_count,mae_nm,median_absolute_error_nm,rmse_nm,pearson_r,pearson_p,spearman_rho,spearman_p,confidence_vs_absolute_error_spearman,confidence_vs_absolute_error_p,aurc_nm,risk_at_25pct_coverage_nm,risk_at_50pct_coverage_nm,risk_at_75pct_coverage_nm,interval_coverage,model,method
Rq_nm,28,1.68958075307425,1.151073899891974,2.459842558766496,-0.25080785821606694,0.19797730276704079,-0.37931034482758613,0.04651222202315803,0.17196059533772973,0.38158030248800723,1.9501068763986988,2.396928833920644,1.8805304533508427,1.8827832072329567,0.8928571428571429,M14b physics,M14b_rheed_density_weighted
Rq_nm,28,1.4562965341002305,1.042227013414965,2.0979441614018715,0.33326518224658086,0.08309419544808332,0.09742747673782157,0.6218646554725847,0.22526740796807507,0.2490966360285072,1.4243990224549692,1.153953269375259,1.4917698954661884,1.645421378151633,0.8928571428571429,M14g mixed,M14g_multiview_curated60_r3d40
Rq_nm,28,1.2838630719777657,0.9328352432466751,1.6646173550036591,0.6606982248248057,0.00012985076479100633,0.5062944718117133,0.0059768656460598485,-0.07446443748744318,0.7064800443589373,1.0565431878661584,0.9331565064533913,1.1844752258532891,1.1032504359697033,0.8571428571428571,M14d causal R3D / old confidence,M14d_r3d_causal_temporal
Rq_nm,28,1.2838630719777657,0.9328352432466751,1.6646173550036591,0.6606982248248057,0.00012985076479100633,0.5062944718117133,0.0059768656460598485,-0.12314895250900705,0.5324195504809042,1.1635657353369078,1.172209260326628,1.18715828271311,1.209344832988997,0.8928571428571429,M15a causal R3D / TTA centrality,M15a
Rq_nm,28,1.2838630719777657,0.9328352432466751,1.6646173550036591,0.6606982248248057,0.00012985076479100633,0.5062944718117133,0.0059768656460598485,-0.5288079972882207,0.003814422577998119,0.9489503350610639,0.9978761846013128,0.8494306820752023,1.0099390169454465,0.8928571428571429,M15b causal R3D / angular TTA,M15b
FSMI_nm,28,1.5326588273071813,0.9975164467287568,2.215040322650802,-0.24963776180864283,0.20014755147040345,-0.367816091954023,0.054143804822237844,0.22836805177016972,0.24246764016865416,1.7577580172239897,2.0308727233263313,1.7226065258655525,1.6860399035014975,0.9285714285714286,M14b physics,M14b_rheed_density_weighted
FSMI_nm,28,1.3157960500082413,1.015583760112818,1.8857650958650098,0.2954793995943833,0.1268696397627352,0.07608100711548987,0.7003954330555314,0.19429999057100392,0.32180874605887,1.2875805721776152,1.1538842164191963,1.327482291778587,1.4839546376773483,0.8928571428571429,M14g mixed,M14g_multiview_curated60_r3d40
FSMI_nm,28,1.1344918908066295,0.8390702921401128,1.4819808670028238,0.6611895241940313,0.0001278364855444451,0.49863163656267107,0.006917477178805763,0.02639931572210525,0.8939196507668141,0.9731731034643036,0.8831904626623296,1.0671356557377296,0.9804742778680078,0.8928571428571429,M14d causal R3D / old confidence,M14d_r3d_causal_temporal
FSMI_nm,28,1.1344918908066295,0.8390702921401128,1.4819808670028238,0.6611895241940313,0.0001278364855444451,0.49863163656267107,0.006917477178805763,-0.07484590362734253,0.7050426345114971,0.9974323945625795,0.9901043542437554,1.0551547136638342,1.0326965698355222,0.8928571428571429,M15a causal R3D / TTA centrality,M15a
FSMI_nm,28,1.1344918908066295,0.8390702921401128,1.4819808670028238,0.6611895241940313,0.0001278364855444451,0.49863163656267107,0.006917477178805763,-0.362392230025675,0.0580703886253916,0.8994181291536499,0.9163950851446121,0.7903585652579291,0.9347051295327914,0.8928571428571429,M15b causal R3D / angular TTA,M15b
