target,growth_group_count,mae_nm,median_absolute_error_nm,rmse_nm,pearson_r,pearson_p,spearman_rho,spearman_p,confidence_vs_absolute_error_spearman,confidence_vs_absolute_error_p,aurc_nm,risk_at_25pct_coverage_nm,risk_at_50pct_coverage_nm,risk_at_75pct_coverage_nm,interval_coverage
Rq_nm,28,1.2838630719777657,0.9328352432466751,1.6646173550036591,0.6606982248248057,0.00012985076479100633,0.5062944718117133,0.0059768656460598485,-0.5288079972882207,0.003814422577998119,0.9489503350610639,0.9978761846013128,0.8494306820752023,1.0099390169454465,0.8928571428571429
FSMI_nm,28,1.1344918908066295,0.8390702921401128,1.4819808670028238,0.6611895241940313,0.0001278364855444451,0.49863163656267107,0.006917477178805763,-0.362392230025675,0.0580703886253916,0.8994181291536499,0.9163950851446121,0.7903585652579291,0.9347051295327914,0.8928571428571429
