split,method,median_rq_absolute_error_nm,median_condition_descriptor_mae_z,median_psd_log_distance,median_sharpness_ratio,median_composite_error,texture_gate_pass_fraction,median_island_feature_mae_z,median_afm_prior_mahalanobis,median_q70_area_log_error,median_q70_count_log_error,median_fsmi_absolute_error_nm,median_generated_boundary_contrast
strict_15_growth_loo,M10_dense_island_spectral_pareto,0.8293883576494947,0.876477837562561,0.8597532946386037,0.8079704827839672,8.10627941529057,0.8666666666666667,1.5142667220499186,6.438357459868581,0.8107808264267717,0.5402968915827158,0.6841311154330696,1.324113376304767
strict_15_growth_loo,M11b_sdf_contour_soft,0.3323521175973134,0.969645619392395,1.0160729265089936,0.787447658618373,8.131354602550855,0.8666666666666667,1.6722453279801104,7.337624811627094,0.3096386659967445,0.45437176311938643,0.38077527989239446,1.4835887631613125
preexisting_validation,M10_dense_island_spectral_pareto,0.8332059922803217,0.7857670187950134,0.8785745157975872,0.8508901453059715,7.9097770475007385,1.0,1.4228877065126189,5.950812293574279,0.7652924864480761,0.28572512279121254,0.6591510685154547,1.3094849841662755
preexisting_validation,M11b_sdf_contour_soft,0.42788288114918194,1.0498340129852295,0.9077152153046179,0.8490471923061925,7.809837445393824,1.0,1.1972485583593397,5.894843783050301,0.11185338647840393,0.37688590118819,0.29844432650850305,1.4853280810270502
