growth_run_id,predicted_rq_absolute_error_nm,realized_rq_absolute_error_nm,rq_interval_lower_nm,rq_interval_upper_nm,rq_interval_covered,predicted_fsmi_absolute_error_nm,realized_fsmi_absolute_error_nm,fsmi_interval_lower_nm,fsmi_interval_upper_nm,fsmi_interval_covered,predicted_island_error_z,island_error_90_upper_z,realized_island_error_z,predicted_joint_error_index,realized_joint_error_index,joint_confidence_index
6028,0.19445127126686873,0.47814930192283533,4.5956725826851414,6.593158017265575,True,0.7983736554110907,0.5671676225127102,3.3388275311930338,5.399663687501573,True,1.519456420110486,2.1410357083705973,1.9441701960858402,0.4333333333333333,0.6333333333333333,62.5
6029,0.012611982415916378,0.12795324699997712,1.7491917598449485,3.628764542657202,True,0.0,0.2931928129196324,1.5684018976184584,3.4663542776980814,True,1.7974438028635722,2.514516660545576,1.4566655139686064,0.26666666666666666,0.26666666666666666,100.0
6047,0.3869628964209098,0.11787957837569119,1.8400187358191582,4.057416235567992,True,0.6175497603985345,0.6501874388860527,1.1633898200652593,3.4283312637034995,True,1.5328936288449897,2.279968522070094,1.231979261147901,0.33333333333333337,0.43333333333333335,81.25
6048,1.1957360594288475,0.76800973882666,0.8436796956178862,2.53116409313173,True,0.8430157693269522,0.6058152516913378,0.28304259436796997,2.4369521981199815,True,2.1932960507480734,2.8270956408104033,1.5669354661149488,0.9,0.5,18.75
6057,0.8652463373714461,0.21116166713439988,4.096820797011441,6.155523227118197,True,0.7896741048879669,0.3724119633370022,2.8495463802589365,4.815908287947099,True,1.5257145337388784,2.2752735052257655,1.1255252230130421,0.4,0.19999999999999998,75.0
6062,0.36826425972078947,0.2710990456896458,2.1794790157986177,4.545148544053591,True,0.8403471227061982,0.2008292324316221,1.44913921619289,4.791844927222169,True,1.8598315858239836,2.3300571488190696,2.9390824096533934,0.7,0.5666666666666667,25.0
6063,1.2637237521452354,0.3039785562468973,5.067131721486467,7.272005587633645,True,2.113919698773888,0.5342112063413884,2.9385065898501534,5.753753697001766,True,1.5413774187117675,2.1809900916943095,1.6722453279801104,0.6666666666666666,0.5,37.5
6070,0.053326731986763756,0.3479238888842806,1.6216539668219774,3.7769573122637095,True,0.24844764479821374,0.6673936430960188,0.7878703740610713,3.116994299860789,True,1.5887562150902677,2.315289844831363,1.159986374492986,0.30000000000000004,0.4333333333333333,87.5
6072,0.39269937976783187,0.18944622610003936,0.6612323973065486,2.657889709205664,True,0.6914542604808382,0.037603929684966175,0.40631946435354993,2.3722337656982493,True,1.500706457356004,2.1790308566635925,2.012203633858661,0.3,0.43333333333333335,93.75
6078,0.7031723016733871,0.9633673213910963,1.851462895180655,4.194866802426873,True,0.2620318354836295,0.9745756642048291,1.6402703882960248,3.73371670631113,True,1.8262957016637043,2.4932137998728967,1.4579280805942734,0.4,0.6333333333333333,75.0
6082,0.5856973093705453,0.2761506934213189,0.4419283467233228,3.837599535862113,True,0.20917215501120978,0.4579057132897475,0.199477264047756,3.855928537617837,True,2.100195382403086,2.925935204536648,2.4205505403462935,0.4333333333333333,0.6333333333333333,62.5
6084,0.7995839097704951,0.3855861575259496,1.171675155525823,3.5188343145778616,True,0.6038037336588878,0.2082224921869842,0.5667241895893005,3.0505405685548403,True,2.1771200298536724,2.8623516696504794,1.9226038082704098,0.6,0.43333333333333335,50.0
6085,0.41732745555980555,0.9383791180498489,3.0611174477643686,5.066660205099426,True,0.6695765734086293,0.8210849828570854,2.2509387910215684,4.301292670271975,True,2.1717831158529455,2.8631748332785736,1.9109605085244052,0.6333333333333333,0.7,43.75
6090,0.36252287762188656,0.06450791856172344,3.110043862997675,6.131156669507784,True,1.014634528755089,0.9159983380282468,2.712592991626564,5.469307920532603,True,2.2046905953715856,2.944250018248874,1.658509797595662,0.9666666666666667,0.6666666666666667,12.5
6095,0.520537195231894,4.792893574103046,3.2548905312699006,6.893592416349199,False,0.7934415488504398,4.417868096895723,2.3576630452929552,5.940851748136302,False,2.0248493199469904,2.5418259184297556,2.704026307334405,0.6666666666666666,0.9666666666666667,37.5
