alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
30.0,0.598876704864365,0.9202925763542523,0.17603980744649864
10.0,0.6153654289017018,0.9197215427257592,0.34976304642886685
3.0,0.6501511975973865,0.9490686832585974,0.5379511858899388
1.0,0.7101677208966735,1.023471860260004,0.7681462562807087
0.3,0.8432362666998731,1.2156878767665138,1.2472007692556821
