metric,value
descriptor_mse,0.7541342973709106
descriptor_mae,0.6446213722229004
descriptor_r2,-0.6112769954115411
descriptor_spearman,0.7499999999999999
prototype_prototype_accuracy,0.5
prototype_prototype_macro_f1,0.1111111111111111
mean_baseline_descriptor_mse,0.7920752167701721
mean_baseline_descriptor_mae,0.6318765878677368
mean_baseline_descriptor_r2,-0.6923412094664869
mean_baseline_descriptor_spearman,nan
