control,descriptor,fold_id,repeat,feature_set,feature_count,row_count,mse,rmse,mae,normalized_mae,r2_vs_train_mean,pearson,spearman,mean_baseline_mse,paired_improvement_over_mean_mse
shuffled_labels_within_train_folds,rq,original_mvp9,0,stable36,180,11,15.912017229512882,3.988986992898433,2.7319445481399716,1.0111552473988386,-0.15614481550579473,0.14116960427455477,0.08181818181818183,13.76299665587449,-2.149020573638392
shuffled_labels_within_train_folds,ra,original_mvp9,0,stable36,180,11,18.868704886985114,4.343812252732053,3.532205932531295,1.6331666344377478,-0.9954017429578919,0.26140653594479835,0.3454545454545455,9.456093217105751,-9.412611669879363
shuffled_labels_within_train_folds,robust_range,original_mvp9,0,stable36,180,11,554.6522719390283,23.551056705358857,18.08945693594943,1.5042751439319517,-1.0986763690375385,-0.024651806088715162,-0.045454545454545456,264.28670952891804,-290.3655624101103
shuffled_labels_within_train_folds,mean_abs_gradient,original_mvp9,0,stable36,180,11,2.890673024935293,1.70019793698713,1.1138545511778764,1.8725235008232222,-6.308001799274852,0.031945074076564633,-0.28181818181818186,0.39554903027283395,-2.495123994662459
shuffled_labels_within_train_folds,gradient_std,original_mvp9,0,stable36,180,11,0.5872143032296583,0.766299095151272,0.49303847159094105,1.0930999306021074,-2.8031076037833462,0.11095670788837533,0.27272727272727276,0.15440380983317306,-0.43281049339648525
shuffled_labels_within_train_folds,gradient_anisotropy,original_mvp9,0,stable36,180,11,0.04822561317571988,0.21960330866296135,0.18091746504840364,1.3891292883809092,-5.485335389624608,-0.19837382791712793,-0.43636363636363645,0.007436101647552777,-0.0407895115281671
shuffled_labels_within_train_folds,psd_low_power,original_mvp9,0,stable36,180,11,37.78055244927835,6.146588683918776,3.445172397738385,2.892517906118847,-19.22972504703833,-0.2905156783799788,-0.11818181818181818,1.8675761712742358,-35.912976278004116
shuffled_labels_within_train_folds,psd_mid_power,original_mvp9,0,stable36,180,11,8.371391191531798,2.893335651377454,2.2829932394475607,2.1123044027468003,-2.8194300085910906,-0.6295856912604579,-0.5636363636363637,2.191790705079534,-6.179600486452264
shuffled_labels_within_train_folds,psd_high_power,original_mvp9,0,stable36,180,11,49.182111817943685,7.0129959231375345,3.054159521288098,2.7030891201395346,-43.97767948635191,-0.08911120229962473,0.05454545454545456,1.0934781958430642,-48.08863362210062
shuffled_labels_within_train_folds,psd_slope,original_mvp9,0,stable36,180,11,0.7005095825279432,0.8369645049390942,0.4867956254700933,1.113629830517494,-7.289514372381026,-0.2939708960181561,-0.03636363636363637,0.08450550310424679,-0.6160040794236964
shuffled_labels_within_train_folds,autocorrelation_length_px,original_mvp9,0,stable36,180,11,5602.627278269704,74.85069991836886,32.569432054936044,2.3559014368305284,-46.65022890839886,0.23818264293956348,0.6849386474658348,117.5781818181818,-5485.049096451522
shuffled_labels_within_train_folds,island_count,original_mvp9,0,stable36,180,11,379043.3171484972,615.6649390281187,335.1960446377359,1.7295764231936706,-85.74624584667305,0.36433223435877227,0.39090909090909093,4369.564509090908,-374673.7526394063
shuffled_labels_within_train_folds,island_mean_area_px,original_mvp9,0,stable36,180,11,3740348.2441596333,1933.9979948696,933.8746331990234,1.2096953048748404,-28.347887614838406,-0.4100893378389452,0.09090909090909091,127448.63593754866,-3612899.6082220846
shuffled_labels_global_diagnostic,rq,original_mvp9,0,stable36,180,11,42.641169615595125,6.530020644346779,4.8417463043094235,1.5980024339800272,-2.9274149637532707,0.1998720069349896,0.11818181818181818,10.857312000167331,-31.78385761542779
shuffled_labels_global_diagnostic,ra,original_mvp9,0,stable36,180,11,55.90797413217118,7.477163508455006,5.1613651031777765,1.7051246278942132,-6.373333520851921,-0.015635800789296578,-0.3272727272727273,7.582455611707027,-48.32551852046415
shuffled_labels_global_diagnostic,robust_range,original_mvp9,0,stable36,180,11,750.0206737623786,27.386505322190683,20.4987092535536,1.3844670600690974,-2.0605580565509474,-0.003984236374773635,-0.05454545454545456,245.0601033876821,-504.9605703746965
shuffled_labels_global_diagnostic,mean_abs_gradient,original_mvp9,0,stable36,180,11,0.4915433470725732,0.7011015240837615,0.46344515669047515,1.4681369609830255,-0.14834819473591576,0.1139111613543076,0.23636363636363636,0.42804381922297774,-0.06349952784959545
shuffled_labels_global_diagnostic,gradient_std,original_mvp9,0,stable36,180,11,0.9963686530279919,0.9981826751792439,0.6904642204715722,1.893169577271114,-4.883691654627678,-0.07204226789394463,-0.3545454545454546,0.1693441314594251,-0.8270245215685669
