N,AFM_scan_count,strict_MAE,strict_RMSE,strict_R2,strict_Spearman,strict_Kendall,strict_concordance,high_Rq_sensitivity,high_Rq_specificity,A3_visual_composite,A3_PSD_distance,A3_histogram_Wasserstein,A3_correlation_length_error,same_growth_SSIM_ceiling,removelist_hash,model_freeze_ID
23,116,1.2600983407909774,1.8393101333714263,0.2939669042578328,0.42885375494071143,0.28063241106719367,0.6403162055335968,0.625,0.7333333333333333,0.2114539805176648,0.3939389836376274,0.0807791181908659,0.2222222222222221,not used as primary metric,8fe844f8c8c9ab6e457b8b9ebbd4e80284b784f80bbfd9602a315c9a5cd7fe3b,RHEED_AFM_PAPER_FREEZE_V1_20260716_183134
