fold_key,fold_id,repeat,descriptor,model,feature_set,feature_count,missing_fraction_train_features,row_count,mse,rmse,mae,normalized_mae,r2_vs_train_mean,pearson,spearman,mean_baseline_mse,paired_improvement_over_mean_mse
r0_foriginal_mvp9,original_mvp9,0,rq,mean,stable36,180,0.0,11,13.76299665587449,3.7098512983507157,2.9753958058585455,1.1012621336808401,0.0,nan,nan,13.76299665587449,0.0
r0_foriginal_mvp9,original_mvp9,0,rq,ridge,stable36,180,0.0,11,44.84420802623745,6.696581816586538,4.607257536340406,1.705251534904053,-2.258317149056089,0.04604455025914011,-0.06363636363636364,13.76299665587449,-31.081211370362965
r0_foriginal_mvp9,original_mvp9,0,rq,stable_features_mlp,stable36,180,0.0,11,15.777426900669973,3.972080928262914,3.15382159872119,1.1673016061317714,-0.1463656713115351,-0.05549790137452746,0.16363636363636366,13.76299665587449,-2.0144302447954825
r0_foriginal_mvp9,original_mvp9,0,ra,mean,stable36,180,0.0,11,9.456093217105751,3.0750761319202735,2.4004050874618184,1.1098621011510157,0.0,nan,nan,9.456093217105751,0.0
r0_foriginal_mvp9,original_mvp9,0,ra,ridge,stable36,180,0.0,11,30.685383295730357,5.539438897192599,3.713702085074519,1.7170840124939015,-2.2450381559502337,-0.017601749228431468,-0.03636363636363637,9.456093217105751,-21.229290078624608
r0_foriginal_mvp9,original_mvp9,0,ra,stable_features_mlp,stable36,180,0.0,11,10.560903498591484,3.249754375116908,2.603977231426596,1.2039866339712118,-0.11683580693633266,-0.04630359267519797,0.18181818181818182,9.456093217105751,-1.104810281485733
r0_foriginal_mvp9,original_mvp9,0,robust_range,mean,stable36,180,0.0,11,264.28670952891804,16.256897290962936,12.909655544509091,1.073535486504039,0.0,nan,nan,264.28670952891804,0.0
r0_foriginal_mvp9,original_mvp9,0,robust_range,ridge,stable36,180,0.0,11,677.8983211129439,26.036480582308815,18.94424164392355,1.5753569566238106,-1.5650110152011596,0.20409619487117198,0.1272727272727273,264.28670952891804,-413.61161158402587
r0_foriginal_mvp9,original_mvp9,0,robust_range,stable_features_mlp,stable36,180,0.0,11,314.6324988083619,17.737883154659745,12.984413098316775,1.0797521424496672,-0.19049686368710517,-0.04965674169849372,0.08181818181818183,264.28670952891804,-50.34578927944386
r0_foriginal_mvp9,original_mvp9,0,mean_abs_gradient,mean,stable36,180,0.0,11,0.39554903027283395,0.6289268878596573,0.42080516740843643,0.7074241106317601,0.0,nan,nan,0.39554903027283395,0.0
r0_foriginal_mvp9,original_mvp9,0,mean_abs_gradient,ridge,stable36,180,0.0,11,4.4163187457609085,2.101503924755057,1.368112322472838,2.299961402399584,-10.165034945768184,-0.19571693117479466,-0.20909090909090913,0.39554903027283395,-4.020769715488075
r0_foriginal_mvp9,original_mvp9,0,mean_abs_gradient,stable_features_mlp,stable36,180,0.0,11,2.5715981488393154,1.6036203256504686,1.0556018517104564,1.7745937050309555,-5.5013385244947495,-0.2554622110845464,-0.14545454545454548,0.39554903027283395,-2.1760491185664814
r0_foriginal_mvp9,original_mvp9,0,gradient_std,mean,stable36,180,0.0,11,0.15440380983317306,0.39294250194293445,0.27176757002767277,0.6025272449400696,0.0,nan,nan,0.15440380983317306,0.0
r0_foriginal_mvp9,original_mvp9,0,gradient_std,ridge,stable36,180,0.0,11,2.5241255823325566,1.5887496915287054,1.003075636254828,2.223887123535703,-15.347560238699874,-0.13890124913699808,-0.09090909090909091,0.15440380983317306,-2.3697217724993833
r0_foriginal_mvp9,original_mvp9,0,gradient_std,stable_features_mlp,stable36,180,0.0,11,1.1327774766749086,1.0643201946195087,0.6912462155948563,1.532540022399319,-6.336460660516264,-0.20344770156989364,-0.02727272727272728,0.15440380983317306,-0.9783736668417355
r0_foriginal_mvp9,original_mvp9,0,gradient_anisotropy,mean,stable36,180,0.0,11,0.007436101647552779,0.08623283392973223,0.06945936154100364,0.5333262515204475,0.0,nan,nan,0.007436101647552779,0.0
r0_foriginal_mvp9,original_mvp9,0,gradient_anisotropy,ridge,stable36,180,0.0,11,0.4548775387668901,0.6744460977475443,0.302128533469575,2.319818015280453,-60.171506298140805,0.04311007976263659,0.10000000000000002,0.007436101647552779,-0.4474414371193373
r0_foriginal_mvp9,original_mvp9,0,gradient_anisotropy,stable_features_mlp,stable36,180,0.0,11,0.09128033348743135,0.30212635351361083,0.20026821240360546,1.5377091388446467,-11.275293939462447,0.14493369908823076,0.21818181818181823,0.007436101647552779,-0.08384423183987857
r0_foriginal_mvp9,original_mvp9,0,psd_low_power,mean,stable36,180,0.0,11,1.8675761712742358,1.3665929061992952,1.1535843004509088,0.96853302536102,0.0,nan,nan,1.8675761712742358,0.0
r0_foriginal_mvp9,original_mvp9,0,psd_low_power,ridge,stable36,180,0.0,11,6.879231873018639,2.6228289828005633,1.750819706850742,1.4699634061204059,-2.6835080565013745,0.16344639350006054,0.045454545454545456,1.8675761712742358,-5.011655701744402
r0_foriginal_mvp9,original_mvp9,0,psd_low_power,stable_features_mlp,stable36,180,0.0,11,4.4929648678480865,2.1196614984115003,1.6727703847023228,1.4044343016776375,-1.4057732889055679,-0.33294097198210176,-0.09090909090909091,1.8675761712742358,-2.6253886965738507
r0_foriginal_mvp9,original_mvp9,0,psd_mid_power,mean,stable36,180,0.0,11,2.1917907050795304,1.480469758245514,1.3013280661381812,1.2040337903877525,0.0,nan,nan,2.1917907050795304,0.0
r0_foriginal_mvp9,original_mvp9,0,psd_mid_power,ridge,stable36,180,0.0,11,5.146847243222681,2.268666401924858,1.46003118082044,1.3508714078106077,-1.3482384660609847,0.03913510447925224,0.19090909090909092,2.1917907050795304,-2.955056538143151
r0_foriginal_mvp9,original_mvp9,0,psd_mid_power,stable_features_mlp,stable36,180,0.0,11,5.6089035253972135,2.3683123791842187,1.7951984486804173,1.6609797705180516,-1.5590506942101894,-0.4837867743948715,-0.30000000000000004,2.1917907050795304,-3.417112820317683
r0_foriginal_mvp9,original_mvp9,0,psd_high_power,mean,stable36,180,0.0,11,1.0934781958430642,1.0456950778516,0.7684338240145454,0.6801036732897616,0.0,nan,nan,1.0934781958430642,0.0
r0_foriginal_mvp9,original_mvp9,0,psd_high_power,ridge,stable36,180,0.0,11,14.348518095911249,3.787943782042079,2.294907485293985,2.0311118040778298,-12.121905997264664,-0.22443830767238676,-0.14545454545454548,1.0934781958430642,-13.255039900068185
r0_foriginal_mvp9,original_mvp9,0,psd_high_power,stable_features_mlp,stable36,180,0.0,11,6.642661973772024,2.5773362166725597,1.8844689603725462,1.667852483970887,-5.074800575836427,-0.25417848235018925,0.02727272727272728,1.0934781958430642,-5.54918377792896
r0_foriginal_mvp9,original_mvp9,0,psd_slope,mean,stable36,180,0.0,11,0.08450550310424698,0.2906983025479285,0.22377044325454545,0.5119138869741007,0.0,nan,nan,0.08450550310424698,0.0
r0_foriginal_mvp9,original_mvp9,0,psd_slope,ridge,stable36,180,0.0,11,1.206642960663972,1.098473013170543,0.5072584339260161,1.16044207105617,-13.278868432691809,0.6571041366399554,0.5636363636363637,0.08450550310424698,-1.122137457559725
r0_foriginal_mvp9,original_mvp9,0,psd_slope,stable_features_mlp,stable36,180,0.0,11,0.4860788910007427,0.6971935821568803,0.4568780349196604,1.045188128187083,-4.752038306914877,0.5480089222527432,0.39090909090909093,0.08450550310424698,-0.4015733878964957
r0_foriginal_mvp9,original_mvp9,0,autocorrelation_length_px,mean,stable36,180,0.0,11,117.5781818181818,10.843347353017046,7.672727272727273,0.5550047411246595,0.0,nan,nan,117.5781818181818,0.0
r0_foriginal_mvp9,original_mvp9,0,autocorrelation_length_px,ridge,stable36,180,0.0,11,679.108842193526,26.059716847915404,20.94174126324947,1.5148154333365293,-4.775806630890693,-0.07852082403219664,-0.21918036718906714,117.5781818181818,-561.5306603753443
r0_foriginal_mvp9,original_mvp9,0,autocorrelation_length_px,stable_features_mlp,stable36,180,0.0,11,297.8913758146593,17.25952999981921,12.81175293432799,0.9267348320778177,-1.533559978630275,0.1644664561545394,0.054795091797266784,117.5781818181818,-180.31319399647748
r0_foriginal_mvp9,original_mvp9,0,island_count,mean,stable36,180,0.0,11,4369.564509090908,66.10268155748984,57.36000000000001,0.2959715820680665,0.0,nan,nan,4369.564509090908,0.0
r0_foriginal_mvp9,original_mvp9,0,island_count,ridge,stable36,180,0.0,11,1630250.7754632875,1276.8127409543215,490.03235399548544,2.5285155348079256,-372.0922777479403,0.2972756871617195,0.30000000000000004,4369.564509090908,-1625881.2109541965
r0_foriginal_mvp9,original_mvp9,0,island_count,stable_features_mlp,stable36,180,0.0,11,406910.2684531154,637.8951861027919,333.89495943256077,1.7228629600384917,-92.12375812430183,0.18464073006260157,-0.05454545454545456,4369.564509090908,-402540.7039440245
r0_foriginal_mvp9,original_mvp9,0,island_mean_area_px,mean,stable36,180,0.0,11,127448.63593754866,356.99949010824747,303.75120137930907,0.39346437851078636,0.0,nan,nan,127448.63593754866,0.0
r0_foriginal_mvp9,original_mvp9,0,island_mean_area_px,ridge,stable36,180,0.0,11,4852418.466273908,2202.820570603495,1457.9873215192831,1.888605123973899,-37.07352217289834,0.47102870787208323,0.009090909090909092,127448.63593754866,-4724969.830336359
r0_foriginal_mvp9,original_mvp9,0,island_mean_area_px,stable_features_mlp,stable36,180,0.0,11,1133440.9680879945,1064.6318462679926,857.2187114041297,1.1103989910125776,-7.893315803265198,0.2074097102327331,0.14545454545454548,127448.63593754866,-1005992.3321504458
r0_foriginal_mvp9,original_mvp9,0,rq,mean,brightness_only_diagnostic,20,0.0,11,13.76299665587449,3.7098512983507157,2.9753958058585455,1.1012621336808401,0.0,nan,nan,13.76299665587449,0.0
r0_foriginal_mvp9,original_mvp9,0,rq,ridge,brightness_only_diagnostic,20,0.0,11,28.55711041653939,5.343885329658505,3.9418071683066116,1.458953112786012,-1.0749195201141242,-0.1778507334476496,-0.17272727272727276,13.76299665587449,-14.794113760664901
r0_foriginal_mvp9,original_mvp9,0,ra,mean,brightness_only_diagnostic,20,0.0,11,9.456093217105751,3.0750761319202735,2.4004050874618184,1.1098621011510157,0.0,nan,nan,9.456093217105751,0.0
r0_foriginal_mvp9,original_mvp9,0,ra,ridge,brightness_only_diagnostic,20,0.0,11,19.36284063281352,4.400322787343392,3.245730255407797,1.5007104508536917,-1.0476575461192366,-0.14396156306192345,-0.26363636363636367,9.456093217105751,-9.906747415707768
