sample_id,frame_index,feature_row,raw_mean,raw_std,raw_dynamic_range,raw_shadow_fraction,raw_saturation_fraction,normalized_gradient_mean,normalized_laplacian_variance,fine_dog_std,medium_dog_std,medium_dog_noise,medium_dog_snr,low_frequency_std,high_to_low_frequency_ratio,haze_dominance,spot_peak_count,spot_peak_top1,spot_peak_top4_mean,spot_peak_top8_mass,spot_peak_snr_top4,spot_component_count,spot_component_area_median,spot_component_compactness,spot_energy_concentration,spot_vertical_span,spot_horizontal_spread,spot_verticality,spot_column_alignment,visibility_proxy
6022,253,13,0.2873847484588623,0.042942170053720474,0.1652199923992157,0.0,0.0,0.016637716185712127,0.0009691107455602243,0.012389564388324083,0.023507736680709834,0.016483053552581166,3.8571137551005252,0.21409233309767398,0.1098018613771893,9.107313732731896,11.0,0.0704488198671046,0.0635770125837194,0.48388867811966596,3.8571137551005252,11.0,11.0,1.5596762428619324,0.13583276561266938,0.6197916666666666,0.2779811762497122,0.8097529540235122,2.2296173972222637,0.6385113139247518
6022,254,14,0.2848221957683563,0.04227607324719429,0.16492953151464462,0.0,0.0,0.016413468502767547,0.0009909615279395615,0.01245492735153607,0.023481158196340057,0.017391898275774954,4.3442257727739735,0.21223174077114473,0.11063923855602932,9.038384691102022,10.0,0.0887782447521206,0.07555433272708478,0.5407868765078366,4.3442257727739735,9.0,8.0,1.4796776500174413,0.12025928001090684,0.5729166666666666,0.3331909893012752,0.6711380867890802,1.719484274974281,0.6798579938049376
6022,285,15,0.00390000082552433,0.003107726573944092,0.01568627543747425,1.0,0.0,0.020741643631270037,0.00591482066770817,0.031410268265769814,0.04613691590594071,0.025158048452778848,12.720818183256407,0.16157562696731825,0.2855437838732495,3.5020898947108283,28.0,0.35510303776533425,0.32003096021335486,2.187025098111323,12.720818183256407,28.0,9.5,1.6321497031736065,0.18720204328714507,0.828125,0.31949518420001416,0.8230404299534614,2.5919796007991387,1.5565918243986505
6022,302,16,0.19681280851364136,0.04207577183842659,0.17353414595127103,0.000244140625,0.0,0.011510800886421126,0.0005719510107541073,0.01013079101340712,0.01647351568717938,0.013995083587008945,6.245245046862046,0.22314178223664885,0.07382532989589866,13.545486371819852,12.0,0.13218168222180915,0.08740272645218794,0.5408195758864661,6.245245046862046,13.0,12.0,1.3341541561850128,0.1692956089254971,0.90625,0.16720494132804178,0.9912210481877497,5.419995323116767,0.6943186989500018
6022,312,17,0.21234415471553802,0.0428963229060173,0.18789400160312641,0.000244140625,0.0,0.011956052490119879,0.0005804854877297518,0.009535189273927273,0.016105543476245363,0.013633792899439423,4.842445759040629,0.20952970867257958,0.0768652024492269,13.00978815037334,11.0,0.09429092433243591,0.06602090260552868,0.45414006404828505,4.842445759040629,11.0,18.0,1.2504148100484342,0.14322130224973637,0.703125,0.21540386462803823,0.9671617172790069,3.264217200625272,0.5859399714309959
6022,321,18,0.21923863887786865,0.04154942184686661,0.19016143977642047,0.000244140625,0.0,0.012062014464433737,0.0005809312254114147,0.009311153077083727,0.016210182430612036,0.013618377417862053,5.137078519200133,0.19842032174746824,0.0816961805517225,12.24047431895414,14.0,0.10050588291569629,0.06995867409965933,0.4817124377152592,5.137078519200133,9.0,10.0,1.4353535174681107,0.16994149468893094,0.7135416666666666,0.2202347174622331,0.997147943741954,3.239914555201898,0.6317932992741813
6022,342,19,0.27091729640960693,0.04750924929976463,0.17939732670783975,0.000244140625,0.0,0.01246213129339968,0.0006192606764089258,0.009320502917489067,0.015572242355839464,0.01407901477400766,4.2260519163836605,0.24159891288008256,0.06445493553842577,15.514715694717205,13.0,0.07302400594143532,0.05949864736648894,0.42356654269763777,4.2260519163836605,9.0,6.0,2.0943951023931953,0.1526688016829073,0.8020833333333334,0.2936372119961313,0.924289113573419,2.731545255728354,0.5160118022582729
6022,378,20,0.22561196982860565,0.05477185174822807,0.2370936311781388,0.0006103515625,0.0,0.0094775102259039,0.00039095305858490286,0.007586073370396163,0.012541370950880093,0.009971750291638772,4.461170161751168,0.21402889416058155,0.058596625469973025,17.06582916643272,16.0,0.054718085925579474,0.0444856748614924,0.3298941318935036,4.461170161751168,17.0,8.0,1.8288145488861385,0.126506204583272,0.9010416666666666,0.22425243377215412,0.9828066573555672,4.01797943286603,0.4539981731315066
6022,379,21,0.22392487525939941,0.0557970367372036,0.24574368447065353,0.0005289713541666666,0.0,0.009293619801221151,0.0003746803378901452,0.007388585236190015,0.012301965300864416,0.010043563253652096,4.224714412653231,0.2109663597676065,0.05831244997740801,17.148996490242304,8.0,0.058131397766362225,0.04243118643209839,0.2954076621979841,4.224714412653231,9.0,7.0,1.8865422955842652,0.0776583559367467,0.9114583333333334,0.22009734341007361,0.9994578355410739,4.141160084950016,0.41191620094231396
6022,405,22,0.13615302741527557,0.022297481074929237,0.0857809469103813,0.0001220703125,0.0,0.025314932445913808,0.003304144382741165,0.022244838492112236,0.03326608764908231,0.03153290943047682,3.862355730135052,0.21495276759107002,0.15475998760978182,6.461618506467195,16.0,0.12859175135262646,0.12179131342663176,0.9029805122245753,3.862355730135052,8.0,7.0,1.7900226875682907,0.1131122074739889,0.9270833333333334,0.2720458447585455,0.977269304395623,3.407820230285697,0.9182248729058131
6022,406,23,0.13535095751285553,0.02238772250711918,0.08627451211214066,0.0001220703125,0.0,0.024915684090755685,0.003345091593267615,0.022263054509777443,0.03321056111467992,0.03158590280095524,3.870312297828164,0.21420022354992355,0.15504447457749523,6.449762255153273,15.0,0.13330132403059858,0.12224730804854211,0.9071810633682371,3.870312297828164,9.0,4.0,2.3536273758173025,0.11383121616259714,0.9114583333333334,0.2718430696447656,0.9531080383357962,3.3528842008898483,0.9185494993975212
6022,462,24,0.16361673176288605,0.032703910022974014,0.13606896325945833,0.000244140625,0.0,0.01305099813298917,0.00083996565294331,0.011880533929970988,0.019444770116460924,0.017340161300344444,4.512965295012357,0.21812866555940028,0.08914357985271666,11.217857771162024,18.0,0.08384088677500856,0.07825554615837083,0.5623770357183981,4.512965295012357,13.0,11.0,1.5079644737231006,0.12653804264774246,0.7447916666666666,0.30763232451612,0.9973954455401579,2.4210448880434194,0.6632839612448038
6022,481,25,0.2526296079158783,0.04298514872789383,0.22392243295907654,0.0,0.0,0.010199713684534628,0.0004409952514005876,0.008319555173545908,0.015177830911914957,0.011921566048899533,7.259014104868918,0.17067429495915418,0.0889286281542708,11.244972746742805,12.0,0.18683070302753113,0.08653881610108813,0.5022905324367316,7.259014104868918,9.0,9.0,1.6646373562696222,0.17810002603192474,0.828125,0.2395267143243108,0.9801199457165642,3.457338787183244,0.7434440327616094
6022,483,26,0.271100252866745,0.04547321796417236,0.21531149595975718,0.0,0.0,0.010612932100764305,0.0004442964167179417,0.008448661118739265,0.015256922554201727,0.012161320493395298,6.473847012160571,0.1900779372984567,0.08026666729998023,12.458471662498516,11.0,0.1558033467129829,0.07873052834009428,0.48334918901868446,6.473847012160571,7.0,20.0,1.1790403893488048,0.16351712439755375,0.5364583333333334,0.2878567871253196,0.5851180066391802,1.8636292674932973,0.6491873339173125
6022,525,27,0.48218974471092224,0.07948921620845795,0.3655325472354872,0.0,0.0,0.00847470752984119,0.0001949238619225989,0.0057092606294255445,0.011664255768883544,0.008483355433208996,6.373666977476264,0.1901659446106242,0.06133724833206484,16.30330716151864,15.0,0.10862352824175048,0.05407008238283803,0.3394308765387476,6.373666977476264,13.0,7.0,1.8865422955842652,0.17641102493470137,0.8229166666666666,0.25177107036949264,0.9349856471157176,3.2685116104045457,0.5367322427584803
6022,526,28,0.4835422933101654,0.08451022207736969,0.40811919867992397,0.0,0.0,0.00820711204294895,0.00016962159019432194,0.005398516395790059,0.011234636163795872,0.007798019327109803,7.183687033923614,0.18225457082422578,0.061642548184050995,16.222561030641067,15.0,0.1096216937143436,0.05601853033044443,0.3543227011655235,7.183687033923614,11.0,23.0,1.1433285346948796,0.2025297376641964,0.8177083333333334,0.13696629375506952,0.9933262150023453,5.97014280605127,0.5743893263018208
6022,570,29,0.1481178253889084,0.035309068858623505,0.15497369691729546,0.002685546875,0.0,0.015259100661397447,0.0010086368416557256,0.011935552153083532,0.019228500619546233,0.016304081031497223,4.989784696713954,0.18668925581382953,0.10299736069825732,9.708986649955193,13.0,0.1216082399438998,0.0813538540249491,0.5572768846928858,4.989784696713954,11.0,6.0,1.8865422955842652,0.12924633859835907,0.8333333333333334,0.2176990949480457,0.9834654211226728,3.8279136324944756,0.7268622072341808
6022,588,30,0.09332502633333206,0.03464283421635628,0.145362549694255,0.061726888020833336,0.0,0.015923320330110232,0.0010048769461922953,0.012664372197579108,0.022021101989935392,0.018179716341324495,4.479323480030661,0.19546243888470796,0.11266155336844216,8.876142482517126,16.0,0.12323002124723881,0.08143283026799192,0.5811037390940941,4.479323480030661,12.0,8.5,1.7611588142192276,0.13289491861002434,0.8541666666666666,0.22263911666535882,0.9997538370450071,3.83655253155956,0.7436653328175831
6022,589,31,0.09965451806783676,0.035256870090961456,0.14821343729272485,0.050618489583333336,0.0,0.01598992149643688,0.0009576313259379867,0.012440237016210267,0.0228137636809425,0.017831683416793306,4.8404658602900215,0.19472789111030533,0.11715714452029598,8.535544324629411,14.0,0.13070421984178848,0.08631365481048772,0.588288367547594,4.8404658602900215,14.0,6.5,1.8939490909727559,0.14341891375224808,0.671875,0.2316144021555519,0.924614961411601,2.9008342907310647,0.7508467966649224
6022,606,32,0.27190420031547546,0.050741881132125854,0.22411992698907762,0.0003662109375,0.0,0.014583428767464482,0.0005453450980562337,0.009723937597024014,0.019362233101231065,0.014898302836884902,7.557221391089634,0.18870594650239117,0.1026053150952809,9.746083807367917,10.0,0.12020913663394828,0.11258977288983796,0.7334192694890956,7.557221391089634,11.0,40.0,0.8920684284893379,0.19611545382225806,0.4739583333333333,0.08776814382401225,0.992660546567604,5.400118000486462,0.8421787544214896
6022,607,33,0.26522210240364075,0.05417728051543236,0.24101336151361308,0.0004069010416666667,0.0,0.01367310486349156,0.0004914245536378033,0.009191742301674737,0.018170435467718928,0.012840999081233073,7.812333174735903,0.19280414137598967,0.09424297288451157,10.610870703595406,10.0,0.11633574792330537,0.10031816311907038,0.7068770797326198,7.812333174735903,9.0,43.0,0.9282985898906704,0.22029999512120424,0.3958333333333333,0.08751743687867292,0.99993168203875,4.522908204933888,0.8126783877804913
6022,628,34,0.3144862949848175,0.05526246502995491,0.22745098173618317,0.0003255208333333333,0.0,0.013458938420343436,0.0004902279188787755,0.008794396730399324,0.017246959479459405,0.013851620999244928,5.252392037049491,0.20735079767854975,0.08317768570245336,12.022455200030945,12.0,0.08675662239886128,0.07275414383666158,0.48497745691123,5.252392037049491,9.0,17.0,1.2972054426585062,0.15667929795052613,0.6666666666666666,0.2514100048921996,0.9019513770945221,2.651710964933643,0.6339368860246772
6022,645,35,0.3363351821899414,0.05659344419836998,0.21422464251518236,0.0005696614583333334,0.0,0.012313233056655387,0.0004309298056365562,0.008014748643956283,0.01552731397881037,0.012455834520877784,4.03645946654535,0.22951664125979024,0.06765223599292297,14.781477438596545,10.0,0.05397910083806995,0.05027747116551949,0.37294550625029493,4.03645946654535,10.0,10.5,1.499063773173266,0.12510241662325358,0.609375,0.2771720419167714,0.6419353911793356,2.198544253546978,0.46239048764708507
6022,647,36,0.3649390637874603,0.06365963816642761,0.27542799711227417,0.0006917317708333334,0.0,0.010853810197069077,0.0003080303827938205,0.007822399248665403,0.01549411212283646,0.010796228353788895,5.812781755731497,0.20142331137588046,0.07692313276452177,12.999990562802672,10.0,0.08973790678421867,0.06275611920561519,0.39190062531317904,5.812781755731497,7.0,16.0,1.2550998818335763,0.1480353978711868,0.7552083333333334,0.2926519120073582,0.9997449905160488,2.5805685947964867,0.5929364902593167
6022,675,37,0.30387571454048157,0.10273558646440506,0.45053207222372293,0.022786458333333332,0.0,0.008174904075012509,0.00018139479601159266,0.006505638424520011,0.01284397576543946,0.007125483680054175,11.730322283229077,0.20812775572544395,0.06171197935936453,16.204309282914846,5.0,0.11685079819591632,0.08358421999092461,0.36335755604637804,11.730322283229077,5.0,76.0,0.8916339405489973,0.15725733726320112,0.6614583333333334,0.34298921493612594,0.7652807539201628,1.9285105902135005,0.6505662487483764
6022,684,38,0.19951732456684113,0.08091693371534348,0.2836732332478276,0.07169596354166667,0.0,0.011423667181667688,0.00039115093958548217,0.009584582497980523,0.018777192970572756,0.009532213525208,8.38809172101622,0.2525556205026283,0.07434874319250141,13.450126485807994,13.0,0.1897471170508903,0.07995708135375607,0.46203443911177616,8.38809172101622,11.0,9.0,1.6646373562696222,0.173431968188254,0.9114583333333334,0.2104995933925222,0.9694585181387385,4.329976693274278,0.7166340879055535
6022,706,39,0.2542409598827362,0.06847488880157471,0.32351320795714855,0.020955403645833332,0.0,0.011458533487469951,0.00039982192902714977,0.010338581352075634,0.020795616016160347,0.009450097041356784,13.369104735835334,0.17149803820695195,0.12125862332644084,8.246836163626035,11.0,0.16503214507653802,0.12633933710970646,0.6396934900604136,13.369104735835334,6.0,10.0,1.6612528078863689,0.2112581625751785,0.859375,0.36522259235701066,0.7599744397833191,2.353017085974648,1.0133960724250541
6022,714,40,0.259339302778244,0.06509799510240555,0.2804526455700395,0.0157470703125,0.0,0.01264793162033539,0.0005828076564357694,0.011041174235972468,0.020387658697666674,0.010767336700770621,10.336428554661124,0.1840455402008212,0.11077507596989686,9.0273014145506,13.0,0.13334104709112277,0.11129580653149614,0.6335615733670894,10.336428554661124,13.0,8.0,2.0943951023931953,0.19113706301953476,0.90625,0.3506712280592884,0.7926573605080048,2.5843295014975656,0.9375082068533223
6022,729,41,0.13099224865436554,0.055089280009269714,0.20376222431659688,0.10009765625,0.0,0.013614811267002204,0.0006474441845595541,0.011430021860258922,0.021529232339669753,0.013410483844753693,9.899431318515388,0.23109574485366538,0.09316152641972057,10.734044819045799,18.0,0.16333158662486824,0.13275616376919935,0.7364496678093058,9.899431318515388,12.0,6.5,1.763065466400145,0.19041314122182612,0.9375,0.29296585646719236,0.9394523649602696,3.2000316054065006,0.9266367552016578
6022,757,42,0.2625219225883484,0.06255009770393372,0.27386617958545545,0.0111083984375,0.0,0.012900683647975022,0.0005111906924705261,0.009325113330180854,0.01830179276483496,0.01154381903683796,8.497414460386718,0.18416468791532972,0.09937731805159773,10.062658357119172,11.0,0.11183787174028825,0.09809261481171436,0.6999081764751521,8.497414460386718,8.0,45.5,0.7951933300910714,0.24638350532612116,0.8854166666666666,0.296815525251755,0.8716467523015857,2.983053753389982,0.9034724913607337
6022,793,43,0.24181817471981049,0.05493583157658577,0.2018898919224738,0.013468424479166666,0.0,0.011373168255723558,0.0005480450279344569,0.008807704117202619,0.014817487541994273,0.01208987682404985,4.244357890766096,0.2220160244744994,0.06674062188558916,14.983378514426505,13.0,0.057966317045835214,0.05131376409654613,0.371606910362829,4.244357890766096,10.0,5.5,2.2058599281304367,0.1326944128580297,0.9114583333333334,0.21822104263050698,0.9948146678449862,4.176766467368683,0.5048287131978311
6028,7,44,0.2779887914657593,0.05171812325716019,0.3267677173018449,0.004801432291666667,0.0,0.010706524699113004,0.00030945283251175814,0.01027744166939589,0.022996796837478937,0.008638576283712307,25.328293747499877,0.11090039314380752,0.20736443023838855,4.822427833213191,11.0,0.29874183340375604,0.21880039767405116,1.256192703510066,25.328293747499877,11.0,20.0,1.200159547706528,0.37409248613441004,0.6666666666666666,0.21845233215289142,0.932721590817483,3.051771798893302,1.4726014360230324
6028,21,45,0.2671090066432953,0.04772483929991722,0.3432721994817243,0.0028483072916666665,0.0,0.010582656347432549,0.00034887844440215896,0.01165782200121014,0.026489598412334798,0.008824874483436008,28.725224316154925,0.09455516975003182,0.28014965741548875,3.5695206955648864,9.0,0.45788142481678207,0.25349649909861116,1.2030430253165618,28.725224316154925,8.0,36.5,1.0164435982622209,0.32534313297943757,0.8229166666666666,0.17989495874135983,0.9897926073780942,4.574428724541401,1.5793728497671708
6028,34,46,0.21804706752300262,0.04657549411058426,0.24939540699124285,0.008219401041666666,0.0,0.011504882987256994,0.00038981207913801555,0.009958708828065106,0.021112210219480624,0.010541108774359266,10.990852262059306,0.13957095284388063,0.15126507191719205,6.610911476956399,12.0,0.16616605297171738,0.11585576921727975,0.7294601698905836,10.990852262059306,9.0,24.0,1.0710790804616994,0.22662036555251255,0.71875,0.21597614291585718,0.8573504639607333,3.327913862597408,1.0507161596498173
6028,49,47,0.14488272368907928,0.046566516160964966,0.2140753651969132,0.06302897135416667,0.0,0.011952247486337395,0.0004602696579502624,0.01024475998366485,0.02152622406633377,0.010825000653790794,13.633609872096848,0.17745198969135392,0.12130731305844919,8.243526089133411,11.0,0.1874795541091394,0.147583835778977,1.03147972522242,13.633609872096848,11.0,30.0,1.0365281423822896,0.2677615266070941,0.5,0.10009418182402342,0.9995572591020916,4.995295339733682,1.108656905904398
6028,64,48,0.2560483515262604,0.06000295653939247,0.3901561483740791,0.009724934895833334,0.0,0.009580973380714836,0.00021772068258688374,0.008391471788568694,0.020048281735606962,0.00741127219764045,23.589393442936338,0.11513477143441762,0.17412881865168547,5.742874773648621,10.0,0.25381154012258866,0.174827415782836,0.9128386124068424,23.589393442936338,10.0,18.5,1.2044018986615903,0.33060706195791684,0.5833333333333334,0.22458185972769482,0.9654405767757672,2.597419640395819,1.3069826499317196
6028,82,49,0.2646147906780243,0.05604422464966774,0.37680341750383195,0.0084228515625,0.0,0.009862740359719074,0.0002756586856447568,0.010692218851123623,0.02464724567878879,0.007003380475653515,32.009014239651144,0.10654455129988787,0.23133276529003255,4.322777185264932,6.0,0.4689901516688164,0.22417130537088814,1.0126099825005765,32.009014239651144,8.0,35.0,1.1120572703368325,0.30202991104641114,0.5364583333333334,0.2111182674511197,0.9999997870340188,2.541032283990014,1.4652158714280055
6028,108,50,0.2475537657737732,0.07018934190273285,0.32143722064793073,0.012491861979166666,0.0,0.011435086252724278,0.00030179456925940776,0.008900595176477854,0.018949389053544954,0.008785777420006306,18.756859460698504,0.18156281197358926,0.10436822853515508,9.581459933117127,13.0,0.2068791349528667,0.16479359232003657,0.8620854312465737,18.756859460698504,14.0,11.5,1.3820702078366316,0.2942126943075727,0.9427083333333334,0.200308693561578,0.9999423397224286,4.7062776785747955,1.14640327228434
6028,131,51,0.3115101754665375,0.08024637401103973,0.46721225827932256,0.004109700520833333,0.0,0.009391347998775763,0.0001649264891409358,0.007655057386279034,0.018161686541605656,0.006628590083009879,17.547100091679997,0.13520168479400319,0.13433032709079976,7.444335331098063,10.0,0.1612653294243247,0.11631253365329176,0.7083158215734173,17.547100091679997,10.0,26.5,1.1884866178075897,0.2543362521273493,0.9375,0.26238836912104163,0.9783487943071076,3.5729480050524822,1.1391310093977212
6028,154,52,0.4032393991947174,0.049353305250406265,0.27388834953307983,0.0013427734375,0.0,0.011986645506696822,0.00047497833003198485,0.010585989004859802,0.023541181661513307,0.009583731063005415,23.036881588253888,0.11834971877044013,0.19891202029111302,5.027348264506456,9.0,0.2990197026142648,0.2207792776721263,1.3140258570678882,23.036881588253888,8.0,43.5,1.055461423288135,0.34637961795247946,0.7135416666666666,0.28177997905674956,0.9035904229190012,2.5322653123022687,1.4542663264145768
6028,155,53,0.40028616786003113,0.049455735832452774,0.2591128230094901,0.0013427734375,0.0,0.012016003399181649,0.0005299406899684229,0.010756181706606773,0.022847346253134865,0.010243490148663287,21.78534877348494,0.1292347949295177,0.17678943403435113,5.6564466392584,9.0,0.29637165794688114,0.22315800554638682,1.2911655936180368,21.78534877348494,9.0,47.0,1.0982123966043793,0.3298592892142332,0.71875,0.27818167251011466,0.9075876617921778,2.583743183059144,1.403639106391321
6028,174,54,0.2578706741333008,0.03668645769357681,0.21807490438221966,0.0020345052083333335,0.0,0.009851424635562442,0.0005012382440307024,0.009062977376094097,0.0172761006570411,0.009534560903823467,14.947704187600365,0.12673523556222271,0.13631647568571503,7.335870407224683,7.0,0.21765294533946689,0.14251979594901276,0.7172894868221111,14.947704187600365,9.0,37.0,1.1741605384881053,0.23932589837059984,0.6197916666666666,0.2777515909389767,0.74401337949726,2.231460365614387,1.0721440239238487
6028,199,55,0.2632776200771332,0.040463194251060486,0.25659891515970207,0.0022786458333333335,0.0,0.011037939005615643,0.0005185131716302243,0.011809104716691027,0.023366014488549632,0.009484088867225687,27.783709521541272,0.1245399971384003,0.18761855649139905,5.329963190745702,10.0,0.30360542838068694,0.2635031701634819,1.6660061853023878,27.783709521541272,10.0,33.5,1.0553712875034975,0.40636906433179976,0.7708333333333334,0.2480994653895137,0.8179992516709315,3.1069528187944004,1.5614809728191275
6028,242,56,0.19951756298542023,0.024089068174362183,0.14581116735935068,0.0022786458333333335,0.0,0.012696957933428524,0.0010588334824608036,0.01310393997145569,0.023069716070918313,0.01233939830920902,19.859203316066672,0.1200732973807696,0.19213027853945697,5.20480169810733,11.0,0.31488311868966584,0.24505061982051124,1.4253890388449237,19.859203316066672,10.0,33.5,1.0985953581374925,0.33397644872207033,0.7083333333333334,0.27190297721064477,0.908164648981614,2.605095908106161,1.4332220664198057
