method,n,median_absolute_frame_error,median_periodic_phase_error,median_nearest_vertex_error,p90_nearest_vertex_error,median_pattern_ncc,median_pattern_ssim,median_gradient_ncc,median_clarity_ratio,direction_consistency_rate
quality_only,27,161.0,9.0,2.0,15.400000000000002,0.5068769531943226,0.3484902801467796,0.20394935900765201,1.1730558211250657,0.0
vertex_clarity,27,113.0,5.0,2.0,15.400000000000002,0.5116520503569562,0.3484902801467796,0.23289900499150598,1.0550871547854397,0.5925925925925926
physics_vertex,27,73.0,3.0,2.0,15.400000000000002,0.6526863233613209,0.4325764103278666,0.3235318347766498,1.0347797147728919,0.9259259259259259
front_visibility,27,73.0,5.0,2.0,15.400000000000002,0.6021726900652165,0.4211347619684622,0.2852310776838151,1.0347797147728919,0.8888888888888888
compact_physics,27,101.0,5.0,2.0,14.0,0.564067915304897,0.3748809655301872,0.24251446243804084,1.038828569106566,0.7777777777777778
compact_visibility,27,76.0,4.0,2.0,14.0,0.5678069343606553,0.37875532577302873,0.25611790219284836,1.0286800252595938,0.8888888888888888
