target,growth_group_count,mae_nm,median_absolute_error_nm,rmse_nm,pearson_r,pearson_p,spearman_rho,spearman_p,confidence_vs_absolute_error_spearman,confidence_vs_absolute_error_p,aurc_nm,risk_at_25pct_coverage_nm,risk_at_50pct_coverage_nm,risk_at_75pct_coverage_nm,interval_coverage
Rq_nm,23,1.090286533841713,0.6765132935909435,1.5182386636793965,0.7456703213452184,4.429458680555968e-05,0.599802371541502,0.0024841109463468844,-0.6167531693103068,0.0017216782096251477,0.6576799220468541,0.5129473815130094,0.5127100587168011,0.7411128661124031,0.8695652173913043
FSMI_nm,23,0.9795391922014263,0.6936742208370523,1.390436049042099,0.7259637873934927,8.808722639548413e-05,0.5800395256916997,0.0037163658757959064,-0.6019273719711167,0.002375150123735429,0.5841509025113298,0.42912347160924513,0.4806257741092593,0.6541954098503828,0.8695652173913043
