target,confidence_method,confidence_vs_absolute_error_spearman,p_value,aurc_nm,risk_at_50pct_coverage_nm
Rq_nm,old_density_amplitude_risk,-0.21728102214146872,0.27629804713364753,1.0159518836650272,1.028704950974196
Rq_nm,tta_variance_only,-0.39072039072039066,0.04389591593953631,1.2194180243076245,0.9491889653736212
Rq_nm,m15a_tta_centrality_only,-0.07129764325030095,0.7237935778960085,1.2576807593440722,1.1307609474067
Rq_nm,rotation_period_only,-0.0715159458605375,0.7229805676619044,1.1192554951146034,1.2000121770050818
Rq_nm,m15b_angular_coverage_x_tta,-0.13646771644264885,0.49730309873974843,1.1125327927124569,1.1495503063881922
Rq_nm,m15b_final_with_conflict_veto,-0.530911317435719,0.004382303459715003,0.9460239306981647,0.8722649703904911
FSMI_nm,old_density_amplitude_risk,-0.17922615385680468,0.3710582821924398,1.0307977753733701,0.8673938017363109
FSMI_nm,tta_variance_only,-0.3266178266178266,0.09635041042618447,1.1259732261702529,1.077694846447605
FSMI_nm,m15a_tta_centrality_only,-0.13610114281129856,0.49847016150988854,1.0312227641560734,0.9702816751416139
FSMI_nm,rotation_period_only,-0.11216389799494556,0.5775239799770399,0.9818815214954753,0.9958839414803681
FSMI_nm,m15b_angular_coverage_x_tta,-0.23026418662710849,0.2478934783004187,0.9362619533623948,0.9389487337397665
FSMI_nm,m15b_final_with_conflict_veto,-0.48213742705611273,0.010872844372743617,0.8587442805925045,0.7755790783918634
