target,growth_group_count,mae_nm,median_absolute_error_nm,rmse_nm,pearson_r,pearson_p,spearman_rho,spearman_p,confidence_vs_absolute_error_spearman,confidence_vs_absolute_error_p,aurc_nm,risk_at_25pct_coverage_nm,risk_at_50pct_coverage_nm,risk_at_75pct_coverage_nm,interval_coverage
Rq_nm,27,1.2804793093742703,0.9917753964943996,1.6065457164278039,0.685437074633742,7.966182517701066e-05,0.553113553113553,0.0027678147583371,-0.530911317435719,0.004382303459715003,0.9460239306981647,0.9304193593011922,0.8722649703904911,1.039462846273079,0.8888888888888888
FSMI_nm,27,1.1262497800168667,0.8486075120171712,1.447721515900082,0.6748175206428018,0.00011299193066713884,0.583028083028083,0.0014147195371195067,-0.48213742705611273,0.010872844372743617,0.8587442805925045,0.8450481666478952,0.7755790783918634,0.9500215169008482,0.8888888888888888
