method,growth_group_count,median_true_fsmi_nm,mean_true_fsmi_nm,median_generated_sq_nm,mean_generated_sq_nm,median_generated_sa_nm,mean_generated_sa_nm,median_generated_analysis_scale_nm,mean_generated_analysis_scale_nm,median_generated_height_increment_rms_31nm,mean_generated_height_increment_rms_31nm,median_generated_scale_dependent_rms_slope_31nm,mean_generated_scale_dependent_rms_slope_31nm,median_generated_curvature_relief_31nm,mean_generated_curvature_relief_31nm,median_generated_scale_dependent_rms_curvature_31nm_inv,mean_generated_scale_dependent_rms_curvature_31nm_inv,median_generated_sdq_31nm,mean_generated_sdq_31nm,median_generated_sdr_31nm_percent,mean_generated_sdr_31nm_percent,median_generated_bearing_core_span_p90_p10_nm,mean_generated_bearing_core_span_p90_p10_nm,median_generated_bearing_peak_span_p99_p90_nm,mean_generated_bearing_peak_span_p99_p90_nm,median_generated_bearing_valley_span_p10_p01_nm,mean_generated_bearing_valley_span_p10_p01_nm,median_generated_bearing_core_equivalent_nm,mean_generated_bearing_core_equivalent_nm,median_generated_island_prominence_nm,mean_generated_island_prominence_nm,median_generated_island_median_area_nm2,mean_generated_island_median_area_nm2,median_generated_island_count_per_um2,mean_generated_island_count_per_um2,median_generated_island_boundary_contrast,mean_generated_island_boundary_contrast,median_generated_functional_surface_morphology_index_nm,mean_generated_functional_surface_morphology_index_nm,median_fsmi_absolute_error_nm,mean_fsmi_absolute_error_nm
M10_dense_island_spectral_pareto,28,1.8438293112241357,2.500715163674168,2.4125613518112115,2.840839923450845,1.9049477403949384,2.2553668544724226,31.496062992125985,31.496062992125985,2.111774826410082,2.4133914784215293,0.0670488507385201,0.07662517943988355,1.5217357653572288,1.7070307236984024,0.0030680095199308423,0.0034415873178164406,0.0656836968426521,0.07656486184703723,0.2151961808422469,0.4165587424728125,6.143731963363765,7.260414649821028,2.4375714871049228,2.946540836460227,2.4457730795579464,3.074188776971673,1.5359329908409411,1.815103662455257,1.779387151328097,2.1691122378790477,2139.004278008556,2392.5404993667134,18.5,18.625,1.2702208314682166,1.2734743822069734,1.9130820902660517,2.230271972820525,0.7410611646903371,0.9745987249494964
M16b_regime_adaptive_microisland_terrace,28,1.8438293112241357,2.500715163674168,2.412562279226094,2.8408409553699014,1.9862234304811701,2.350966564769901,31.496062992125985,31.496062992125985,2.0323167041055554,2.3922326512316654,0.06452605535535139,0.07595338667660537,1.4178203047358473,1.6715296172449996,0.0028585029618855597,0.0033700126495680746,0.06512694980849294,0.07677241237994528,0.2115815594146286,0.4152910310614562,6.362643887330901,7.460566529885043,1.966091979446655,2.421609279263746,1.8124519030897623,2.1922399549858116,1.5906609718327251,1.8651416324712609,2.202757979005609,2.666008066058937,2697.005394010788,2716.9340052965827,16.5,18.946428571428573,1.492348984372476,1.4607907701104579,1.9703159479715286,2.332418322340998,0.714241369550674,0.9554374970792343
