alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
3.0,0.4956305405077386,0.7239724846057811,0.45132734485541026
1.0,0.5019565534647424,0.7301612799295953,0.625724634043007
10.0,0.5256228526261636,0.7751162688340874,0.29150101756272734
0.3,0.5312266971986385,0.7739803095496064,0.7934059727797181
30.0,0.5717761620730171,0.8401757440564918,0.16382112539967633
