variant,split,row_count,descriptor_mse,descriptor_mae,descriptor_rmse,descriptor_r2,descriptor_spearman,prototype_accuracy,prototype_macro_f1,beats_mean_condition_mse
label_100_temporal_mae_init,val,5,1.0838803052902222,0.7676649689674377,1.0410957234040596,-0.31125199794769287,-0.19999999999999998,0.6,0.1875,True
