target,method,coverage,retained_growth_group_count,mae,median_absolute_error,pearson_r,retained_growth_run_ids
FSMI_nm,M14e_multiview_curated20_r3d80,0.7391304347826086,17,1.3378206410117792,1.0913191244622027,0.41789401298157514,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6080;6095
FSMI_nm,M14e_multiview_curated20_r3d80,0.6086956521739131,14,1.0196049045761992,1.0246611343001553,-0.06731369490609798,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082
FSMI_nm,M14e_multiview_curated20_r3d80,0.5217391304347826,12,1.0093608362531281,1.0246611343001553,0.000937685840803365,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101
FSMI_nm,M14f_multiview_curated40_r3d60,1.0,23,1.4234959637160929,1.230475462483533,0.4229573891633433,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6080;6085;6072;6094;6090;6099;6022
FSMI_nm,M14f_multiview_curated40_r3d60,0.9130434782608695,21,1.2448585501334186,1.084730915884418,0.34509576316895224,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6080;6085;6072;6094;6090
FSMI_nm,M14f_multiview_curated40_r3d60,0.8260869565217391,19,1.223172048985402,1.084730915884418,0.454097305683965,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6080;6085;6072
FSMI_nm,M14f_multiview_curated40_r3d60,0.7391304347826086,17,1.2481242972370508,1.084730915884418,0.5094287365446656,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6080
FSMI_nm,M14f_multiview_curated40_r3d60,0.6086956521739131,14,0.8993173845162072,0.8159055355722737,0.22312386589944805,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082
FSMI_nm,M14f_multiview_curated40_r3d60,0.5217391304347826,12,0.9035869225823253,0.8159055355722737,0.2715562617194469,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101
FSMI_nm,M14g_multiview_curated60_r3d40,1.0,23,1.42235568062552,1.0781581882494402,0.3695676115611605,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6085;6080;6072;6094;6099;6090;6022
