trial_id,sample_id,track,method,source_sample_ids,source_scan_ids,source_afm_paths,source_contributions,heldout_source_contribution,largest_single_source_contribution,exact_identity,strict_seed_selection
visual_trial_0025_strict_A4_s0_q50,6062,strict,A4,"[""6048"", ""6070"", ""6084"", ""6072"", ""6078""]","[""N6048_1um_027"", ""N69_Edg_002"", ""N6084_1um_006"", ""6072_500_nm_004"", ""N78_Ctr_000""]","[""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy""]","{""6048"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6063,strict,A4,"[""6047"", ""6080"", ""6028"", ""6072"", ""6029""]","[""N6047_1um_008"", ""N80_Ctr_000"", ""N6028_1um_003"", ""6072_500_nm_004"", ""N6029_1um_008""]","[""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy"", ""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy""]","{""6047"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6070,strict,A4,"[""6085"", ""6048"", ""6084"", ""6090"", ""6029""]","[""N6085_1um_000"", ""N6048_1um_027"", ""N6084_1um_006"", ""N6090_1um_001"", ""N6029_1um_008""]","[""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy""]","{""6085"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6072,strict,A4,"[""6090"", ""6029"", ""6082"", ""6084"", ""6085""]","[""N6090_1um_001"", ""N6029_1um_008"", ""N6082_1um_001"", ""N6084_1um_006"", ""N6085_1um_000""]","[""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy""]","{""6090"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6078,strict,A4,"[""6033"", ""6084"", ""6056"", ""6082"", ""6085""]","[""N6033_1um_016"", ""N6084_1um_006"", ""GdSb_N6056_ctr_013"", ""N6082_1um_001"", ""N6085_1um_000""]","[""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy""]","{""6033"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6080,strict,A4,"[""6072"", ""6029"", ""6084"", ""6048"", ""6070""]","[""6072_500_nm_004"", ""N6029_1um_008"", ""N6084_1um_006"", ""N6048_1um_027"", ""N69_Edg_002""]","[""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy""]","{""6072"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6081,strict,A4,"[""6078"", ""6056"", ""6094"", ""6062"", ""6033""]","[""N78_Ctr_000"", ""GdSb_N6056_ctr_013"", ""N6094_150nm_002"", ""N62_Ctr_001"", ""N6033_1um_016""]","[""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6062/N62_Ctr_001/N62_Ctr_001_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy""]","{""6078"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6082,strict,A4,"[""6090"", ""6029"", ""6063"", ""6085"", ""6028""]","[""N6090_1um_001"", ""N6029_1um_008"", ""N63_Ctr_002"", ""N6085_1um_000"", ""N6028_1um_003""]","[""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy""]","{""6090"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6084,strict,A4,"[""6029"", ""6047"", ""6080"", ""6070"", ""6090""]","[""N6029_1um_008"", ""N6047_1um_008"", ""N80_Ctr_000"", ""N69_Edg_002"", ""N6090_1um_001""]","[""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy""]","{""6029"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6085,strict,A4,"[""6056"", ""6070"", ""6078"", ""6033"", ""6072""]","[""GdSb_N6056_ctr_013"", ""N69_Edg_002"", ""N78_Ctr_000"", ""N6033_1um_016"", ""6072_500_nm_004""]","[""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy""]","{""6056"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6090,strict,A4,"[""6084"", ""6029"", ""6082"", ""6033"", ""6048""]","[""N6084_1um_006"", ""N6029_1um_008"", ""N6082_1um_001"", ""N6033_1um_016"", ""N6048_1um_027""]","[""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy""]","{""6084"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6094,strict,A4,"[""6081"", ""6085"", ""6090"", ""6033"", ""6057""]","[""N81_Ctr_000"", ""N6085_1um_000"", ""N6090_1um_001"", ""N6033_1um_016"", ""GdSb_N6057_edge_014""]","[""data/afm_second_order/6081/N81_Ctr_000/N81_Ctr_000_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_height.npy""]","{""6081"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6095,strict,A4,"[""6085"", ""6090"", ""6033"", ""6063"", ""6047""]","[""N6085_1um_000"", ""N6090_1um_001"", ""N6033_1um_016"", ""N63_Ctr_002"", ""N6047_1um_008""]","[""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy""]","{""6085"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6099,strict,A4,"[""6094"", ""6062"", ""6078"", ""6056"", ""6033""]","[""N6094_150nm_002"", ""N62_Ctr_001"", ""N78_Ctr_000"", ""GdSb_N6056_ctr_013"", ""N6033_1um_016""]","[""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6062/N62_Ctr_001/N62_Ctr_001_height.npy"", ""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy""]","{""6094"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0025_strict_A4_s0_q50,6101,strict,A4,"[""6072"", ""6048"", ""6084"", ""6070"", ""6062""]","[""6072_500_nm_004"", ""N6048_1um_027"", ""N6084_1um_006"", ""N69_Edg_002"", ""N62_Ctr_001""]","[""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6062/N62_Ctr_001/N62_Ctr_001_height.npy""]","{""6072"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6022,strict,A4,"[""6101"", ""6028"", ""6048"", ""6085"", ""6029""]","[""N6101_1um_003"", ""N6028_1um_003"", ""N6048_1um_027"", ""N6085_1um_000"", ""N6029_1um_008""]","[""data/afm_second_order/6101/N6101_1um_003/N6101_1um_003_height.npy"", ""data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy""]","{""6101"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6028,strict,A4,"[""6047"", ""6080"", ""6063"", ""6029"", ""6070""]","[""N6047_1um_008"", ""N80_Ctr_000"", ""N63_Ctr_002"", ""N6029_1um_008"", ""N69_Edg_002""]","[""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy""]","{""6047"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6029,strict,A4,"[""6072"", ""6080"", ""6047"", ""6028"", ""6062""]","[""6072_500_nm_004"", ""N80_Ctr_000"", ""N6047_1um_008"", ""N6028_1um_003"", ""N62_Ctr_001""]","[""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy"", ""data/afm_second_order/6062/N62_Ctr_001/N62_Ctr_001_height.npy""]","{""6072"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6033,strict,A4,"[""6078"", ""6094"", ""6056"", ""6062"", ""6057""]","[""N78_Ctr_000"", ""N6094_150nm_002"", ""GdSb_N6056_ctr_013"", ""N62_Ctr_001"", ""GdSb_N6057_edge_014""]","[""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6062/N62_Ctr_001/N62_Ctr_001_height.npy"", ""data/afm_second_order/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_height.npy""]","{""6078"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6047,strict,A4,"[""6072"", ""6070"", ""6080"", ""6029"", ""6028""]","[""6072_500_nm_004"", ""N69_Edg_002"", ""N80_Ctr_000"", ""N6029_1um_008"", ""N6028_1um_003""]","[""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy""]","{""6072"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6048,strict,A4,"[""6085"", ""6084"", ""6070"", ""6090"", ""6029""]","[""N6085_1um_000"", ""N6084_1um_006"", ""N69_Edg_002"", ""N6090_1um_001"", ""N6029_1um_008""]","[""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy""]","{""6085"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6056,strict,A4,"[""6033"", ""6085"", ""6084"", ""6070"", ""6094""]","[""N6033_1um_016"", ""N6085_1um_000"", ""N6084_1um_006"", ""N69_Edg_002"", ""N6094_150nm_002""]","[""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy""]","{""6033"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6057,strict,A4,"[""6090"", ""6033"", ""6082"", ""6085"", ""6094""]","[""N6090_1um_001"", ""N6033_1um_016"", ""N6082_1um_001"", ""N6085_1um_000"", ""N6094_150nm_002""]","[""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy""]","{""6090"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6062,strict,A4,"[""6048"", ""6070"", ""6084"", ""6072"", ""6078""]","[""N6048_1um_027"", ""N69_Edg_002"", ""N6084_1um_006"", ""6072_500_nm_004"", ""N78_Ctr_000""]","[""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy""]","{""6048"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6063,strict,A4,"[""6047"", ""6080"", ""6028"", ""6072"", ""6029""]","[""N6047_1um_008"", ""N80_Ctr_000"", ""N6028_1um_003"", ""6072_500_nm_004"", ""N6029_1um_008""]","[""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy"", ""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy""]","{""6047"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6070,strict,A4,"[""6085"", ""6048"", ""6084"", ""6090"", ""6029""]","[""N6085_1um_000"", ""N6048_1um_027"", ""N6084_1um_006"", ""N6090_1um_001"", ""N6029_1um_008""]","[""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy""]","{""6085"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6072,strict,A4,"[""6090"", ""6029"", ""6082"", ""6084"", ""6085""]","[""N6090_1um_001"", ""N6029_1um_008"", ""N6082_1um_001"", ""N6084_1um_006"", ""N6085_1um_000""]","[""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy""]","{""6090"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6078,strict,A4,"[""6033"", ""6084"", ""6056"", ""6082"", ""6085""]","[""N6033_1um_016"", ""N6084_1um_006"", ""GdSb_N6056_ctr_013"", ""N6082_1um_001"", ""N6085_1um_000""]","[""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy""]","{""6033"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6080,strict,A4,"[""6072"", ""6029"", ""6084"", ""6048"", ""6070""]","[""6072_500_nm_004"", ""N6029_1um_008"", ""N6084_1um_006"", ""N6048_1um_027"", ""N69_Edg_002""]","[""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy""]","{""6072"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6081,strict,A4,"[""6078"", ""6056"", ""6094"", ""6062"", ""6033""]","[""N78_Ctr_000"", ""GdSb_N6056_ctr_013"", ""N6094_150nm_002"", ""N62_Ctr_001"", ""N6033_1um_016""]","[""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6062/N62_Ctr_001/N62_Ctr_001_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy""]","{""6078"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6082,strict,A4,"[""6090"", ""6029"", ""6063"", ""6085"", ""6028""]","[""N6090_1um_001"", ""N6029_1um_008"", ""N63_Ctr_002"", ""N6085_1um_000"", ""N6028_1um_003""]","[""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy""]","{""6090"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6084,strict,A4,"[""6029"", ""6047"", ""6080"", ""6070"", ""6090""]","[""N6029_1um_008"", ""N6047_1um_008"", ""N80_Ctr_000"", ""N69_Edg_002"", ""N6090_1um_001""]","[""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy""]","{""6029"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6085,strict,A4,"[""6056"", ""6070"", ""6078"", ""6033"", ""6072""]","[""GdSb_N6056_ctr_013"", ""N69_Edg_002"", ""N78_Ctr_000"", ""N6033_1um_016"", ""6072_500_nm_004""]","[""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy""]","{""6056"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6090,strict,A4,"[""6084"", ""6029"", ""6082"", ""6033"", ""6048""]","[""N6084_1um_006"", ""N6029_1um_008"", ""N6082_1um_001"", ""N6033_1um_016"", ""N6048_1um_027""]","[""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy""]","{""6084"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6094,strict,A4,"[""6081"", ""6085"", ""6090"", ""6033"", ""6057""]","[""N81_Ctr_000"", ""N6085_1um_000"", ""N6090_1um_001"", ""N6033_1um_016"", ""GdSb_N6057_edge_014""]","[""data/afm_second_order/6081/N81_Ctr_000/N81_Ctr_000_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_height.npy""]","{""6081"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6095,strict,A4,"[""6085"", ""6090"", ""6033"", ""6063"", ""6047""]","[""N6085_1um_000"", ""N6090_1um_001"", ""N6033_1um_016"", ""N63_Ctr_002"", ""N6047_1um_008""]","[""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy""]","{""6085"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0026_strict_A4_s1_q50,6099,strict,A4,"[""6094"", ""6062"", ""6078"", ""6056"", ""6033""]","[""N6094_150nm_002"", ""N62_Ctr_001"", ""N78_Ctr_000"", ""GdSb_N6056_ctr_013"", ""N6033_1um_016""]","[""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6062/N62_Ctr_001/N62_Ctr_001_height.npy"", ""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy""]","{""6094"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
