trial_id,sample_id,track,method,source_sample_ids,source_scan_ids,source_afm_paths,source_contributions,heldout_source_contribution,largest_single_source_contribution,exact_identity,strict_seed_selection
visual_trial_0105_oracle_A4_s2_q50,6101,oracle,A4,"[""6048"", ""6084"", ""6085"", ""6082"", ""6022""]","[""N6048_1um_027"", ""N6084_1um_006"", ""N6085_1um_000"", ""N6082_1um_001"", ""N6022_Ctr_000""]","[""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6022/N6022_Ctr_000/N6022_Ctr_000_height.npy""]","{""6048"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6022,oracle,A5,"[""6048"", ""6029"", ""6085"", ""6082"", ""6084""]","[""N6048_1um_027"", ""N6029_1um_008"", ""N6085_1um_000"", ""N6082_1um_001"", ""N6084_1um_006""]","[""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy""]","{""6048"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6028,oracle,A5,"[""6047"", ""6063"", ""6080"", ""6029"", ""6095""]","[""N6047_1um_008"", ""N63_Ctr_002"", ""N80_Ctr_000"", ""N6029_1um_008"", ""N6095_100_nm_001""]","[""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6095/N6095_100_nm_001/N6095_100_nm_001_height.npy""]","{""6047"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6029,oracle,A5,"[""6082"", ""6084"", ""6048"", ""6080"", ""6047""]","[""N6082_1um_001"", ""N6084_1um_006"", ""N6048_1um_027"", ""N80_Ctr_000"", ""N6047_1um_008""]","[""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy""]","{""6082"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6033,oracle,A5,"[""6078"", ""6056"", ""6094"", ""6084"", ""6082""]","[""N78_Ctr_000"", ""GdSb_N6056_ctr_013"", ""N6094_150nm_002"", ""N6084_1um_006"", ""N6082_1um_001""]","[""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy""]","{""6078"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6047,oracle,A5,"[""6028"", ""6063"", ""6029"", ""6070"", ""6080""]","[""N6028_1um_003"", ""N63_Ctr_002"", ""N6029_1um_008"", ""N69_Edg_002"", ""N80_Ctr_000""]","[""data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy""]","{""6028"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6048,oracle,A5,"[""6084"", ""6070"", ""6029"", ""6080"", ""6047""]","[""N6084_1um_006"", ""N69_Edg_002"", ""N6029_1um_008"", ""N80_Ctr_000"", ""N6047_1um_008""]","[""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy""]","{""6084"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6056,oracle,A5,"[""6033"", ""6070"", ""6078"", ""6094"", ""6084""]","[""N6033_1um_016"", ""N69_Edg_002"", ""N78_Ctr_000"", ""N6094_150nm_002"", ""N6084_1um_006""]","[""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy""]","{""6033"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6057,oracle,A5,"[""6047"", ""6094"", ""6033"", ""6063"", ""6090""]","[""N6047_1um_008"", ""N6094_150nm_002"", ""N6033_1um_016"", ""N63_Ctr_002"", ""N6090_1um_001""]","[""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy""]","{""6047"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6062,oracle,A5,"[""6070"", ""6048"", ""6072"", ""6084"", ""6094""]","[""N69_Edg_002"", ""N6048_1um_027"", ""6072_500_nm_004"", ""N6084_1um_006"", ""N6094_150nm_002""]","[""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy""]","{""6070"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6063,oracle,A5,"[""6028"", ""6047"", ""6095"", ""6080"", ""6029""]","[""N6028_1um_003"", ""N6047_1um_008"", ""N6095_100_nm_001"", ""N80_Ctr_000"", ""N6029_1um_008""]","[""data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6095/N6095_100_nm_001/N6095_100_nm_001_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy""]","{""6028"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6070,oracle,A5,"[""6072"", ""6048"", ""6084"", ""6056"", ""6062""]","[""6072_500_nm_004"", ""N6048_1um_027"", ""N6084_1um_006"", ""GdSb_N6056_ctr_013"", ""N62_Ctr_001""]","[""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6062/N62_Ctr_001/N62_Ctr_001_height.npy""]","{""6072"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6072,oracle,A5,"[""6084"", ""6029"", ""6070"", ""6080"", ""6047""]","[""N6084_1um_006"", ""N6029_1um_008"", ""N69_Edg_002"", ""N80_Ctr_000"", ""N6047_1um_008""]","[""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy""]","{""6084"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6078,oracle,A5,"[""6033"", ""6056"", ""6084"", ""6094"", ""6072""]","[""N6033_1um_016"", ""GdSb_N6056_ctr_013"", ""N6084_1um_006"", ""N6094_150nm_002"", ""6072_500_nm_004""]","[""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy""]","{""6033"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6080,oracle,A5,"[""6029"", ""6070"", ""6047"", ""6084"", ""6072""]","[""N6029_1um_008"", ""N69_Edg_002"", ""N6047_1um_008"", ""N6084_1um_006"", ""6072_500_nm_004""]","[""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy""]","{""6029"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6081,oracle,A5,"[""6033"", ""6078"", ""6084"", ""6056"", ""6048""]","[""N6033_1um_016"", ""N78_Ctr_000"", ""N6084_1um_006"", ""GdSb_N6056_ctr_013"", ""N6048_1um_027""]","[""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy""]","{""6033"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6082,oracle,A5,"[""6029"", ""6084"", ""6090"", ""6048"", ""6080""]","[""N6029_1um_008"", ""N6084_1um_006"", ""N6090_1um_001"", ""N6048_1um_027"", ""N80_Ctr_000""]","[""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy""]","{""6029"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6084,oracle,A5,"[""6072"", ""6070"", ""6029"", ""6047"", ""6048""]","[""6072_500_nm_004"", ""N69_Edg_002"", ""N6029_1um_008"", ""N6047_1um_008"", ""N6048_1um_027""]","[""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy""]","{""6072"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6085,oracle,A5,"[""6090"", ""6033"", ""6084"", ""6056"", ""6048""]","[""N6090_1um_001"", ""N6033_1um_016"", ""N6084_1um_006"", ""GdSb_N6056_ctr_013"", ""N6048_1um_027""]","[""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy""]","{""6090"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6090,oracle,A5,"[""6082"", ""6029"", ""6084"", ""6085"", ""6033""]","[""N6082_1um_001"", ""N6029_1um_008"", ""N6084_1um_006"", ""N6085_1um_000"", ""N6033_1um_016""]","[""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy""]","{""6082"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6094,oracle,A5,"[""6033"", ""6078"", ""6084"", ""6056"", ""6048""]","[""N6033_1um_016"", ""N78_Ctr_000"", ""N6084_1um_006"", ""GdSb_N6056_ctr_013"", ""N6048_1um_027""]","[""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy""]","{""6033"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6095,oracle,A5,"[""6047"", ""6094"", ""6063"", ""6099"", ""6056""]","[""N6047_1um_008"", ""N6094_150nm_002"", ""N63_Ctr_002"", ""N6099_1um_003"", ""GdSb_N6056_ctr_013""]","[""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6099/N6099_1um_003/N6099_1um_003_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy""]","{""6047"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6099,oracle,A5,"[""6095"", ""6094"", ""6056"", ""6062"", ""6033""]","[""N6095_100_nm_001"", ""N6094_150nm_002"", ""GdSb_N6056_ctr_013"", ""N62_Ctr_001"", ""N6033_1um_016""]","[""data/afm_second_order/6095/N6095_100_nm_001/N6095_100_nm_001_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6062/N62_Ctr_001/N62_Ctr_001_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy""]","{""6095"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0106_oracle_A5_s0_q50,6101,oracle,A5,"[""6048"", ""6084"", ""6085"", ""6082"", ""6022""]","[""N6048_1um_027"", ""N6084_1um_006"", ""N6085_1um_000"", ""N6082_1um_001"", ""N6022_Ctr_000""]","[""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6022/N6022_Ctr_000/N6022_Ctr_000_height.npy""]","{""6048"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6022,oracle,A5,"[""6048"", ""6029"", ""6085"", ""6082"", ""6084""]","[""N6048_1um_027"", ""N6029_1um_008"", ""N6085_1um_000"", ""N6082_1um_001"", ""N6084_1um_006""]","[""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy""]","{""6048"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6028,oracle,A5,"[""6047"", ""6063"", ""6080"", ""6029"", ""6095""]","[""N6047_1um_008"", ""N63_Ctr_002"", ""N80_Ctr_000"", ""N6029_1um_008"", ""N6095_100_nm_001""]","[""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6095/N6095_100_nm_001/N6095_100_nm_001_height.npy""]","{""6047"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6029,oracle,A5,"[""6082"", ""6084"", ""6048"", ""6080"", ""6047""]","[""N6082_1um_001"", ""N6084_1um_006"", ""N6048_1um_027"", ""N80_Ctr_000"", ""N6047_1um_008""]","[""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy""]","{""6082"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6033,oracle,A5,"[""6078"", ""6056"", ""6094"", ""6084"", ""6082""]","[""N78_Ctr_000"", ""GdSb_N6056_ctr_013"", ""N6094_150nm_002"", ""N6084_1um_006"", ""N6082_1um_001""]","[""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy""]","{""6078"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6047,oracle,A5,"[""6028"", ""6063"", ""6029"", ""6070"", ""6080""]","[""N6028_1um_003"", ""N63_Ctr_002"", ""N6029_1um_008"", ""N69_Edg_002"", ""N80_Ctr_000""]","[""data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy""]","{""6028"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6048,oracle,A5,"[""6084"", ""6070"", ""6029"", ""6080"", ""6047""]","[""N6084_1um_006"", ""N69_Edg_002"", ""N6029_1um_008"", ""N80_Ctr_000"", ""N6047_1um_008""]","[""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy""]","{""6084"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6056,oracle,A5,"[""6033"", ""6070"", ""6078"", ""6094"", ""6084""]","[""N6033_1um_016"", ""N69_Edg_002"", ""N78_Ctr_000"", ""N6094_150nm_002"", ""N6084_1um_006""]","[""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy""]","{""6033"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6057,oracle,A5,"[""6047"", ""6094"", ""6033"", ""6063"", ""6090""]","[""N6047_1um_008"", ""N6094_150nm_002"", ""N6033_1um_016"", ""N63_Ctr_002"", ""N6090_1um_001""]","[""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6063/N63_Ctr_002/N63_Ctr_002_height.npy"", ""data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy""]","{""6047"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6062,oracle,A5,"[""6070"", ""6048"", ""6072"", ""6084"", ""6094""]","[""N69_Edg_002"", ""N6048_1um_027"", ""6072_500_nm_004"", ""N6084_1um_006"", ""N6094_150nm_002""]","[""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy""]","{""6070"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6063,oracle,A5,"[""6028"", ""6047"", ""6095"", ""6080"", ""6029""]","[""N6028_1um_003"", ""N6047_1um_008"", ""N6095_100_nm_001"", ""N80_Ctr_000"", ""N6029_1um_008""]","[""data/afm_second_order/6028/N6028_1um_003/N6028_1um_003_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy"", ""data/afm_second_order/6095/N6095_100_nm_001/N6095_100_nm_001_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy""]","{""6028"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6070,oracle,A5,"[""6072"", ""6048"", ""6084"", ""6056"", ""6062""]","[""6072_500_nm_004"", ""N6048_1um_027"", ""N6084_1um_006"", ""GdSb_N6056_ctr_013"", ""N62_Ctr_001""]","[""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy"", ""data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6062/N62_Ctr_001/N62_Ctr_001_height.npy""]","{""6072"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6072,oracle,A5,"[""6084"", ""6029"", ""6070"", ""6080"", ""6047""]","[""N6084_1um_006"", ""N6029_1um_008"", ""N69_Edg_002"", ""N80_Ctr_000"", ""N6047_1um_008""]","[""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy"", ""data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy"", ""data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy"", ""data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy""]","{""6084"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
visual_trial_0107_oracle_A5_s1_q50,6078,oracle,A5,"[""6033"", ""6056"", ""6084"", ""6094"", ""6072""]","[""N6033_1um_016"", ""GdSb_N6056_ctr_013"", ""N6084_1um_006"", ""N6094_150nm_002"", ""6072_500_nm_004""]","[""data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy"", ""data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy"", ""data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy"", ""data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy"", ""data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy""]","{""6033"": 1.0}",0.0,1.0,False,fixed_seed_grid_no_outer_afm_selection
