method,group_count,median_true_rq_nm,median_generated_rq_nm,median_rq_absolute_error_nm,median_condition_descriptor_mae_z,median_generated_pairwise_l1,median_real_pairwise_l1,median_diversity_ratio,median_unit_l1,median_unit_rmse,median_ssim,median_gradient_mae,median_physical_ra_error_nm,median_physical_robust_height_range_error_nm,median_physical_histogram_wasserstein_nm,median_reconstructed_rq_nm,median_rq_architectural_consistency_error_nm,median_normalized_psd_log_distance,median_psd_low_band_error,median_psd_mid_band_error,median_psd_high_band_error,median_psd_slope_error,median_correlation_length_abs_error_nm,median_correlation_length_relative_error,median_anisotropy_error,median_skewness_error,median_kurtosis_error,median_height_quantile_error,median_ra_rq_error,median_physical_psd_distance,median_physical_correlation_length_error_nm,median_ssim_penalty,median_composite_score,median_nearest_training_l1,median_max_training_ssim,median_exact_training_pixel_equality,median_generated_mean_gradient,median_real_mean_gradient,median_mean_gradient_relative_error,median_generated_rms_gradient,median_real_rms_gradient,median_rms_gradient_relative_error,median_generated_laplacian_rms,median_real_laplacian_rms,median_laplacian_rms_relative_error,median_generated_edge_energy_ratio,median_real_edge_energy_ratio,median_edge_energy_ratio_relative_error,median_generated_wrap_discontinuity_ratio,median_real_wrap_discontinuity_ratio,median_wrap_discontinuity_ratio_relative_error,median_generated_high_psd_fraction,median_real_high_psd_fraction,median_high_psd_fraction_relative_error,median_generated_robust_height_range,median_real_robust_height_range,median_robust_height_range_relative_error,median_generated_skewness,median_real_skewness,median_skewness_relative_error,median_generated_kurtosis,median_real_kurtosis,median_kurtosis_relative_error,median_sharpness_ratio,median_afm_texture_gate_pass,texture_gate_pass_fraction
M10_dense_island_spectral_pareto,1,10.32143783569336,4.6366126467117255,5.684825188981634,1.0482444763183594,1.1384076476097107,1.1467483043670654,0.992726689260763,1.1804581880569458,1.459054946899414,0.035126572310131776,36.00998594375156,0.610128501889875,7.6123461151123095,1.472701240530942,10.321427264258174,1.0571435185013911e-05,0.9507809169680543,0.0014735365636472375,0.0014093111661588698,6.42253974882988e-05,0.1918473761936772,31.496062992125985,0.8,0.11111111111111116,0.2784746640239076,0.6858897232891008,0.2283807911510979,0.05911274302035019,0.9507809169680543,31.496062992125985,0.9648734276898683,7.817975925282379,1.0712239742279053,0.03205475465140642,0.0,0.2373572215437889,0.3451076149940491,0.3122225901973162,0.29710184037685394,0.432731568813324,0.31342693302549257,0.25931236147880554,0.44202888011932373,0.4133587800670279,0.9081905782222748,1.0055991411209106,0.0968661954007414,0.7915906012058258,5.381470680236816,0.8529044106636309,1.4420276539106797e-05,7.82389333064066e-05,0.8156892492049608,4.5198099803924565,3.5367759895324706,0.2779463539023669,-0.08593895478783184,0.1025789451001088,1.8377835695615932,2.714648154997989,1.916316401744115,0.4165970465666739,0.6877774098026838,1.0,1.0
M12a_edge_preserving_terrace,1,10.32143783569336,4.6366126467117255,5.684825188981634,0.6124884486198425,1.1423982977867126,1.1467483043670654,0.9962066596795591,1.1929473876953125,1.4656329154968262,0.0396413208111749,36.174792477625815,0.26199439386479995,3.635084342956546,1.0410761028536015,10.321427547865806,1.0287827553412399e-05,1.119403879019402,0.0014871259562496686,0.001427982853442873,5.914310280659728e-05,0.06714552867975154,31.496062992125985,0.8,0.125,0.05932816000406681,0.2103094236465266,0.16468090165938642,0.025383517435895175,1.119403879019402,31.496062992125985,0.9603586791888251,7.891517662398774,1.057686686515808,0.030108841947983814,0.0,0.2250414341688156,0.3451076149940491,0.3479093929216944,0.30180609226226807,0.432731568813324,0.30255587062920253,0.25137809664011,0.44202888011932373,0.4313084326701649,0.9054961502552032,1.0055991411209106,0.09954562088639579,0.9005729258060455,5.381470680236816,0.832653008941709,1.7793942588970507e-05,7.82389333064066e-05,0.7725692077206087,3.992727900147438,3.5367759895324706,0.1289173846362941,0.12319926329718997,0.1025789451001088,0.20101901201028533,2.2149186293184218,1.916316401744115,0.15582094235718963,0.6520906070783056,1.0,1.0
