alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
3.0,0.4744736883419457,0.6673231780939419,0.6219222522779694
1.0,0.4864775627311867,0.6856447914109925,0.7902460218433127
10.0,0.50141945711661,0.6973188388910446,0.37975996752424956
0.3,0.5165495786287053,0.7210420875508785,0.9085889704589323
30.0,0.5617355884441086,0.7838040595522363,0.17611234990769042
