alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
30.0,0.6069400794010186,0.9294648216422883,0.16659821879403552
10.0,0.6238916519948227,0.930904838116697,0.3432502428873422
3.0,0.6651408059758233,0.9769166983474983,0.5795227974626236
1.0,0.7417723636375274,1.100868728196257,0.9484458602116882
0.3,0.8992442186981706,1.3640212982387157,1.6778298509328584
