alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.35083833312005286,0.3342651653687559,0.3450377244070989
0.1,0.38829083377051227,0.374638957587338,0.3835126771064013
10.0,0.4185362163410815,0.3978180236095182,0.41128484888503436
100.0,0.6252089435997227,0.6151709313167987,0.6216956393006993
