split,method,median_rq_absolute_error_nm,median_condition_descriptor_mae_z,median_psd_log_distance,median_sharpness_ratio,median_composite_error,texture_gate_pass_fraction,median_island_feature_mae_z,median_afm_prior_mahalanobis,median_q70_area_log_error,median_q70_count_log_error,median_fsmi_absolute_error_nm,median_generated_boundary_contrast
strict_15_growth_loo,M10_dense_island_spectral_pareto,0.9809093175012595,0.8304031491279602,0.8019607342245898,0.8290969216302952,7.6552453241087335,1.0,1.4047258096427528,5.354088850140363,0.8281442259761764,0.36544375427139597,1.0255728304762024,1.3312578736983678
strict_15_growth_loo,M12a_edge_preserving_terrace,0.05885101276850602,1.0440030097961426,0.9913627524052919,0.7457274603008475,7.719868057809663,1.0,1.7328156533476413,8.474325195973844,0.7074726850138573,0.4377343686769497,0.1422070218073066,1.5837955084731097
preexisting_validation,M10_dense_island_spectral_pareto,0.8332059922803217,0.7263068556785583,0.9062647029845605,0.8352102412474852,7.908937843688397,1.0,1.560135132419389,7.892825547483292,0.78831366587064,0.37688590118819,0.6591510685154547,1.2717710380488583
preexisting_validation,M12a_edge_preserving_terrace,0.476978963666316,1.1452970504760742,1.3122240066973632,0.7811189794642122,7.791921625530935,1.0,1.5298591643840516,10.23577524860048,0.6516738146674497,0.5148097085905787,0.30369364409078603,1.5789460107349371
