alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.4143702749119239,0.36073316488037566,0.395597286400882
0.1,0.4463170988241299,0.39345647293231517,0.42781587976199476
10.0,0.4840236031544208,0.4312402966172486,0.4655494458664105
100.0,0.6044106850987419,0.6202760263507847,0.6099635545369568
