method,n,median_absolute_frame_error,median_periodic_phase_error,median_nearest_vertex_error,p90_nearest_vertex_error,median_pattern_ncc,median_pattern_ssim,median_gradient_ncc,median_clarity_ratio,direction_consistency_rate
quality_only,27,111.0,8.5,2.0,13.200000000000006,0.5047405766703577,0.35847210332536217,0.20032079046730622,1.1405640068958802,0.0
vertex_clarity,27,107.0,5.0,2.0,13.200000000000006,0.49289907928607835,0.3510682148567648,0.2102947595870307,1.0441006124426098,0.5555555555555556
physics_vertex,27,106.0,5.0,2.0,13.200000000000006,0.6021726900652165,0.43318325718832285,0.27728082709717067,1.0155179784294095,0.8148148148148148
