blend_weight,median_island_feature_mae_z,median_afm_prior_mahalanobis,median_afm_likeness_percentile
0.45,1.7304811780635405,9.040990795914313,6.666666666666667
0.55,1.99030337794838,8.730549865379599,6.666666666666667
0.65,2.385128361454913,9.615717500254771,6.666666666666667
0.75,3.0387187290999798,13.262720526757308,6.666666666666667
