alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
3.0,0.4695828130321928,0.6583070002199708,0.6266897332236254
1.0,0.4777772336969735,0.6745077517507815,0.7809809696178056
10.0,0.49184473747281177,0.6872155112578624,0.3904697024599263
0.3,0.5037458916813752,0.7062844779281229,0.8846060783112706
30.0,0.552718158683136,0.7734669793955173,0.1828227472680887
