alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.3711458830710502,0.34760794994535665,0.36290760647705744
0.1,0.40958366521049633,0.3805900695030549,0.39943590671289186
10.0,0.4237654660245398,0.39819725136279427,0.4148165908929288
100.0,0.6374629480083451,0.6145839944860412,0.6294553142755388
