epoch,train_loss,val_mse
1,1.8803911805152893,1.0404428243637085
2,1.7744370847940445,1.0262330770492554
3,1.8047970235347748,1.0199254751205444
4,1.7218786925077438,1.0222265720367432
5,1.6960557997226715,1.024978756904602
