member_name,coefficient_L2_change,coefficient_relative_L2_change,intercept_change_nm,feature_mean_L2_change,original_training_count,excluded_training_count
model_01_trial_0004,0.5337629267084256,0.6847910272648089,-0.24129374676095994,1.404878155070692,25,23
model_02_trial_0012,0.5337629267084256,0.6847910272648089,-0.24129374676095994,1.404878155070692,25,23
model_03_trial_0006,0.5514935859033081,0.6675127895692625,-0.2661689117043258,1.404878155070692,25,23
model_04_trial_0014,0.5514935859033081,0.6675127895692625,-0.2661689117043258,1.404878155070692,25,23
model_05_trial_0028,0.5337629267084256,0.6847910272648089,-0.24129374676095994,1.404878155070692,25,23
