alpha,standardized_mae,log_rq_standardized_mae
100.0,0.9430265376896219,0.7641961029420297
10.0,1.239897474853529,0.9292731006940206
1.0,1.456886813368786,1.1379166086514791
0.1,1.6381352115974384,1.1649693386008342
