target,growth_group_count,mae_nm,median_absolute_error_nm,rmse_nm,pearson_r,pearson_p,spearman_rho,spearman_p,confidence_vs_absolute_error_spearman,confidence_vs_absolute_error_p,aurc_nm,risk_at_25pct_coverage_nm,risk_at_50pct_coverage_nm,risk_at_75pct_coverage_nm,interval_coverage,model,method
Rq_nm,26,2.009327338940647,1.6141647340629486,2.7352563158379897,-0.2566562084691518,0.20563443079830715,-0.31555555555555553,0.11634098707424878,0.01955414593707633,0.9244641137528502,2.738842626537452,2.9048996480791316,2.1678600818149953,2.001895812016952,0.8846153846153846,M14b physics,M14b_rheed_density_weighted
Rq_nm,26,1.6151874915908109,1.1253229279499346,2.3069806371292505,0.12511612984119874,0.5425282391058195,0.12547008547008545,0.5413777509326166,0.0660959873100543,0.748361604528228,1.5560557816975804,1.2751344092806536,1.98674868704492,1.6646668332083148,0.8846153846153846,M14g mixed,M14g_multiview_curated60_r3d40
Rq_nm,26,1.2605478043519898,0.9983698713357817,1.5504202833067224,0.7250937136628887,2.7852728032368116e-05,0.5637606837606838,0.0027054592124674047,-0.14445661494468717,0.4813908330499096,1.0489394561567378,0.997888144455942,1.107758505769308,1.1137240563486952,0.9230769230769231,M14d causal R3D / old confidence,M14d_r3d_causal_temporal
Rq_nm,26,1.2605478043519898,0.9983698713357817,1.5504202833067224,0.7250937136628887,2.7852728032368116e-05,0.5637606837606838,0.0027054592124674047,-0.2478565486589307,0.22215049099523712,1.195317908591989,1.2633313313078216,1.151242922458124,1.1137617441392642,0.8846153846153846,M15a causal R3D / TTA centrality,M15a
Rq_nm,26,1.2605478043519898,0.9983698713357817,1.5504202833067224,0.7250937136628887,2.7852728032368116e-05,0.5637606837606838,0.0027054592124674047,-0.4510944176253524,0.020723870491332654,0.9779825850417888,1.0138830993612398,0.9226690467367364,1.0826729368880599,0.8846153846153846,M15b causal R3D / angular TTA,M15b
FSMI_nm,26,1.8737852288792542,1.3174813902593,2.617044717162789,-0.22288082197231282,0.27377095910098387,-0.30188034188034185,0.13392277370857947,0.04196120719821865,0.8387227935760283,2.317763762380146,2.6584837024565053,1.9480998005051633,1.7466087068534955,0.9230769230769231,M14b physics,M14b_rheed_density_weighted
FSMI_nm,26,1.492529081668347,1.005272052612745,2.1689090632903585,0.061983310724015125,0.7635674066140083,0.09128205128205127,0.6574145699161674,0.040411018148116096,0.8446084693559941,1.3417920955045497,0.9268328388898907,1.8006457813647512,1.489110933262939,0.8846153846153846,M14g mixed,M14g_multiview_curated60_r3d40
FSMI_nm,26,1.124693942231602,0.9803386510170188,1.3961234003488878,0.7166139197135358,3.8191506275969106e-05,0.5186324786324785,0.006637170600101973,-0.13173067505670283,0.5212191246221064,0.9687618244733655,0.9417357021056472,0.9941908191996522,1.0018474356985272,0.9230769230769231,M14d causal R3D / old confidence,M14d_r3d_causal_temporal
FSMI_nm,26,1.124693942231602,0.9803386510170188,1.3961234003488878,0.7166139197135358,3.8191506275969106e-05,0.5186324786324785,0.006637170600101973,-0.3724492192613184,0.06096023675784307,0.91798873848735,0.760519103185589,0.9604122894990564,0.977661479315597,0.8846153846153846,M15a causal R3D / TTA centrality,M15a
FSMI_nm,26,1.124693942231602,0.9803386510170188,1.3961234003488878,0.7166139197135358,3.8191506275969106e-05,0.5186324786324785,0.006637170600101973,-0.3723076923076923,0.061066223452791585,0.9330930421842266,0.956710794047596,0.8645502977880686,0.9482257055300893,0.8846153846153846,M15b causal R3D / angular TTA,M15b
