target,confidence_method,confidence_vs_absolute_error_spearman,p_value,aurc_nm,risk_at_50pct_coverage_nm
Rq_nm,old_density_amplitude_risk,-0.14445661494468717,0.4813908330499096,1.0489394561567378,1.107758505769308
Rq_nm,tta_variance_only,-0.3791452991452991,0.056106541458046014,1.209524257435058,0.9578298649509673
Rq_nm,m15a_tta_centrality_only,-0.2478565486589307,0.22215049099523712,1.195317908591989,1.151242922458124
Rq_nm,rotation_period_only,-0.05953808850761121,0.7726491590822974,1.0996472398925559,1.2166669952405356
Rq_nm,m15b_angular_coverage_x_tta,-0.2872285902810138,0.15481182935810797,1.0644575855382192,1.114008887180575
Rq_nm,m15b_final_with_conflict_veto,-0.4510944176253524,0.020723870491332654,0.9779825850417888,0.9226690467367364
FSMI_nm,old_density_amplitude_risk,-0.13173067505670283,0.5212191246221064,0.9687618244733655,0.9941908191996522
FSMI_nm,tta_variance_only,-0.35999999999999993,0.07084228282488045,1.099112326801942,0.8816872613523417
FSMI_nm,m15a_tta_centrality_only,-0.3724492192613184,0.06096023675784307,0.91798873848735,0.9604122894990564
FSMI_nm,rotation_period_only,-0.03455946516821111,0.8668960812458009,0.978314864772521,1.0306977237821542
FSMI_nm,m15b_angular_coverage_x_tta,-0.27389297716082384,0.17574947671168242,0.9482360810015718,0.9673236157191316
FSMI_nm,m15b_final_with_conflict_veto,-0.3723076923076923,0.061066223452791585,0.9330930421842266,0.8645502977880686
