growth_run_id,target,true_target,outer_fold_unit
6028,Rq_nm,5.214306831359862,growth_run_id
6029,Rq_nm,2.2897632122039795,growth_run_id
6033,Rq_nm,2.0502288341522217,growth_run_id
6047,Rq_nm,3.348536252975464,growth_run_id
6048,Rq_nm,1.8154829144477844,growth_run_id
6056,Rq_nm,2.529426336288452,growth_run_id
6057,Rq_nm,3.9545385837554927,growth_run_id
6062,Rq_nm,3.0923656225204468,growth_run_id
6063,Rq_nm,5.24570107460022,growth_run_id
6070,Rq_nm,2.544952154159546,growth_run_id
6072,Rq_nm,1.470114827156067,growth_run_id
6078,Rq_nm,1.5030123591423035,growth_run_id
6080,Rq_nm,3.9266197681427,growth_run_id
6082,Rq_nm,1.863613247871399,growth_run_id
6084,Rq_nm,1.391980767250061,growth_run_id
6085,Rq_nm,2.2395859956741333,growth_run_id
6090,Rq_nm,2.4095938205718994,growth_run_id
6094,Rq_nm,4.058265686035156,growth_run_id
6095,Rq_nm,9.07418346405029,growth_run_id
6099,Rq_nm,9.394835472106934,growth_run_id
6101,Rq_nm,0.481030598282814,growth_run_id
N6342,Rq_nm,0.8041046559810638,growth_run_id
N6358,Rq_nm,0.9793977737426758,growth_run_id
N6382,Rq_nm,1.1125519275665283,growth_run_id
N6389,Rq_nm,2.0189785957336426,growth_run_id
N6390,Rq_nm,1.9620892405509949,growth_run_id
6028,FSMI_nm,4.415429811910861,growth_run_id
6029,FSMI_nm,2.0210013039871706,growth_run_id
6033,FSMI_nm,1.8207478300807216,growth_run_id
6047,FSMI_nm,2.946053864791246,growth_run_id
6048,FSMI_nm,1.599313301289055,growth_run_id
6056,FSMI_nm,2.284561920801109,growth_run_id
6057,FSMI_nm,3.4970517461895976,growth_run_id
6062,FSMI_nm,2.9196668297119017,growth_run_id
6063,FSMI_nm,4.4421744453751355,growth_run_id
6070,FSMI_nm,2.307992993047587,growth_run_id
6072,FSMI_nm,1.4268834691757484,growth_run_id
6078,FSMI_nm,1.3924063210314295,growth_run_id
6080,FSMI_nm,3.486930250089525,growth_run_id
6082,FSMI_nm,1.5697987651446832,growth_run_id
6084,FSMI_nm,1.3458682689199004,growth_run_id
6085,FSMI_nm,1.86691079236755,growth_run_id
6090,FSMI_nm,2.022297889711494,growth_run_id
6094,FSMI_nm,3.459780024999232,growth_run_id
6095,FSMI_nm,7.857275141594466,growth_run_id
6099,FSMI_nm,8.69575314178455,growth_run_id
6101,FSMI_nm,0.3286650711030523,growth_run_id
N6342,FSMI_nm,0.7560989711345802,growth_run_id
N6358,FSMI_nm,0.8146778778150339,growth_run_id
N6382,FSMI_nm,1.0237676864754848,growth_run_id
N6389,FSMI_nm,1.7659275986645624,growth_run_id
N6390,FSMI_nm,1.7769079672453123,growth_run_id
