target,growth_run_id,method,true_target,raw_predicted_target,predicted_target,range_calibration_log_scale,absolute_error,predicted_absolute_error,confidence,interval_lower,interval_upper,interval_radius,interval_covered,outer_target_used_for_training,outer_fit_growth_count,inner_selection_score,selected_by_inner_cv,uncertainty_risk_score,nearest_training_rheed_distance,knn_training_rheed_distance,maximum_absolute_robust_z,ledoit_wolf_mahalanobis,density_ood_z,support_confidence,core_head_disagreement_log_std,core_head_log_range,r3d_knn_training_distance,r3d_density_ood_z,r3d_support_confidence,training_target_q25_nm,training_target_median_nm,training_target_q75_nm,training_target_iqr_nm
Rq_nm,6028,M12a_frozen_alpha1,5.214306831359862,3.1333969915485884,2.6965020821373247,0.8333333333333334,2.5178047492225377,1.8553977395657235,0.8430685006615025,0.0,5.897271241131015,3.20076915899369,True,False,25,8.644989174412093,False,0.24758069401863708,0.9734445794961312,1.034457251249912,2.5554497796092965,0.9509054973561346,0.26755810440329975,0.7652458651766454,0.08113119878706201,0.21579267779999423,3.6222023914847483,-1.1259673543214,1.0,1.5030123591423035,2.2395859956741333,3.348536252975464,1.8455238938331604
Rq_nm,6028,M14a_regularized_alpha10,5.214306831359862,2.599359348205525,2.484300864523672,1.2,2.7300059668361905,1.313042430377359,0.8497155607172944,0.0,5.125119114365276,2.6408182498416037,False,False,25,2.3178845022147905,False,0.13259913332320228,0.9734445794961312,1.034457251249912,2.5554497796092965,0.9509054973561346,0.26755810440329975,0.7652458651766454,0.08113119878706201,0.21579267779999423,3.6222023914847483,-1.1259673543214,1.0,1.5030123591423035,2.2395859956741333,3.348536252975464,1.8455238938331604
Rq_nm,6028,M14b_rheed_density_weighted,5.214306831359862,2.5955503072417256,2.48792508545568,1.2,2.7263817459041824,1.3865834228593252,0.8448515312619423,0.0,5.158502470448804,2.6705773849931234,False,False,25,2.1845153161707187,False,0.1345629230872462,0.9734445794961312,1.034457251249912,2.5554497796092965,0.9509054973561346,0.26755810440329975,0.7652458651766454,0.08113119878706201,0.21579267779999423,3.6222023914847483,-1.1259673543214,1.0,1.5030123591423035,2.2395859956741333,3.348536252975464,1.8455238938331604
Rq_nm,6028,M14c_residual_self_paced,5.214306831359862,2.1811379836787657,1.968904905927108,1.2,3.2454019254327546,1.3971052819161343,1.0,0.0,4.367636743416147,2.3987318374890396,False,False,25,3.349964938659494,False,0.0,0.9734445794961312,1.034457251249912,2.5554497796092965,0.9509054973561346,0.26755810440329975,0.7652458651766454,0.08113119878706201,0.21579267779999423,3.6222023914847483,-1.1259673543214,1.0,1.5030123591423035,2.2395859956741333,3.348536252975464,1.8455238938331604
Rq_nm,6028,M14d_r3d_causal_temporal,5.214306831359862,3.2206758743047383,3.49495380080929,1.2,1.7193530305505722,1.752697027636139,0.5194791965123864,1.5354323602671782,5.454475241351402,1.959521440542112,True,False,25,1.559547991410195,False,0.6802230029803369,0.9734445794961312,1.034457251249912,2.5554497796092965,0.9509054973561346,0.26755810440329975,0.7652458651766454,0.08113119878706201,0.21579267779999423,3.6222023914847483,-1.1259673543214,1.0,1.5030123591423035,2.2395859956741333,3.348536252975464,1.8455238938331604
Rq_nm,6028,M14e_multiview_curated20_r3d80,5.214306831359862,3.0855378665779964,3.264329497842552,1.2,1.9499773335173103,1.4906858302186614,0.5575875280202228,0.03659617622665268,6.492062819458452,3.2277333216158994,True,False,25,1.4983409550802351,True,0.5552588647552119,0.9734445794961312,1.034457251249912,2.5554497796092965,0.9509054973561346,0.26755810440329975,0.7652458651766454,0.08113119878706201,0.21579267779999423,3.6222023914847483,-1.1259673543214,1.0,1.5030123591423035,2.2395859956741333,3.348536252975464,1.8455238938331604
Rq_nm,6028,M14f_multiview_curated40_r3d60,5.214306831359862,2.956070184536013,3.0489235846315177,1.2,2.1653832467283447,1.4791711337745765,0.5456345354009292,0.0,6.937790704472949,3.8888671198414317,True,False,25,1.5837764493870758,False,0.43854083475255745,0.9734445794961312,1.034457251249912,2.5554497796092965,0.9509054973561346,0.26755810440329975,0.7652458651766454,0.08113119878706201,0.21579267779999423,3.6222023914847483,-1.1259673543214,1.0,1.5030123591423035,2.2395859956741333,3.348536252975464,1.8455238938331604
Rq_nm,6028,M14g_multiview_curated60_r3d40,5.214306831359862,2.8320349040454365,2.8477318331578156,1.2,2.3665749982020468,1.638419111360645,0.6054212816835253,0.0,6.291222932832033,3.4434910996742176,True,False,25,1.7918984167384915,False,0.3295247704545082,0.9734445794961312,1.034457251249912,2.5554497796092965,0.9509054973561346,0.26755810440329975,0.7652458651766454,0.08113119878706201,0.21579267779999423,3.6222023914847483,-1.1259673543214,1.0,1.5030123591423035,2.2395859956741333,3.348536252975464,1.8455238938331604
Rq_nm,6029,M12a_frozen_alpha1,2.2897632122039795,188.4474538131332,139.90510243994655,0.9057438389360944,137.61533922774257,117.69993547804026,6.92152390132303e-27,0.0,289.74220645364585,149.83710401369927,True,False,25,3.0117943692978337,False,56.8019044392391,26.366751370350304,26.530335505724064,104.3421052631673,104.20457110401948,124.11069432256893,1.2572171900246565e-54,0.6126274395669272,1.892750429024191,3.60306101944601,-1.071381205023669,1.0,1.5030123591423035,2.2395859956741333,3.9266197681427,2.4236074090003967
Rq_nm,6029,M14a_regularized_alpha10,2.2897632122039795,11.134409303538524,13.786813771617476,1.2,11.497050559413497,9.202679569163257,0.001314273348343787,0.23599919232424504,27.337628350910705,13.550814579293231,True,False,25,2.2751292666632112,False,4.764479483377191,26.366751370350304,26.530335505724064,104.3421052631673,104.20457110401948,124.11069432256893,1.2572171900246565e-54,0.6126274395669272,1.892750429024191,3.60306101944601,-1.071381205023669,1.0,1.5030123591423035,2.2395859956741333,3.9266197681427,2.4236074090003967
