method,median_cross_validation_fold,median_island_feature_mae_z,median_island_feature_rmse_z,median_afm_prior_mahalanobis,median_held_real_afm_prior_mahalanobis,median_afm_likeness_percentile,median_held_real_likeness_percentile,median_boundary_ratio_q70_absolute_error,median_median_area_q70_log_absolute_error,median_component_count_q70_log_absolute_error,median_generated__log_component_count_q55,median_true__log_component_count_q55,median_generated__log_component_count_q70,median_true__log_component_count_q70,median_generated__log_component_count_q82,median_true__log_component_count_q82,median_generated__log_median_area_q55,median_true__log_median_area_q55,median_generated__log_median_area_q70,median_true__log_median_area_q70,median_generated__log_median_area_q82,median_true__log_median_area_q82,median_generated__median_solidity_q70,median_true__median_solidity_q70,median_generated__median_eccentricity_q70,median_true__median_eccentricity_q70,median_generated__boundary_gradient_ratio_q55,median_true__boundary_gradient_ratio_q55,median_generated__boundary_gradient_ratio_q70,median_true__boundary_gradient_ratio_q70,median_generated__boundary_gradient_ratio_q82,median_true__boundary_gradient_ratio_q82,median_generated__log_valley_component_count_q18,median_true__log_valley_component_count_q18,median_generated__log_valley_median_area_q18,median_true__log_valley_median_area_q18,median_generated__gradient_p90,median_true__gradient_p90,median_generated__laplacian_rms,median_true__laplacian_rms,median_generated__flat_fraction,median_true__flat_fraction
M6c_island_structure_plus_spectral_prior,7.0,1.6304655945352602,1.967503404696403,7.348286378738904,3.4017907805307295,6.666666666666667,60.0,0.0980193018913269,0.8153890762915799,0.6226078814299925,2.381086967398878,2.6390573296152584,2.5249280036247685,3.093104311950247,2.7403194616709956,3.044522437723423,3.090008326826286,4.526784798013117,3.4860687689557026,4.300215394993146,3.427177251127511,3.912023005428146,0.8847222222222222,0.8888888888888888,0.79687061761108,0.816496580927726,1.3303466439247131,1.3104304075241089,1.3307584524154663,1.2379597425460815,1.3082498908042908,1.178954839706421,2.8314802400679726,3.6375861597263857,3.3050114353384275,3.4965075614664802,0.3866174668073654,0.5948836952447891,0.16324635595083237,0.25343936681747437,0.114166259765625,0.11212158203125
M9a_edge_gain_0.25,7.0,1.6740296537735637,1.9835063751953648,7.268534651776728,3.4017907805307295,6.666666666666667,60.0,0.10798120498657227,0.8355293235676537,0.5681763083254783,2.3502401828962083,2.6390573296152584,2.6020033435383976,3.093104311950247,2.770631772579213,3.044522437723423,3.0790188734668984,4.526784798013117,3.5038003069759265,4.300215394993146,3.511434043041321,3.912023005428146,0.8864624183006535,0.8888888888888888,0.801806094739859,0.816496580927726,1.3552942872047424,1.3104304075241089,1.3417303562164307,1.2379597425460815,1.3192071914672852,1.178954839706421,2.8029010331479984,3.6375861597263857,3.2480102789301886,3.4965075614664802,0.3995671570301056,0.5948836952447891,0.1735830157995224,0.25343936681747437,0.114349365234375,0.11212158203125
M9a_edge_gain_0.50,7.0,1.580485306430524,2.041421099555324,7.006462888757166,3.4017907805307295,6.666666666666667,60.0,0.1242552399635315,0.7949933363347266,0.49110096841184925,2.381086967398878,2.6390573296152584,2.6390573296152584,3.093104311950247,2.8029010331479984,3.044522437723423,3.1354942159291497,4.526784798013117,3.4681713679170247,4.300215394993146,3.405897443918113,3.912023005428146,0.8907647907647908,0.8888888888888888,0.8022135214839071,0.816496580927726,1.3769652843475342,1.3104304075241089,1.3517192006111145,1.2379597425460815,1.3216456174850464,1.178954839706421,2.8617925509761903,3.6375861597263857,3.3040003126480437,3.4965075614664802,0.41249994933605194,0.5948836952447891,0.18474635481834412,0.25343936681747437,0.114105224609375,0.11212158203125
M9a_edge_gain_0.75,7.0,1.6160471974790886,2.0298567527589193,6.856793648780789,3.4017907805307295,6.666666666666667,60.0,0.14317351579666138,0.8294446168262049,0.4274440148269396,2.452637389219215,2.6390573296152584,2.70805020110221,3.093104311950247,2.8314802400679726,3.044522437723423,3.101773575531383,4.526784798013117,3.4978830781524253,4.300215394993146,3.372618174742181,3.912023005428146,0.8917128843614412,0.8888888888888888,0.8063460305155689,0.816496580927726,1.401534080505371,1.3104304075241089,1.3762856125831604,1.2379597425460815,1.325090229511261,1.178954839706421,2.8314802400679726,3.6375861597263857,3.4011973816621555,3.4965075614664802,0.42583464086055756,0.5948836952447891,0.19643744081258774,0.25343936681747437,0.11383056640625,0.11212158203125
M9b_quantized_5_levels,7.0,1.9471962104632983,2.4603342848077108,7.952552173465438,3.4017907805307295,6.666666666666667,60.0,0.31727784872055054,0.9001153450415154,0.7085330098933222,2.2499048351651325,2.6390573296152584,2.5249280036247685,3.093104311950247,2.6155543084272934,3.044522437723423,3.198464827608073,4.526784798013117,3.5763301610389298,4.300215394993146,3.630963546351375,3.912023005428146,0.8869949494949495,0.8888888888888888,0.7990527188741007,0.816496580927726,1.4908493161201477,1.3104304075241089,1.532610535621643,1.2379597425460815,1.4561363458633423,1.178954839706421,2.668769039850659,3.6375861597263857,3.4637789531391583,3.4965075614664802,0.4181690514087677,0.5948836952447891,0.18666432052850723,0.25343936681747437,0.154876708984375,0.11212158203125
M9b_quantized_7_levels,7.0,1.9410307740398904,2.2090076915246133,6.893878034866242,3.4017907805307295,6.666666666666667,60.0,0.24172890186309814,0.9162907318741547,0.6105662123043811,2.2499048351651325,2.6390573296152584,2.5249280036247685,3.093104311950247,2.6735537653587342,3.044522437723423,3.198464827608073,4.526784798013117,3.3277201751838237,4.300215394993146,3.6374995871350517,3.912023005428146,0.8903342291672438,0.8888888888888888,0.7937941218326445,0.816496580927726,1.404427945613861,1.3104304075241089,1.460854172706604,1.2379597425460815,1.452592134475708,1.178954839706421,2.736135336835737,3.6375861597263857,3.27267483016721,3.4965075614664802,0.4072101563215256,0.5948836952447891,0.17760751396417618,0.25343936681747437,0.148040771484375,0.11212158203125
M9b_quantized_9_levels,7.0,1.7619353934722468,2.0863003872407058,6.756316359398617,3.4017907805307295,6.666666666666667,60.0,0.19105345010757446,0.7712368392230555,0.5401315749999562,2.2386684072391034,2.6390573296152584,2.6020033435383976,3.093104311950247,2.736135336835737,3.044522437723423,3.1457845697791598,4.526784798013117,3.4799366166221217,4.300215394993146,3.4830120935530564,3.912023005428146,0.8973710317460317,0.8888888888888888,0.7913130870633556,0.816496580927726,1.3783922791481018,1.3104304075241089,1.4306148886680603,1.2379597425460815,1.428505778312683,1.178954839706421,2.6364997792818734,3.6375861597263857,3.40105847347957,3.4965075614664802,0.40036383271217346,0.5948836952447891,0.17070889472961426,0.25343936681747437,0.141204833984375,0.11212158203125
