alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
10.0,0.6811930672460919,0.8948200927208029,0.34825233715867643
30.0,0.7103963665583857,0.9125373993819553,0.1216380805122001
3.0,0.7307671528678752,0.9725651818004242,0.7161240466983996
1.0,0.8091260792968724,1.1033007502805798,1.1200640297529416
0.3,0.8952092445331638,1.2578813283039205,1.580814020490575
