alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
3.0,0.4709073507471783,0.6558729625530125,0.6233838412288666
1.0,0.48127135927398784,0.6704049164131628,0.7739764724185352
10.0,0.49555012351142724,0.6866461758445925,0.39235412358327915
0.3,0.5080428869505128,0.7048130066301792,0.8808460678578666
30.0,0.5545718101891581,0.7723364017513575,0.18568239055361715
