prior,row_id,candidate_index,scale_nm_per_unit,offset_nm,clamped,calibration_error,target_rq,before_rq,after_rq,target_ra,before_ra,after_ra,target_robust_range,before_robust_range,after_robust_range,rank
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,0,8.77006893503889,0.0,False,0.26144977358896165,3.766529544,0.6233700052380325,5.466998034560042,3.77116379,0.547626333401146,4.802720797101618,18.42131177,1.9758267396688463,17.328136491775513,1
mvp6_predicted_calibrated_v2,afmv2_89d4826511a7,1,8.744200623129254,0.0,False,0.2674359701149737,3.766529544,0.6287769456492797,5.498151809640128,3.77116379,0.5526714040776157,4.832669679851728,18.42131177,1.9779939472675323,17.295976095199585,2
mvp6_oracle_calibrated_v2,afmv2_89d4826511a7,0,17.862938196247104,0.0,False,0.46191395946451147,7.461155891,0.6388034316471494,11.410906043942395,5.68375206,0.5636669596021379,10.068747908257022,38.45360184,1.9700030064582825,35.19004093170166,2
mvp6_oracle_calibrated_v2,afmv2_89d4826511a7,1,17.927521656705153,0.0,False,0.4356348153843362,7.461155891,0.6246066446626006,11.197648582962188,5.68375206,0.5479086642339788,9.822643947682025,38.45360184,1.977825367450714,35.45750535964966,1
mvp6_mean_condition_calibrated_v2,afmv2_89d4826511a7,0,9.128825041833027,0.0,False,0.33250662180903173,4.184250401,0.6358280448657685,5.804363070535475,3.292603032,0.5563505378434244,5.078826802827052,19.40187733,1.981178364753723,18.085830945968628,1
mvp6_predicted_calibrated_v2,afmv2_f797828167ab,0,8.950897468008273,0.0,False,0.26506811850071554,3.870289536,0.6204784063230925,5.553838438054965,3.742766863,0.5439477624291414,4.868820511680529,18.74821202,1.9702499395608903,17.635504541397097,1
mvp6_predicted_calibrated_v2,afmv2_f797828167ab,1,8.828148265568,0.0,False,0.3025631339129979,3.870289536,0.6480382501847043,5.72097750913867,3.742766863,0.5762889257783922,5.087563862306463,18.74821202,1.974591076374054,17.431981506347654,2
mvp6_oracle_calibrated_v2,afmv2_f797828167ab,0,6.097910584450015,0.0,False,0.43097557482177645,2.571070194,0.6245249217542072,3.8082970167541874,1.920552611,0.5461003016326988,3.3300707101868183,12.98373032,1.9635506242513658,11.973555622100829,2
mvp6_oracle_calibrated_v2,afmv2_f797828167ab,1,6.07624102069858,0.0,False,0.4216742610951359,2.571070194,0.6220043316132787,3.779448232807666,1.920552611,0.5435576730959757,3.302787428866819,12.98373032,1.975846960544586,12.005722193717958,1
mvp6_mean_condition_calibrated_v2,afmv2_89d4826511a7,0,9.123075124905366,0.0,False,0.3566582712545176,4.184250401,0.6465404140660734,5.898437004594833,3.292603032,0.5723305135465393,5.221414479598042,19.40187733,1.9682491469383239,17.95648585319519,1
