method,median_cross_validation_fold,median_true_rq_nm,median_generated_rq_nm,median_rq_absolute_error_nm,median_condition_descriptor_mae_z,median_generated_pairwise_l1,median_real_pairwise_l1,median_diversity_ratio,median_unit_l1,median_unit_rmse,median_ssim,median_gradient_mae,median_physical_ra_error_nm,median_physical_robust_height_range_error_nm,median_physical_histogram_wasserstein_nm,median_reconstructed_rq_nm,median_rq_architectural_consistency_error_nm,median_normalized_psd_log_distance,median_psd_low_band_error,median_psd_mid_band_error,median_psd_high_band_error,median_psd_slope_error,median_correlation_length_abs_error_nm,median_correlation_length_relative_error,median_anisotropy_error,median_skewness_error,median_kurtosis_error,median_height_quantile_error,median_ra_rq_error,median_physical_psd_distance,median_physical_correlation_length_error_nm,median_ssim_penalty,median_composite_score,median_nearest_training_l1,median_max_training_ssim,median_exact_training_pixel_equality,median_generated_mean_gradient,median_real_mean_gradient,median_mean_gradient_relative_error,median_generated_rms_gradient,median_real_rms_gradient,median_rms_gradient_relative_error,median_generated_laplacian_rms,median_real_laplacian_rms,median_laplacian_rms_relative_error,median_generated_edge_energy_ratio,median_real_edge_energy_ratio,median_edge_energy_ratio_relative_error,median_generated_wrap_discontinuity_ratio,median_real_wrap_discontinuity_ratio,median_wrap_discontinuity_ratio_relative_error,median_generated_high_psd_fraction,median_real_high_psd_fraction,median_high_psd_fraction_relative_error,median_generated_robust_height_range,median_real_robust_height_range,median_robust_height_range_relative_error,median_generated_skewness,median_real_skewness,median_skewness_relative_error,median_generated_kurtosis,median_real_kurtosis,median_kurtosis_relative_error,median_sharpness_ratio,median_afm_texture_gate_pass,texture_gate_pass_fraction
diffusion_weight_0.10,7.0,3.0923656225204468,2.5904786702816622,0.8293883576494947,0.8872553110122681,1.122402310371399,1.1030480861663818,1.0222693965852807,1.122061014175415,1.4060636758804321,0.012239146571820002,36.6485577954707,0.053981798279246096,0.448625736236572,0.17718921819306666,3.0923627615677725,3.1447095030223693e-06,1.0287780329767793,0.0017347482295744232,0.0016835798108831956,5.67046516319437e-05,0.18105270422406328,39.37007874015748,1.0,0.16666666666666674,0.19884528870656326,0.46752096181350655,0.10501466966101103,0.017462982330863186,1.0287780329767793,39.37007874015748,0.98776085342818,7.990297919666172,1.0457994937896729,0.03383492319137227,0.0,0.24482885748147964,0.3343275785446167,0.28130667571227014,0.29303205013275146,0.43132510781288147,0.2992158262557324,0.30349673330783844,0.4963996857404709,0.3945850548106253,1.016834318637848,1.0176516771316528,0.03277447417048433,1.0111144185066223,4.758741855621338,0.7946070652182081,2.9253463092528062e-05,8.677488393813045e-05,0.6915784562644783,4.569720336198807,4.812647156715393,0.05402542135776341,0.0002615273052279897,0.02843638546901522,0.9806417792592683,2.8843632786459357,3.432365839864702,0.13212695763485757,0.7544254023252308,1.0,0.7333333333333333
diffusion_weight_0.20,7.0,3.0923656225204468,2.5904786702816622,0.8293883576494947,0.8677970170974731,1.1210926175117493,1.1030480861663818,1.0214941648651357,1.123309850692749,1.4075392484664917,0.009981796870105204,36.56751443751693,0.06024789560280386,0.6497289538383484,0.1860838351641113,3.092362706020609,3.066617912494962e-06,0.9997710139504769,0.001752136267996196,0.0016983022866069494,5.8752278513554575e-05,0.19318321474623446,47.24409448818898,1.0,0.16666666666666674,0.19227391966181334,0.5013816666208419,0.10921353727579129,0.0188383396261651,0.9997710139504769,47.24409448818898,0.9900182031298947,7.974973860505813,1.0599417686462402,0.033251731491210405,0.0,0.24123366177082062,0.3343275785446167,0.25703026185528577,0.29300864040851593,0.43132510781288147,0.30023436165759176,0.3006853461265564,0.4963996857404709,0.3922350070727528,1.0107016861438751,1.0176516771316528,0.03093785306290893,1.014603614807129,4.758741855621338,0.7981763483855646,2.7543754501194558e-05,8.677488393813045e-05,0.6841299145381043,4.529536331892014,4.812647156715393,0.052760304017183624,0.027424961501581746,0.02843638546901522,1.0284851984274235,2.830081563733386,3.432365839864702,0.13485235427191222,0.7429697381447142,1.0,0.7333333333333333
diffusion_weight_0.30,7.0,3.0923656225204468,2.5904786702816622,0.8293883576494947,0.8833195567131042,1.1222099661827087,1.1030480861663818,1.0205699452249086,1.1273819208145142,1.4089475870132446,0.009285519415757674,36.658345369634134,0.06572288687243799,0.7400722742080692,0.19355567598430146,3.0923626572558227,3.008615563793171e-06,0.9601437277204434,0.00176004736227231,0.0017046150869049585,6.71441644780492e-05,0.18055220867059107,47.24409448818898,1.0,0.19999999999999996,0.19322563496220013,0.5373339536589485,0.1197740843253478,0.019971771875320066,0.9601437277204434,47.24409448818898,0.9907144805842423,7.982949877539288,1.0517569780349731,0.032870415884462136,0.0,0.23781384527683258,0.3343275785446167,0.26731777915603144,0.2938564419746399,0.43132510781288147,0.2990116069802645,0.30002470314502716,0.4963996857404709,0.3648837043920772,1.0071778297424316,1.0176516771316528,0.029112069926757356,1.0204764306545258,4.758741855621338,0.7993950258350286,2.7157223448292185e-05,8.677488393813045e-05,0.726637351377358,4.548874859213829,4.812647156715393,0.04973406881596593,0.05410234249893945,0.02843638546901522,1.0520112487563837,2.7944299889482362,3.432365839864702,0.12759004541465496,0.7326822208439685,1.0,0.7333333333333333
diffusion_weight_0.40,7.0,3.0923656225204468,2.5904786702816622,0.8293883576494947,0.8569515347480774,1.1226963996887207,1.1030480861663818,1.0227867683478518,1.122673749923706,1.410483956336975,0.009994688336642731,36.77664933456827,0.0698637072760997,0.5438672113418601,0.18784158503647697,3.092362686678324,2.9449021949901066e-06,0.9213568802182119,0.0017460868115534156,0.001694817234149298,6.683553108405214e-05,0.19407674247519235,39.37007874015748,1.0,0.19999999999999996,0.19095845845874573,0.3764882971926289,0.1280946255954248,0.02147891646847988,0.9213568802182119,39.37007874015748,0.9900053116633573,7.917845614099199,1.0527681112289429,0.03340828362775984,0.0,0.23480882495641708,0.3343275785446167,0.2821075116142481,0.2974897623062134,0.43132510781288147,0.30088506627440875,0.30170758068561554,0.4963996857404709,0.3914450499184599,0.9964739382266998,1.0176516771316528,0.035951920935432174,1.0263891220092773,4.758741855621338,0.7975478080255154,2.7964881937838025e-05,8.677488393813045e-05,0.7060753629934129,4.554061349630356,4.812647156715393,0.0537304727865237,0.06640981710316705,0.02843638546901522,1.077617502636453,2.7901373280223596,3.432365839864702,0.12394612473226402,0.7178924883857519,1.0,0.7333333333333333
diffusion_weight_0.50,7.0,3.0923656225204468,2.5904786702816622,0.8293883576494947,0.8436559438705444,1.1262360215187073,1.1030480861663818,1.025108072812333,1.1225261688232422,1.42099928855896,0.007564064134694223,36.123464683881295,0.06328424461581816,0.7072489309310903,0.1900160496553731,3.092362570869743,3.031673779130273e-06,0.9353194465855106,0.0017401185092471572,0.001688405796094148,5.7632416288559105e-05,0.16763882398206764,47.24409448818898,1.2,0.16666666666666674,0.20922042500596863,0.39906335365888523,0.12311416079423247,0.01846374679395535,0.9353194465855106,47.24409448818898,0.9924359358653058,7.839172259643665,1.0501186847686768,0.03132489965078553,0.0,0.23244674503803253,0.3343275785446167,0.30014885399500785,0.30350489914417267,0.43132510781288147,0.30578785035641515,0.30754509568214417,0.4963996857404709,0.3891042670371367,0.9894603490829468,1.0176516771316528,0.036916425744568826,1.0310837030410767,4.758741855621338,0.7943087309109063,2.9007027248000584e-05,8.677488393813045e-05,0.6734486908807996,4.524623809456825,4.812647156715393,0.05493155250904293,0.08883528832009613,0.02843638546901522,1.0873681209447243,2.777681373259664,3.432365839864702,0.12429638582226767,0.6998511460049922,1.0,0.7333333333333333
