alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.39893747152822123,0.3410708002868572,0.37868413659374384
0.1,0.4486037397677703,0.40598515352923054,0.4336872345842814
10.0,0.4609574685181262,0.41765275544135083,0.4458008189412548
100.0,0.5962290494310253,0.6081356201519106,0.6003963491833352
