descriptor,feature,group,mean_importance_delta_mse,std_importance_delta_mse,fold_count
gradient_std,weighted_mean_mean_area,other_stable_geometry,-0.0031800142178926016,0.0,1
gradient_anisotropy,iqr_total_component_count,spot_count_density,-0.003215593360695712,0.0,1
gradient_std,iqr_mean_aspect_ratio,elongated_bar_like,-0.0032917512643924063,0.0,1
gradient_anisotropy,trimmed_mean_mean_eccentricity,elongated_bar_like,-0.0033387853746950635,0.0,1
gradient_anisotropy,iqr_nearest_neighbor_distance_mean,spacing_pairwise_distance,-0.0035211022229347244,0.0,1
gradient_anisotropy,std_center_component_fraction,other_stable_geometry,-0.0037411862437082832,0.0,1
gradient_anisotropy,trimmed_mean_spot_to_streak_ratio,elongated_bar_like,-0.0038751586223815804,0.0,1
gradient_anisotropy,iqr_component_density,spot_count_density,-0.0041666748879493065,0.0,1
gradient_std,trimmed_mean_center_component_fraction,other_stable_geometry,-0.004194399356323153,0.0,1
gradient_std,iqr_projection_peak_prominence_y,other_stable_geometry,-0.004649684773539331,0.0,1
mean_abs_gradient,trimmed_mean_centroid_y_mean,other_stable_geometry,-0.004820697363928872,0.0,1
mean_abs_gradient,std_elongated_spot_count,spot_count_density,-0.004867180937671023,0.0,1
gradient_anisotropy,trimmed_mean_right_side_component_fraction,other_stable_geometry,-0.005325781351699532,0.0,1
gradient_anisotropy,weighted_median_nearest_neighbor_distance_mean,spacing_pairwise_distance,-0.005441022515314309,0.0,1
gradient_anisotropy,weighted_median_mean_aspect_ratio,elongated_bar_like,-0.005530297386328653,0.0,1
mean_abs_gradient,trimmed_mean_pairwise_distance_hist_2,spacing_pairwise_distance,-0.0055474780236206556,0.0,1
mean_abs_gradient,weighted_median_projection_peak_prominence_x,other_stable_geometry,-0.005551480236650974,0.0,1
gradient_anisotropy,trimmed_mean_centroid_x_mean,other_stable_geometry,-0.005714864482657289,0.0,1
gradient_anisotropy,trimmed_mean_median_eccentricity,elongated_bar_like,-0.005818530545781242,0.0,1
gradient_std,std_snr_score,mask_quality,-0.005867051996657935,0.0,1
gradient_anisotropy,trimmed_mean_elongated_spot_count,spot_count_density,-0.006007069904788442,0.0,1
gradient_anisotropy,iqr_mean_area,other_stable_geometry,-0.006053270909813169,0.0,1
gradient_std,trimmed_mean_centroid_y_mean,other_stable_geometry,-0.00624683127090675,0.0,1
gradient_anisotropy,trimmed_mean_fft_anisotropy,orientation_anisotropy,-0.006269800914945389,0.0,1
gradient_anisotropy,std_mean_eccentricity,elongated_bar_like,-0.006467757416421249,0.0,1
gradient_anisotropy,weighted_median_elongated_spot_count,spot_count_density,-0.00668507777337396,0.0,1
gradient_anisotropy,iqr_elongated_spot_count,spot_count_density,-0.006796234825722891,0.0,1
gradient_anisotropy,iqr_vertical_spacing_peak,spacing_pairwise_distance,-0.00713706914619866,0.0,1
gradient_anisotropy,trimmed_mean_pairwise_distance_hist_1,spacing_pairwise_distance,-0.007180814169773175,0.0,1
mean_abs_gradient,weighted_median_centroid_y_mean,other_stable_geometry,-0.0075458312079730305,0.0,1
gradient_anisotropy,trimmed_mean_mean_aspect_ratio,elongated_bar_like,-0.00798512213882252,0.0,1
gradient_anisotropy,iqr_projection_peak_count_x,other_stable_geometry,-0.008125975143173758,0.0,1
gradient_anisotropy,trimmed_mean_bar_like_score,elongated_bar_like,-0.008240048832832192,0.0,1
mean_abs_gradient,trimmed_mean_projection_peak_count_x,other_stable_geometry,-0.008353213149397298,0.0,1
gradient_anisotropy,weighted_mean_mean_eccentricity,elongated_bar_like,-0.008389739487559611,0.0,1
mean_abs_gradient,std_spot_to_streak_ratio,elongated_bar_like,-0.009383543646998227,0.0,1
gradient_anisotropy,std_vertical_spacing_peak,spacing_pairwise_distance,-0.009749789248772012,0.0,1
gradient_anisotropy,trimmed_mean_median_aspect_ratio,elongated_bar_like,-0.010019470732270885,0.0,1
gradient_anisotropy,weighted_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,-0.010469313309229455,0.0,1
gradient_std,weighted_median_component_density,spot_count_density,-0.010663172795343012,0.0,1
gradient_anisotropy,trimmed_mean_centroid_y_mean,other_stable_geometry,-0.01071352604060416,0.0,1
gradient_std,std_diffuse_blob_count,other_stable_geometry,-0.0109294273113969,0.0,1
gradient_anisotropy,std_projection_peak_count_x,other_stable_geometry,-0.011066704877970679,0.0,1
gradient_anisotropy,weighted_mean_fft_low_power,fft_psd,-0.011247804478381696,0.0,1
gradient_std,weighted_mean_projection_peak_prominence_x,other_stable_geometry,-0.011300449765635712,0.0,1
gradient_anisotropy,trimmed_mean_mean_area,other_stable_geometry,-0.011336904862643327,0.0,1
gradient_std,weighted_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,-0.011519420540567094,0.0,1
gradient_std,std_artifact_candidate_count,mask_quality,-0.011756131669882208,0.0,1
gradient_std,iqr_artifact_candidate_count,mask_quality,-0.012048095368726752,0.0,1
gradient_anisotropy,trimmed_mean_pairwise_distance_hist_0,spacing_pairwise_distance,-0.01225614552767651,0.0,1
mean_abs_gradient,iqr_mean_eccentricity,elongated_bar_like,-0.012323815280916861,0.0,1
gradient_std,trimmed_mean_projection_peak_count_x,other_stable_geometry,-0.012341338534475721,0.0,1
gradient_anisotropy,iqr_ring_likeness_proxy,other_stable_geometry,-0.012503744542050832,0.0,1
mean_abs_gradient,iqr_mask_confidence,mask_quality,-0.012597094063412584,0.0,1
gradient_anisotropy,iqr_fft_low_power,fft_psd,-0.012742761065264285,0.0,1
gradient_std,iqr_mask_confidence,mask_quality,-0.013340804480248103,0.0,1
gradient_anisotropy,trimmed_mean_orientation_entropy,orientation_anisotropy,-0.013496506739615777,0.0,1
gradient_anisotropy,weighted_mean_projection_peak_prominence_y,other_stable_geometry,-0.013528122046360891,0.0,1
gradient_anisotropy,weighted_mean_median_aspect_ratio,elongated_bar_like,-0.013579555026813905,0.0,1
gradient_anisotropy,trimmed_mean_projection_peak_prominence_y,other_stable_geometry,-0.013916789496023985,0.0,1
gradient_anisotropy,weighted_median_pairwise_distance_hist_0,spacing_pairwise_distance,-0.014162115070877057,0.0,1
gradient_std,iqr_bar_like_score,elongated_bar_like,-0.014329252587276908,0.0,1
gradient_std,iqr_mean_eccentricity,elongated_bar_like,-0.01514228174041321,0.0,1
gradient_anisotropy,weighted_median_nearest_neighbor_distance_std,spacing_pairwise_distance,-0.016091475621167084,0.0,1
mean_abs_gradient,iqr_artifact_candidate_count,mask_quality,-0.01622322028758738,0.0,1
mean_abs_gradient,weighted_mean_vertical_spacing_peak,spacing_pairwise_distance,-0.01632649010849807,0.0,1
gradient_anisotropy,std_spot_to_streak_ratio,elongated_bar_like,-0.01643532727419328,0.0,1
gradient_std,iqr_pairwise_distance_hist_0,spacing_pairwise_distance,-0.016474402383395592,0.0,1
gradient_anisotropy,weighted_median_pairwise_distance_hist_1,spacing_pairwise_distance,-0.016595396795375528,0.0,1
mean_abs_gradient,weighted_mean_median_aspect_ratio,elongated_bar_like,-0.01682481479668585,0.0,1
gradient_std,weighted_mean_snr_score,mask_quality,-0.01694790214632569,0.0,1
gradient_anisotropy,weighted_mean_center_component_fraction,other_stable_geometry,-0.017004151825451064,0.0,1
gradient_std,weighted_mean_diffuse_blob_count,other_stable_geometry,-0.017229369022566665,0.0,1
mean_abs_gradient,std_mean_aspect_ratio,elongated_bar_like,-0.01760582277226952,0.0,1
gradient_anisotropy,weighted_median_bar_like_score,elongated_bar_like,-0.017952586177853835,0.0,1
gradient_anisotropy,iqr_fft_anisotropy,orientation_anisotropy,-0.019246265297001297,0.0,1
gradient_anisotropy,weighted_median_center_component_fraction,other_stable_geometry,-0.019895223236966186,0.0,1
gradient_anisotropy,weighted_mean_mean_aspect_ratio,elongated_bar_like,-0.020115792925873288,0.0,1
gradient_std,std_vertical_spacing_peak,spacing_pairwise_distance,-0.020683075834033282,0.0,1
gradient_anisotropy,weighted_mean_projection_peak_count_x,other_stable_geometry,-0.020903131633011718,0.0,1
gradient_std,std_right_side_component_fraction,other_stable_geometry,-0.021194455467814954,0.0,1
mean_abs_gradient,trimmed_mean_snr_score,mask_quality,-0.022126887820148156,0.0,1
gradient_std,weighted_median_vertical_spacing_peak,spacing_pairwise_distance,-0.022172720623721442,0.0,1
gradient_std,trimmed_mean_pairwise_distance_hist_2,spacing_pairwise_distance,-0.02222681635735091,0.0,1
gradient_anisotropy,weighted_mean_pairwise_distance_hist_1,spacing_pairwise_distance,-0.022943028838149748,0.0,1
mean_abs_gradient,iqr_pairwise_distance_hist_2,spacing_pairwise_distance,-0.023419435596784943,0.0,1
mean_abs_gradient,weighted_mean_fft_anisotropy,orientation_anisotropy,-0.023516690985712962,0.0,1
gradient_anisotropy,trimmed_mean_projection_peak_count_x,other_stable_geometry,-0.02366542975284941,0.0,1
gradient_anisotropy,std_projection_peak_count_y,other_stable_geometry,-0.024081054777369715,0.0,1
gradient_anisotropy,weighted_mean_pairwise_distance_hist_0,spacing_pairwise_distance,-0.024439534507311567,0.0,1
mean_abs_gradient,iqr_centroid_y_std,other_stable_geometry,-0.02471149511645443,0.0,1
mean_abs_gradient,weighted_mean_pairwise_distance_hist_0,spacing_pairwise_distance,-0.027356268466018463,0.0,1
gradient_anisotropy,weighted_median_median_aspect_ratio,elongated_bar_like,-0.028361752358110337,0.0,1
gradient_anisotropy,weighted_mean_bar_like_score,elongated_bar_like,-0.028601876941686366,0.0,1
gradient_std,iqr_pairwise_distance_hist_1,spacing_pairwise_distance,-0.029450338124287878,0.0,1
mean_abs_gradient,iqr_pairwise_distance_hist_1,spacing_pairwise_distance,-0.029643912427683716,0.0,1
gradient_std,iqr_pairwise_distance_hist_2,spacing_pairwise_distance,-0.030147564140494243,0.0,1
autocorrelation_length_px,trimmed_mean_bar_like_score,elongated_bar_like,-0.03092712946249776,0.0,1
mean_abs_gradient,trimmed_mean_mask_confidence,mask_quality,-0.031473987848602114,0.0,1
mean_abs_gradient,weighted_median_spot_to_streak_ratio,elongated_bar_like,-0.03190798361775293,0.0,1
mean_abs_gradient,iqr_pairwise_distance_hist_0,spacing_pairwise_distance,-0.03270163899097067,0.0,1
mean_abs_gradient,std_mean_area,other_stable_geometry,-0.034154315336068386,0.0,1
mean_abs_gradient,weighted_mean_projection_peak_prominence_x,other_stable_geometry,-0.03453540514728903,0.0,1
gradient_std,std_elongated_spot_count,spot_count_density,-0.03453902378326967,0.0,1
gradient_std,trimmed_mean_vertical_spacing_peak,spacing_pairwise_distance,-0.037606604242795605,0.0,1
mean_abs_gradient,iqr_mean_aspect_ratio,elongated_bar_like,-0.03795758972865304,0.0,1
gradient_anisotropy,std_median_aspect_ratio,elongated_bar_like,-0.03812814878007542,0.0,1
mean_abs_gradient,iqr_elongated_spot_count,spot_count_density,-0.03951058648997563,0.0,1
gradient_std,std_centroid_x_mean,other_stable_geometry,-0.039526793728256404,0.0,1
gradient_std,trimmed_mean_mean_area,other_stable_geometry,-0.03982688265295353,0.0,1
gradient_anisotropy,std_median_eccentricity,elongated_bar_like,-0.03991384155517169,0.0,1
gradient_anisotropy,weighted_mean_median_eccentricity,elongated_bar_like,-0.040945537868706416,0.0,1
gradient_std,std_component_density,spot_count_density,-0.0420599389387486,0.0,1
gradient_std,trimmed_mean_mask_confidence,mask_quality,-0.04222373852997752,0.0,1
gradient_std,iqr_projection_peak_count_x,other_stable_geometry,-0.044057149263524664,0.0,1
gradient_anisotropy,std_fft_low_power,fft_psd,-0.04491462438356192,0.0,1
mean_abs_gradient,weighted_median_median_aspect_ratio,elongated_bar_like,-0.04644600158803147,0.0,1
mean_abs_gradient,trimmed_mean_mean_area,other_stable_geometry,-0.04697149913880594,0.0,1
gradient_std,trimmed_mean_pairwise_distance_hist_1,spacing_pairwise_distance,-0.04783618289599767,0.0,1
gradient_std,iqr_median_aspect_ratio,elongated_bar_like,-0.04904192461370682,0.0,1
gradient_std,weighted_mean_vertical_spacing_peak,spacing_pairwise_distance,-0.05095754836015409,0.0,1
mean_abs_gradient,iqr_bar_like_score,elongated_bar_like,-0.05103957472948295,0.0,1
gradient_std,iqr_centroid_y_std,other_stable_geometry,-0.052678827033061815,0.0,1
mean_abs_gradient,trimmed_mean_vertical_spacing_peak,spacing_pairwise_distance,-0.05321273496637602,0.0,1
gradient_std,iqr_nearest_neighbor_distance_std,spacing_pairwise_distance,-0.05410906197008636,0.0,1
gradient_anisotropy,weighted_mean_orientation_entropy,orientation_anisotropy,-0.054300713298847725,0.0,1
mean_abs_gradient,std_vertical_spacing_peak,spacing_pairwise_distance,-0.05825351672307644,0.0,1
mean_abs_gradient,std_pairwise_distance_hist_3,spacing_pairwise_distance,-0.0599364746310691,0.0,1
gradient_std,weighted_median_nearest_neighbor_distance_std,spacing_pairwise_distance,-0.060290026595752,0.0,1
gradient_std,trimmed_mean_centroid_x_std,other_stable_geometry,-0.06057074604372614,0.0,1
gradient_std,trimmed_mean_median_eccentricity,elongated_bar_like,-0.06362968610064001,0.0,1
mean_abs_gradient,weighted_mean_snr_score,mask_quality,-0.06504777120938154,0.0,1
mean_abs_gradient,weighted_median_vertical_spacing_peak,spacing_pairwise_distance,-0.0668013453847296,0.0,1
gradient_std,trimmed_mean_bar_like_score,elongated_bar_like,-0.06694237378257162,0.0,1
gradient_std,trimmed_mean_projection_peak_prominence_x,other_stable_geometry,-0.06704021495580959,0.0,1
mean_abs_gradient,iqr_ring_likeness_proxy,other_stable_geometry,-0.06879186769401624,0.0,1
gradient_std,trimmed_mean_mean_eccentricity,elongated_bar_like,-0.0711763569262529,0.0,1
mean_abs_gradient,iqr_median_aspect_ratio,elongated_bar_like,-0.07211981184927474,0.0,1
mean_abs_gradient,trimmed_mean_mean_eccentricity,elongated_bar_like,-0.07294935369534183,0.0,1
gradient_anisotropy,weighted_median_mean_eccentricity,elongated_bar_like,-0.07307586458785537,0.0,1
mean_abs_gradient,weighted_mean_pairwise_distance_hist_2,spacing_pairwise_distance,-0.07597188082500406,0.0,1
gradient_anisotropy,weighted_median_projection_peak_count_x,other_stable_geometry,-0.07691541760843529,0.0,1
gradient_std,weighted_mean_fft_anisotropy,orientation_anisotropy,-0.08189752841407216,0.0,1
mean_abs_gradient,std_artifact_candidate_count,mask_quality,-0.08283039568151995,0.0,1
mean_abs_gradient,weighted_median_fft_anisotropy,orientation_anisotropy,-0.08369762835343675,0.0,1
mean_abs_gradient,weighted_mean_diffuse_blob_count,other_stable_geometry,-0.08532470002896364,0.0,1
gradient_anisotropy,weighted_mean_centroid_y_mean,other_stable_geometry,-0.08799067817683931,0.0,1
gradient_std,iqr_ring_likeness_proxy,other_stable_geometry,-0.09233720873814599,0.0,1
mean_abs_gradient,trimmed_mean_bar_like_score,elongated_bar_like,-0.09365438451693286,0.0,1
mean_abs_gradient,trimmed_mean_centroid_x_std,other_stable_geometry,-0.09902213426682582,0.0,1
gradient_std,weighted_mean_pairwise_distance_hist_2,spacing_pairwise_distance,-0.09973085741751309,0.0,1
mean_abs_gradient,trimmed_mean_pairwise_distance_hist_1,spacing_pairwise_distance,-0.10001362943353076,0.0,1
mean_abs_gradient,trimmed_mean_projection_peak_prominence_y,other_stable_geometry,-0.10166973990202255,0.0,1
mean_abs_gradient,std_diffuse_blob_count,other_stable_geometry,-0.10424042394463484,0.0,1
gradient_std,weighted_median_bar_like_score,elongated_bar_like,-0.10669805197217785,0.0,1
gradient_std,trimmed_mean_pairwise_distance_hist_0,spacing_pairwise_distance,-0.1072534403617853,0.0,1
mean_abs_gradient,weighted_median_ring_likeness_proxy,other_stable_geometry,-0.11011051062547583,0.0,1
mean_abs_gradient,trimmed_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,-0.11201638193786412,0.0,1
mean_abs_gradient,trimmed_mean_median_eccentricity,elongated_bar_like,-0.11263597217727384,0.0,1
gradient_std,weighted_mean_projection_peak_prominence_y,other_stable_geometry,-0.11347332082330563,0.0,1
gradient_std,weighted_median_pairwise_distance_hist_2,spacing_pairwise_distance,-0.11620129843977711,0.0,1
mean_abs_gradient,trimmed_mean_projection_peak_prominence_x,other_stable_geometry,-0.11625322474814048,0.0,1
gradient_anisotropy,weighted_median_median_eccentricity,elongated_bar_like,-0.11858111806433225,0.0,1
gradient_std,trimmed_mean_projection_peak_prominence_y,other_stable_geometry,-0.13004324176361415,0.0,1
mean_abs_gradient,weighted_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,-0.1324186537811114,0.0,1
gradient_std,trimmed_mean_projection_peak_count_y,other_stable_geometry,-0.13950197681798748,0.0,1
gradient_std,trimmed_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,-0.1435641097575071,0.0,1
gradient_std,iqr_vertical_spacing_peak,spacing_pairwise_distance,-0.14918681339462747,0.0,1
mean_abs_gradient,std_total_component_count,spot_count_density,-0.1571988729424163,0.0,1
mean_abs_gradient,iqr_nearest_neighbor_distance_std,spacing_pairwise_distance,-0.16154182250889093,0.0,1
gradient_std,weighted_median_spot_to_streak_ratio,elongated_bar_like,-0.16890955361498783,0.0,1
gradient_std,std_pairwise_distance_hist_3,spacing_pairwise_distance,-0.16891393963861212,0.0,1
gradient_anisotropy,weighted_median_centroid_y_mean,other_stable_geometry,-0.17341090236212126,0.0,1
mean_abs_gradient,trimmed_mean_fft_anisotropy,orientation_anisotropy,-0.17996902646546076,0.0,1
mean_abs_gradient,weighted_mean_projection_peak_prominence_y,other_stable_geometry,-0.18634957699186483,0.0,1
gradient_std,weighted_median_ring_likeness_proxy,other_stable_geometry,-0.1875899230202478,0.0,1
mean_abs_gradient,std_right_side_component_fraction,other_stable_geometry,-0.19015062548019834,0.0,1
mean_abs_gradient,weighted_median_centroid_x_std,other_stable_geometry,-0.19228340701468127,0.0,1
mean_abs_gradient,std_component_density,spot_count_density,-0.19344832322475547,0.0,1
gradient_std,weighted_median_fft_anisotropy,orientation_anisotropy,-0.20656838142794687,0.0,1
gradient_std,iqr_snr_score,mask_quality,-0.21054477189122212,0.0,1
mean_abs_gradient,weighted_median_bar_like_score,elongated_bar_like,-0.21772653157074018,0.0,1
mean_abs_gradient,trimmed_mean_pairwise_distance_hist_0,spacing_pairwise_distance,-0.22006287813737835,0.0,1
gradient_std,weighted_mean_bar_like_score,elongated_bar_like,-0.23749020385121478,0.0,1
mean_abs_gradient,trimmed_mean_projection_peak_count_y,other_stable_geometry,-0.2399948315115159,0.0,1
gradient_std,std_fft_low_power,fft_psd,-0.25169936229879,0.0,1
gradient_std,std_total_component_count,spot_count_density,-0.26202616765055087,0.0,1
mean_abs_gradient,std_centroid_x_std,other_stable_geometry,-0.2630274591745456,0.0,1
gradient_std,weighted_median_centroid_x_std,other_stable_geometry,-0.2781349164786713,0.0,1
mean_abs_gradient,std_projection_peak_prominence_y,other_stable_geometry,-0.2968710173642606,0.0,1
mean_abs_gradient,iqr_vertical_spacing_peak,spacing_pairwise_distance,-0.31250767929603995,0.0,1
gradient_std,std_mean_aspect_ratio,elongated_bar_like,-0.3150638373548049,0.0,1
mean_abs_gradient,iqr_snr_score,mask_quality,-0.3220417073092632,0.0,1
mean_abs_gradient,std_fft_low_power,fft_psd,-0.339163810969346,0.0,1
gradient_std,std_centroid_x_std,other_stable_geometry,-0.3397316977043743,0.0,1
gradient_std,weighted_median_projection_peak_prominence_y,other_stable_geometry,-0.34597132066886216,0.0,1
gradient_std,weighted_median_median_eccentricity,elongated_bar_like,-0.3518464888397035,0.0,1
mean_abs_gradient,weighted_mean_bar_like_score,elongated_bar_like,-0.3689619140392546,0.0,1
mean_abs_gradient,std_centroid_x_mean,other_stable_geometry,-0.38662367522401997,0.0,1
gradient_std,weighted_median_mean_eccentricity,elongated_bar_like,-0.42130314836949356,0.0,1
gradient_std,std_centroid_y_mean,other_stable_geometry,-0.43456177353150327,0.0,1
gradient_std,std_mean_eccentricity,elongated_bar_like,-0.43863477570183473,0.0,1
mean_abs_gradient,std_orientation_entropy,orientation_anisotropy,-0.44159177871674204,0.0,1
gradient_std,std_projection_peak_prominence_y,other_stable_geometry,-0.5386551745304387,0.0,1
gradient_std,std_orientation_entropy,orientation_anisotropy,-0.5583446189405685,0.0,1
mean_abs_gradient,weighted_median_projection_peak_prominence_y,other_stable_geometry,-0.5804304539777525,0.0,1
gradient_std,std_centroid_y_std,other_stable_geometry,-0.5933899178250222,0.0,1
autocorrelation_length_px,weighted_median_total_component_count,spot_count_density,-0.6287482126502937,0.0,1
mean_abs_gradient,weighted_mean_median_eccentricity,elongated_bar_like,-0.6507360179043293,0.0,1
gradient_std,weighted_median_centroid_y_mean,other_stable_geometry,-0.6764234166951011,0.0,1
autocorrelation_length_px,iqr_centroid_y_std,other_stable_geometry,-0.7016098568998359,0.0,1
autocorrelation_length_px,trimmed_mean_fft_anisotropy,orientation_anisotropy,-0.7320396652252157,0.0,1
gradient_std,weighted_mean_median_eccentricity,elongated_bar_like,-0.7618760525671655,0.0,1
mean_abs_gradient,weighted_mean_mean_eccentricity,elongated_bar_like,-0.7762862863549569,0.0,1
gradient_std,std_median_eccentricity,elongated_bar_like,-0.7816183833607715,0.0,1
mean_abs_gradient,std_mean_eccentricity,elongated_bar_like,-0.7884219303490454,0.0,1
gradient_std,weighted_mean_projection_peak_count_y,other_stable_geometry,-0.808952949415169,0.0,1
mean_abs_gradient,std_centroid_y_mean,other_stable_geometry,-0.855130706897381,0.0,1
mean_abs_gradient,weighted_mean_projection_peak_count_y,other_stable_geometry,-0.8605589364739461,0.0,1
gradient_std,weighted_mean_mean_eccentricity,elongated_bar_like,-0.9689765927953635,0.0,1
mean_abs_gradient,std_centroid_y_std,other_stable_geometry,-1.0035600950703643,0.0,1
mean_abs_gradient,weighted_median_mean_eccentricity,elongated_bar_like,-1.0152962586134482,0.0,1
autocorrelation_length_px,std_mean_area,other_stable_geometry,-1.2000107484038836,0.0,1
autocorrelation_length_px,trimmed_mean_mask_confidence,mask_quality,-1.4134355409681802,0.0,1
mean_abs_gradient,std_median_eccentricity,elongated_bar_like,-1.4352568359154207,0.0,1
autocorrelation_length_px,weighted_median_artifact_candidate_count,mask_quality,-1.4744681348411177,0.0,1
autocorrelation_length_px,trimmed_mean_mean_area,other_stable_geometry,-1.5068896900813797,0.0,1
autocorrelation_length_px,std_nearest_neighbor_distance_mean,spacing_pairwise_distance,-1.7436287286219567,0.0,1
autocorrelation_length_px,trimmed_mean_median_eccentricity,elongated_bar_like,-1.8162589718663185,0.0,1
autocorrelation_length_px,weighted_median_component_density,spot_count_density,-1.9553065399682055,0.0,1
autocorrelation_length_px,iqr_pairwise_distance_hist_2,spacing_pairwise_distance,-2.454625263220805,0.0,1
autocorrelation_length_px,weighted_mean_fft_anisotropy,orientation_anisotropy,-2.553115419169103,0.0,1
autocorrelation_length_px,trimmed_mean_centroid_y_std,other_stable_geometry,-2.6557593189229465,0.0,1
autocorrelation_length_px,std_nearest_neighbor_distance_std,spacing_pairwise_distance,-3.0462450454815553,0.0,1
autocorrelation_length_px,std_projection_peak_prominence_x,other_stable_geometry,-3.6833973816961816,0.0,1
autocorrelation_length_px,weighted_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,-3.954139133583226,0.0,1
autocorrelation_length_px,weighted_mean_fft_mid_power,fft_psd,-4.281006597108899,0.0,1
autocorrelation_length_px,weighted_median_snr_score,mask_quality,-4.282401870246758,0.0,1
autocorrelation_length_px,weighted_mean_snr_score,mask_quality,-4.50118974957843,0.0,1
autocorrelation_length_px,iqr_mean_area,other_stable_geometry,-5.627570998129727,0.0,1
autocorrelation_length_px,std_fft_anisotropy,orientation_anisotropy,-5.803005045955047,0.0,1
autocorrelation_length_px,std_vertical_spacing_peak,spacing_pairwise_distance,-5.8662084567117745,0.0,1
autocorrelation_length_px,trimmed_mean_mean_eccentricity,elongated_bar_like,-6.000820654553991,0.0,1
autocorrelation_length_px,trimmed_mean_artifact_candidate_count,mask_quality,-6.549974059090346,0.0,1
autocorrelation_length_px,trimmed_mean_projection_peak_count_y,other_stable_geometry,-7.920018911388752,0.0,1
autocorrelation_length_px,trimmed_mean_pairwise_distance_hist_2,spacing_pairwise_distance,-9.489814119285938,0.0,1
autocorrelation_length_px,trimmed_mean_pairwise_distance_hist_3,spacing_pairwise_distance,-9.62340141781715,0.0,1
autocorrelation_length_px,iqr_right_side_component_fraction,other_stable_geometry,-9.697902870660755,0.0,1
autocorrelation_length_px,iqr_nearest_neighbor_distance_std,spacing_pairwise_distance,-9.848936546688833,0.0,1
autocorrelation_length_px,trimmed_mean_centroid_x_std,other_stable_geometry,-10.240730182165294,0.0,1
autocorrelation_length_px,iqr_median_eccentricity,elongated_bar_like,-10.906547624712289,0.0,1
autocorrelation_length_px,std_median_aspect_ratio,elongated_bar_like,-11.103273353490295,0.0,1
autocorrelation_length_px,weighted_median_nearest_neighbor_distance_mean,spacing_pairwise_distance,-11.806760780774653,0.0,1
autocorrelation_length_px,weighted_median_projection_peak_count_x,other_stable_geometry,-13.846748408436383,0.0,1
autocorrelation_length_px,trimmed_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,-14.635048041291498,0.0,1
autocorrelation_length_px,iqr_mask_confidence,mask_quality,-14.705316417375798,0.0,1
autocorrelation_length_px,iqr_fft_low_power,fft_psd,-14.724157447492644,0.0,1
autocorrelation_length_px,iqr_orientation_entropy,orientation_anisotropy,-16.290348761581868,0.0,1
autocorrelation_length_px,weighted_mean_pairwise_distance_hist_3,spacing_pairwise_distance,-19.66004717350745,0.0,1
autocorrelation_length_px,weighted_median_fft_anisotropy,orientation_anisotropy,-19.948683226497224,0.0,1
autocorrelation_length_px,iqr_component_density,spot_count_density,-19.95952662722391,0.0,1
autocorrelation_length_px,weighted_median_centroid_y_std,other_stable_geometry,-19.965399992155426,0.0,1
autocorrelation_length_px,iqr_fft_mid_power,fft_psd,-21.234409335201804,0.0,1
autocorrelation_length_px,iqr_centroid_y_mean,other_stable_geometry,-22.11883808217806,0.0,1
autocorrelation_length_px,iqr_spot_to_streak_ratio,elongated_bar_like,-22.68493099059708,0.0,1
autocorrelation_length_px,std_pairwise_distance_hist_3,spacing_pairwise_distance,-24.675589688164337,0.0,1
island_count,iqr_spot_to_streak_ratio,elongated_bar_like,-26.865618318784982,0.0,1
autocorrelation_length_px,iqr_mean_eccentricity,elongated_bar_like,-28.32716494253225,0.0,1
autocorrelation_length_px,iqr_pairwise_distance_hist_0,spacing_pairwise_distance,-29.294332590643876,0.0,1
island_count,std_elongated_spot_count,spot_count_density,-31.895187204238027,0.0,1
autocorrelation_length_px,weighted_median_nearest_neighbor_distance_std,spacing_pairwise_distance,-33.51730728055588,0.0,1
autocorrelation_length_px,std_diffuse_blob_count,other_stable_geometry,-34.325905635294475,0.0,1
autocorrelation_length_px,iqr_nearest_neighbor_distance_mean,spacing_pairwise_distance,-34.94177652838516,0.0,1
autocorrelation_length_px,std_fft_mid_power,fft_psd,-34.948278947656036,0.0,1
autocorrelation_length_px,iqr_center_component_fraction,other_stable_geometry,-37.00299895582691,0.0,1
autocorrelation_length_px,std_projection_peak_prominence_y,other_stable_geometry,-44.276259741685976,0.0,1
autocorrelation_length_px,iqr_projection_peak_count_y,other_stable_geometry,-51.17196885730948,0.0,1
autocorrelation_length_px,std_pairwise_distance_hist_0,spacing_pairwise_distance,-52.09739118469747,0.0,1
autocorrelation_length_px,weighted_mean_centroid_y_std,other_stable_geometry,-55.70321263064761,0.0,1
autocorrelation_length_px,weighted_median_projection_peak_count_y,other_stable_geometry,-56.985240123349854,0.0,1
autocorrelation_length_px,weighted_mean_pairwise_distance_hist_2,spacing_pairwise_distance,-64.52243379288632,0.0,1
autocorrelation_length_px,iqr_projection_peak_prominence_y,other_stable_geometry,-66.59655002165516,0.0,1
autocorrelation_length_px,std_mean_aspect_ratio,elongated_bar_like,-66.97164982796528,0.0,1
