descriptor,feature,group,mean_importance_delta_mse,std_importance_delta_mse,fold_count
gradient_std,std_pairwise_distance_hist_1,spacing_pairwise_distance,0.1344206105253427,0.0,1
mean_abs_gradient,iqr_fft_anisotropy,orientation_anisotropy,0.13352950726273605,0.0,1
mean_abs_gradient,weighted_mean_center_component_fraction,other_stable_geometry,0.1335145991960518,0.0,1
mean_abs_gradient,trimmed_mean_artifact_candidate_count,mask_quality,0.13139620692794196,0.0,1
gradient_std,weighted_median_nearest_neighbor_distance_mean,spacing_pairwise_distance,0.12594737350520013,0.0,1
gradient_std,weighted_mean_median_aspect_ratio,elongated_bar_like,0.12554648756721232,0.0,1
gradient_std,iqr_fft_anisotropy,orientation_anisotropy,0.12466243309600422,0.0,1
gradient_std,weighted_mean_mean_aspect_ratio,elongated_bar_like,0.12298406040690368,0.0,1
mean_abs_gradient,weighted_median_nearest_neighbor_distance_mean,spacing_pairwise_distance,0.11969347060090207,0.0,1
mean_abs_gradient,weighted_mean_mean_aspect_ratio,elongated_bar_like,0.11625241707665257,0.0,1
gradient_std,weighted_median_centroid_y_std,other_stable_geometry,0.11507323444909012,0.0,1
gradient_std,iqr_elongated_spot_count,spot_count_density,0.11311304949008161,0.0,1
mean_abs_gradient,weighted_median_total_component_count,spot_count_density,0.1124355816747995,0.0,1
gradient_std,weighted_median_projection_peak_count_y,other_stable_geometry,0.10726658513951826,0.0,1
mean_abs_gradient,weighted_median_centroid_y_std,other_stable_geometry,0.10372674380371372,0.0,1
mean_abs_gradient,iqr_fft_low_power,fft_psd,0.1035511857420861,0.0,1
gradient_std,std_median_aspect_ratio,elongated_bar_like,0.09583424841973631,0.0,1
mean_abs_gradient,iqr_mean_area,other_stable_geometry,0.09223538799686448,0.0,1
mean_abs_gradient,std_pairwise_distance_hist_0,spacing_pairwise_distance,0.08966304263528002,0.0,1
gradient_std,weighted_median_pairwise_distance_hist_3,spacing_pairwise_distance,0.0888596837113651,0.0,1
gradient_std,weighted_mean_right_side_component_fraction,other_stable_geometry,0.08634421362637035,0.0,1
mean_abs_gradient,weighted_median_right_side_component_fraction,other_stable_geometry,0.08613083459654014,0.0,1
gradient_std,iqr_fft_low_power,fft_psd,0.08253092179713262,0.0,1
mean_abs_gradient,weighted_mean_projection_peak_count_x,other_stable_geometry,0.08206841939326992,0.0,1
gradient_std,trimmed_mean_artifact_candidate_count,mask_quality,0.07658928013328214,0.0,1
gradient_anisotropy,std_bar_like_score,elongated_bar_like,0.07603250295258901,0.0,1
mean_abs_gradient,iqr_spot_to_streak_ratio,elongated_bar_like,0.07428709750382811,0.0,1
mean_abs_gradient,trimmed_mean_mean_aspect_ratio,elongated_bar_like,0.07391939244831391,0.0,1
mean_abs_gradient,weighted_mean_artifact_candidate_count,mask_quality,0.07244406003572124,0.0,1
mean_abs_gradient,weighted_mean_centroid_x_std,other_stable_geometry,0.07190458908139163,0.0,1
gradient_std,trimmed_mean_median_aspect_ratio,elongated_bar_like,0.0704599107708126,0.0,1
mean_abs_gradient,weighted_median_pairwise_distance_hist_0,spacing_pairwise_distance,0.07026121076831782,0.0,1
gradient_std,trimmed_mean_right_side_component_fraction,other_stable_geometry,0.0700790770328159,0.0,1
gradient_std,weighted_mean_projection_peak_count_x,other_stable_geometry,0.07007622154345494,0.0,1
gradient_std,iqr_total_component_count,spot_count_density,0.06921569663355731,0.0,1
gradient_std,trimmed_mean_ring_likeness_proxy,other_stable_geometry,0.06890177739397574,0.0,1
mean_abs_gradient,weighted_median_artifact_candidate_count,mask_quality,0.0688865444678255,0.0,1
gradient_std,weighted_mean_fft_mid_power,fft_psd,0.06829459918207403,0.0,1
mean_abs_gradient,trimmed_mean_median_aspect_ratio,elongated_bar_like,0.06537197245004389,0.0,1
gradient_std,weighted_median_pairwise_distance_hist_0,spacing_pairwise_distance,0.061871153260475875,0.0,1
mean_abs_gradient,iqr_projection_peak_prominence_x,other_stable_geometry,0.06067858155995598,0.0,1
mean_abs_gradient,weighted_median_elongated_spot_count,spot_count_density,0.060567669828866855,0.0,1
gradient_std,trimmed_mean_component_density,spot_count_density,0.05830321523852611,0.0,1
mean_abs_gradient,weighted_median_component_density,spot_count_density,0.05600667359980882,0.0,1
gradient_std,std_projection_peak_count_x,other_stable_geometry,0.0549555691072765,0.0,1
mean_abs_gradient,weighted_mean_fft_mid_power,fft_psd,0.054953001955568404,0.0,1
mean_abs_gradient,trimmed_mean_nearest_neighbor_distance_mean,spacing_pairwise_distance,0.05431219989037306,0.0,1
mean_abs_gradient,weighted_median_pairwise_distance_hist_3,spacing_pairwise_distance,0.054095854631921014,0.0,1
gradient_std,iqr_component_density,spot_count_density,0.05116824997258407,0.0,1
gradient_std,trimmed_mean_nearest_neighbor_distance_mean,spacing_pairwise_distance,0.050360025249429174,0.0,1
gradient_std,weighted_mean_centroid_x_std,other_stable_geometry,0.04988616985302219,0.0,1
mean_abs_gradient,trimmed_mean_total_component_count,spot_count_density,0.0495643577932432,0.0,1
gradient_anisotropy,weighted_median_centroid_y_std,other_stable_geometry,0.04937598538970411,0.0,1
gradient_std,weighted_median_elongated_spot_count,spot_count_density,0.04898691383687703,0.0,1
gradient_std,weighted_median_center_component_fraction,other_stable_geometry,0.04807579724932376,0.0,1
gradient_std,trimmed_mean_fft_mid_power,fft_psd,0.047869298321605136,0.0,1
mean_abs_gradient,iqr_projection_peak_count_y,other_stable_geometry,0.046333834922293704,0.0,1
gradient_anisotropy,weighted_median_centroid_x_std,other_stable_geometry,0.04384845815646232,0.0,1
mean_abs_gradient,iqr_component_density,spot_count_density,0.04268966173189703,0.0,1
mean_abs_gradient,weighted_mean_component_density,spot_count_density,0.041758224675934486,0.0,1
gradient_std,trimmed_mean_spot_to_streak_ratio,elongated_bar_like,0.04138337750784604,0.0,1
gradient_anisotropy,weighted_mean_centroid_x_std,other_stable_geometry,0.03968926492150049,0.0,1
mean_abs_gradient,std_projection_peak_count_y,other_stable_geometry,0.03871599520301583,0.0,1
gradient_std,trimmed_mean_centroid_x_mean,other_stable_geometry,0.03840121606812241,0.0,1
gradient_anisotropy,weighted_median_projection_peak_count_y,other_stable_geometry,0.03766891906201497,0.0,1
gradient_std,weighted_mean_artifact_candidate_count,mask_quality,0.03729789264776162,0.0,1
mean_abs_gradient,weighted_median_center_component_fraction,other_stable_geometry,0.0364323256549417,0.0,1
gradient_std,weighted_median_right_side_component_fraction,other_stable_geometry,0.035757533885212744,0.0,1
mean_abs_gradient,trimmed_mean_fft_mid_power,fft_psd,0.03549633673730046,0.0,1
gradient_std,weighted_median_artifact_candidate_count,mask_quality,0.035079776970536436,0.0,1
mean_abs_gradient,std_nearest_neighbor_distance_std,spacing_pairwise_distance,0.03459504570890459,0.0,1
gradient_anisotropy,weighted_mean_projection_peak_count_y,other_stable_geometry,0.03418067023962795,0.0,1
gradient_std,std_nearest_neighbor_distance_std,spacing_pairwise_distance,0.03377807842188618,0.0,1
gradient_anisotropy,std_orientation_entropy,orientation_anisotropy,0.03268930256220465,0.0,1
gradient_std,trimmed_mean_fft_low_power,fft_psd,0.032011064266463496,0.0,1
gradient_std,weighted_mean_total_component_count,spot_count_density,0.03187590223392034,0.0,1
gradient_std,std_center_component_fraction,other_stable_geometry,0.03090094388909259,0.0,1
gradient_std,weighted_mean_component_density,spot_count_density,0.029348915133131204,0.0,1
gradient_anisotropy,std_centroid_y_std,other_stable_geometry,0.028780613066604677,0.0,1
mean_abs_gradient,trimmed_mean_orientation_entropy,orientation_anisotropy,0.028474765622123144,0.0,1
gradient_anisotropy,weighted_mean_ring_likeness_proxy,other_stable_geometry,0.0282863860749748,0.0,1
gradient_std,iqr_centroid_x_std,other_stable_geometry,0.02799160946085788,0.0,1
mean_abs_gradient,iqr_fft_mid_power,fft_psd,0.027183601426776782,0.0,1
gradient_std,iqr_projection_peak_count_y,other_stable_geometry,0.02704972773134351,0.0,1
mean_abs_gradient,trimmed_mean_elongated_spot_count,spot_count_density,0.026409283434926323,0.0,1
gradient_anisotropy,std_projection_peak_prominence_y,other_stable_geometry,0.025861603096940133,0.0,1
mean_abs_gradient,trimmed_mean_spot_to_streak_ratio,elongated_bar_like,0.0257035664142089,0.0,1
mean_abs_gradient,iqr_centroid_y_mean,other_stable_geometry,0.024997906369555345,0.0,1
mean_abs_gradient,iqr_center_component_fraction,other_stable_geometry,0.02494626616683071,0.0,1
gradient_std,weighted_mean_spot_to_streak_ratio,elongated_bar_like,0.024514724936802068,0.0,1
gradient_anisotropy,std_centroid_y_mean,other_stable_geometry,0.02441781609380339,0.0,1
gradient_std,std_projection_peak_count_y,other_stable_geometry,0.023935347613113223,0.0,1
gradient_anisotropy,weighted_median_pairwise_distance_hist_2,spacing_pairwise_distance,0.023722518042352536,0.0,1
mean_abs_gradient,weighted_median_projection_peak_count_x,other_stable_geometry,0.02324197293281749,0.0,1
gradient_std,iqr_centroid_y_mean,other_stable_geometry,0.023139242878891686,0.0,1
gradient_std,iqr_spot_to_streak_ratio,elongated_bar_like,0.022059752437880498,0.0,1
gradient_anisotropy,std_centroid_x_mean,other_stable_geometry,0.021444104026501487,0.0,1
gradient_std,trimmed_mean_total_component_count,spot_count_density,0.020891923893064934,0.0,1
gradient_anisotropy,std_pairwise_distance_hist_0,spacing_pairwise_distance,0.01986498383624702,0.0,1
mean_abs_gradient,weighted_median_fft_low_power,fft_psd,0.019822942564491797,0.0,1
gradient_anisotropy,std_pairwise_distance_hist_2,spacing_pairwise_distance,0.019774350466276513,0.0,1
mean_abs_gradient,weighted_mean_spot_to_streak_ratio,elongated_bar_like,0.019450622991563193,0.0,1
mean_abs_gradient,std_nearest_neighbor_distance_mean,spacing_pairwise_distance,0.01905085654599148,0.0,1
mean_abs_gradient,trimmed_mean_centroid_y_std,other_stable_geometry,0.01899501571009221,0.0,1
gradient_std,trimmed_mean_elongated_spot_count,spot_count_density,0.01884984634202347,0.0,1
mean_abs_gradient,weighted_mean_total_component_count,spot_count_density,0.01879336486976424,0.0,1
mean_abs_gradient,trimmed_mean_centroid_x_mean,other_stable_geometry,0.01859099003412279,0.0,1
gradient_anisotropy,std_centroid_x_std,other_stable_geometry,0.018241873748799264,0.0,1
mean_abs_gradient,trimmed_mean_fft_low_power,fft_psd,0.017176383003418394,0.0,1
mean_abs_gradient,iqr_total_component_count,spot_count_density,0.01583232532914014,0.0,1
gradient_std,trimmed_mean_mean_aspect_ratio,elongated_bar_like,0.015821580696868676,0.0,1
gradient_anisotropy,weighted_mean_pairwise_distance_hist_3,spacing_pairwise_distance,0.014991730981707918,0.0,1
gradient_anisotropy,iqr_snr_score,mask_quality,0.014990215262724316,0.0,1
gradient_std,iqr_fft_mid_power,fft_psd,0.014441089163915954,0.0,1
gradient_anisotropy,std_snr_score,mask_quality,0.01418299350803337,0.0,1
gradient_anisotropy,weighted_median_centroid_x_mean,other_stable_geometry,0.01408721305476529,0.0,1
mean_abs_gradient,trimmed_mean_pairwise_distance_hist_3,spacing_pairwise_distance,0.014063183085227138,0.0,1
gradient_anisotropy,weighted_mean_total_component_count,spot_count_density,0.014055695779008948,0.0,1
gradient_std,weighted_mean_fft_low_power,fft_psd,0.013907331482072127,0.0,1
gradient_std,weighted_median_snr_score,mask_quality,0.013442169856579422,0.0,1
mean_abs_gradient,weighted_mean_fft_low_power,fft_psd,0.012962956224981781,0.0,1
gradient_anisotropy,std_component_density,spot_count_density,0.012930541415107077,0.0,1
gradient_anisotropy,weighted_median_pairwise_distance_hist_3,spacing_pairwise_distance,0.012837269745061164,0.0,1
gradient_std,trimmed_mean_snr_score,mask_quality,0.012550071053982759,0.0,1
gradient_anisotropy,weighted_mean_pairwise_distance_hist_2,spacing_pairwise_distance,0.012400946824720926,0.0,1
gradient_anisotropy,std_total_component_count,spot_count_density,0.01223380567275656,0.0,1
mean_abs_gradient,iqr_centroid_x_std,other_stable_geometry,0.012085276121511335,0.0,1
mean_abs_gradient,std_fft_anisotropy,orientation_anisotropy,0.011231356810234239,0.0,1
gradient_std,iqr_mean_area,other_stable_geometry,0.010926935289736317,0.0,1
mean_abs_gradient,weighted_mean_pairwise_distance_hist_3,spacing_pairwise_distance,0.010509181770562925,0.0,1
gradient_anisotropy,weighted_median_vertical_spacing_peak,spacing_pairwise_distance,0.010213027858933688,0.0,1
gradient_anisotropy,std_nearest_neighbor_distance_mean,spacing_pairwise_distance,0.010187782796716616,0.0,1
gradient_anisotropy,weighted_mean_component_density,spot_count_density,0.010128154979568482,0.0,1
gradient_anisotropy,std_fft_mid_power,fft_psd,0.010117821720288023,0.0,1
gradient_std,std_fft_anisotropy,orientation_anisotropy,0.01007656318792094,0.0,1
gradient_std,weighted_median_fft_mid_power,fft_psd,0.008951377240772551,0.0,1
mean_abs_gradient,trimmed_mean_component_density,spot_count_density,0.008856522034328407,0.0,1
gradient_anisotropy,iqr_center_component_fraction,other_stable_geometry,0.008558431113065368,0.0,1
mean_abs_gradient,iqr_nearest_neighbor_distance_mean,spacing_pairwise_distance,0.007943115639574394,0.0,1
gradient_std,iqr_median_eccentricity,elongated_bar_like,0.0077306579818778864,0.0,1
gradient_anisotropy,std_elongated_spot_count,spot_count_density,0.00764789821972478,0.0,1
gradient_std,weighted_mean_elongated_spot_count,spot_count_density,0.006993271027858405,0.0,1
gradient_anisotropy,weighted_mean_fft_anisotropy,orientation_anisotropy,0.006963696063393698,0.0,1
gradient_std,weighted_median_projection_peak_count_x,other_stable_geometry,0.006884006656175501,0.0,1
mean_abs_gradient,weighted_median_nearest_neighbor_distance_std,spacing_pairwise_distance,0.006710538809762134,0.0,1
gradient_std,iqr_centroid_x_mean,other_stable_geometry,0.006433826104460749,0.0,1
gradient_anisotropy,weighted_median_artifact_candidate_count,mask_quality,0.006354034240842854,0.0,1
mean_abs_gradient,iqr_projection_peak_prominence_y,other_stable_geometry,0.006288053097596169,0.0,1
gradient_anisotropy,weighted_median_total_component_count,spot_count_density,0.006131319752533504,0.0,1
gradient_anisotropy,std_ring_likeness_proxy,other_stable_geometry,0.005667706049806598,0.0,1
gradient_anisotropy,weighted_median_component_density,spot_count_density,0.005624858083866646,0.0,1
gradient_anisotropy,iqr_nearest_neighbor_distance_std,spacing_pairwise_distance,0.0050892646376591855,0.0,1
gradient_std,weighted_median_fft_low_power,fft_psd,0.005083550206410603,0.0,1
gradient_std,trimmed_mean_centroid_y_std,other_stable_geometry,0.0050441447475249035,0.0,1
gradient_anisotropy,weighted_median_spot_to_streak_ratio,elongated_bar_like,0.004737266308958821,0.0,1
gradient_std,std_mean_area,other_stable_geometry,0.004250878261298219,0.0,1
gradient_anisotropy,iqr_pairwise_distance_hist_3,spacing_pairwise_distance,0.0038835221446191226,0.0,1
gradient_anisotropy,weighted_mean_right_side_component_fraction,other_stable_geometry,0.0037248624910640737,0.0,1
mean_abs_gradient,iqr_pairwise_distance_hist_3,spacing_pairwise_distance,0.003570383702621527,0.0,1
gradient_anisotropy,std_right_side_component_fraction,other_stable_geometry,0.0034017114799012593,0.0,1
mean_abs_gradient,weighted_median_mean_area,other_stable_geometry,0.0032001292068937204,0.0,1
gradient_anisotropy,iqr_centroid_y_std,other_stable_geometry,0.003148662707538663,0.0,1
gradient_std,iqr_pairwise_distance_hist_3,spacing_pairwise_distance,0.0030313801602468438,0.0,1
gradient_std,weighted_median_mean_area,other_stable_geometry,0.0029741028965251104,0.0,1
mean_abs_gradient,weighted_median_median_eccentricity,elongated_bar_like,0.002845186721963877,0.0,1
gradient_anisotropy,weighted_mean_projection_peak_prominence_x,other_stable_geometry,0.002737401312801202,0.0,1
mean_abs_gradient,iqr_centroid_x_mean,other_stable_geometry,0.0025926144337962143,0.0,1
gradient_anisotropy,weighted_median_projection_peak_prominence_x,other_stable_geometry,0.0024957558488788445,0.0,1
gradient_anisotropy,weighted_mean_elongated_spot_count,spot_count_density,0.0024556845302792785,0.0,1
gradient_std,iqr_nearest_neighbor_distance_mean,spacing_pairwise_distance,0.0023615095019824395,0.0,1
gradient_std,std_spot_to_streak_ratio,elongated_bar_like,0.002294018692436506,0.0,1
gradient_anisotropy,trimmed_mean_centroid_x_std,other_stable_geometry,0.0020839863117511626,0.0,1
gradient_anisotropy,trimmed_mean_component_density,spot_count_density,0.002083822316316042,0.0,1
gradient_std,iqr_orientation_entropy,orientation_anisotropy,0.0020243031091813357,0.0,1
gradient_anisotropy,trimmed_mean_total_component_count,spot_count_density,0.0018071033479447607,0.0,1
gradient_anisotropy,iqr_fft_mid_power,fft_psd,0.0017596493360838017,0.0,1
gradient_anisotropy,trimmed_mean_projection_peak_count_y,other_stable_geometry,0.001635953927708933,0.0,1
gradient_anisotropy,std_mean_aspect_ratio,elongated_bar_like,0.0014362262817488314,0.0,1
gradient_std,std_pairwise_distance_hist_0,spacing_pairwise_distance,0.0013745829261058162,0.0,1
gradient_anisotropy,iqr_projection_peak_prominence_y,other_stable_geometry,0.001367077359651081,0.0,1
mean_abs_gradient,weighted_median_snr_score,mask_quality,0.0013267843666309176,0.0,1
mean_abs_gradient,std_projection_peak_prominence_x,other_stable_geometry,0.0013130512694123908,0.0,1
gradient_anisotropy,std_nearest_neighbor_distance_std,spacing_pairwise_distance,0.0013068097493845743,0.0,1
gradient_anisotropy,iqr_pairwise_distance_hist_0,spacing_pairwise_distance,0.0012578203541282473,0.0,1
mean_abs_gradient,trimmed_mean_center_component_fraction,other_stable_geometry,0.0011949195062150864,0.0,1
gradient_std,trimmed_mean_fft_anisotropy,orientation_anisotropy,0.0011691425580577786,0.0,1
mean_abs_gradient,weighted_median_fft_mid_power,fft_psd,0.0007748350800076409,0.0,1
gradient_anisotropy,weighted_median_orientation_entropy,orientation_anisotropy,0.0006368117014390884,0.0,1
gradient_anisotropy,weighted_median_fft_low_power,fft_psd,0.0006282589744312506,0.0,1
gradient_anisotropy,std_artifact_candidate_count,mask_quality,0.0004691595162814588,0.0,1
gradient_anisotropy,iqr_centroid_x_mean,other_stable_geometry,0.0004668112079411202,0.0,1
gradient_anisotropy,std_fft_anisotropy,orientation_anisotropy,0.00036506383032802736,0.0,1
gradient_anisotropy,iqr_median_aspect_ratio,elongated_bar_like,0.00021371999644514972,0.0,1
gradient_anisotropy,trimmed_mean_projection_peak_prominence_x,other_stable_geometry,0.0002121387042549605,0.0,1
gradient_anisotropy,weighted_mean_artifact_candidate_count,mask_quality,0.00020307919587525536,0.0,1
gradient_std,std_nearest_neighbor_distance_mean,spacing_pairwise_distance,0.00015423545236270542,0.0,1
gradient_anisotropy,weighted_median_ring_likeness_proxy,other_stable_geometry,0.00011067741282871912,0.0,1
gradient_anisotropy,weighted_median_right_side_component_fraction,other_stable_geometry,3.923886395817977e-05,0.0,1
gradient_anisotropy,iqr_pairwise_distance_hist_1,spacing_pairwise_distance,1.435780664255093e-05,0.0,1
gradient_anisotropy,iqr_centroid_y_mean,other_stable_geometry,4.313032475999901e-06,0.0,1
gradient_anisotropy,weighted_mean_nearest_neighbor_distance_mean,spacing_pairwise_distance,4.3074773656837095e-06,0.0,1
gradient_anisotropy,iqr_mean_eccentricity,elongated_bar_like,6.013314896025079e-08,0.0,1
autocorrelation_length_px,weighted_median_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
autocorrelation_length_px,trimmed_mean_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
autocorrelation_length_px,iqr_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
autocorrelation_length_px,weighted_mean_mask_confidence,mask_quality,0.0,0.0,1
autocorrelation_length_px,weighted_median_mask_confidence,mask_quality,0.0,0.0,1
autocorrelation_length_px,std_mask_confidence,mask_quality,0.0,0.0,1
gradient_anisotropy,weighted_median_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
gradient_anisotropy,trimmed_mean_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
gradient_anisotropy,iqr_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
gradient_anisotropy,weighted_mean_mask_confidence,mask_quality,0.0,0.0,1
gradient_anisotropy,weighted_median_mask_confidence,mask_quality,0.0,0.0,1
gradient_anisotropy,std_mask_confidence,mask_quality,0.0,0.0,1
gradient_std,weighted_median_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
gradient_std,trimmed_mean_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
gradient_std,iqr_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
gradient_std,weighted_mean_mask_confidence,mask_quality,0.0,0.0,1
gradient_std,weighted_median_mask_confidence,mask_quality,0.0,0.0,1
gradient_std,std_mask_confidence,mask_quality,0.0,0.0,1
island_count,weighted_median_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
island_count,trimmed_mean_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
island_count,iqr_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
island_count,weighted_mean_mask_confidence,mask_quality,0.0,0.0,1
island_count,weighted_median_mask_confidence,mask_quality,0.0,0.0,1
island_count,std_mask_confidence,mask_quality,0.0,0.0,1
island_count,iqr_mask_confidence,mask_quality,0.0,0.0,1
island_mean_area_px,weighted_median_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
island_mean_area_px,trimmed_mean_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
island_mean_area_px,iqr_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
island_mean_area_px,weighted_mean_mask_confidence,mask_quality,0.0,0.0,1
island_mean_area_px,weighted_median_mask_confidence,mask_quality,0.0,0.0,1
island_mean_area_px,std_mask_confidence,mask_quality,0.0,0.0,1
mean_abs_gradient,weighted_median_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
mean_abs_gradient,trimmed_mean_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
mean_abs_gradient,iqr_diffuse_blob_count,other_stable_geometry,0.0,0.0,1
mean_abs_gradient,weighted_mean_mask_confidence,mask_quality,0.0,0.0,1
mean_abs_gradient,weighted_median_mask_confidence,mask_quality,0.0,0.0,1
mean_abs_gradient,std_mask_confidence,mask_quality,0.0,0.0,1
gradient_anisotropy,weighted_mean_snr_score,mask_quality,-1.0652923076504006e-05,0.0,1
gradient_anisotropy,trimmed_mean_mask_confidence,mask_quality,-4.3167592170156865e-05,0.0,1
gradient_anisotropy,iqr_median_eccentricity,elongated_bar_like,-4.739109259410679e-05,0.0,1
gradient_anisotropy,iqr_mask_confidence,mask_quality,-8.675218639575544e-05,0.0,1
gradient_anisotropy,weighted_mean_centroid_y_std,other_stable_geometry,-0.0001048009635582492,0.0,1
gradient_anisotropy,iqr_spot_to_streak_ratio,elongated_bar_like,-0.0001231584851253964,0.0,1
gradient_anisotropy,trimmed_mean_fft_low_power,fft_psd,-0.00012459390578761775,0.0,1
gradient_anisotropy,trimmed_mean_artifact_candidate_count,mask_quality,-0.00018186574833617408,0.0,1
gradient_std,trimmed_mean_orientation_entropy,orientation_anisotropy,-0.000205241055812877,0.0,1
gradient_anisotropy,iqr_mean_aspect_ratio,elongated_bar_like,-0.00024884151259618736,0.0,1
gradient_anisotropy,iqr_artifact_candidate_count,mask_quality,-0.0002653817401380709,0.0,1
gradient_anisotropy,trimmed_mean_pairwise_distance_hist_3,spacing_pairwise_distance,-0.0003065578389956358,0.0,1
gradient_anisotropy,iqr_centroid_x_std,other_stable_geometry,-0.00042421939890180393,0.0,1
gradient_anisotropy,iqr_pairwise_distance_hist_2,spacing_pairwise_distance,-0.000470964424460818,0.0,1
gradient_std,std_projection_peak_prominence_x,other_stable_geometry,-0.0005257858017087003,0.0,1
mean_abs_gradient,std_fft_mid_power,fft_psd,-0.0005341258095965529,0.0,1
gradient_anisotropy,std_mean_area,other_stable_geometry,-0.0005398206503200442,0.0,1
gradient_anisotropy,std_pairwise_distance_hist_3,spacing_pairwise_distance,-0.0005429785750268312,0.0,1
gradient_anisotropy,trimmed_mean_nearest_neighbor_distance_mean,spacing_pairwise_distance,-0.0007400452372220978,0.0,1
gradient_anisotropy,iqr_projection_peak_count_y,other_stable_geometry,-0.0007671122877928593,0.0,1
gradient_anisotropy,iqr_bar_like_score,elongated_bar_like,-0.0008587684181760591,0.0,1
gradient_anisotropy,weighted_median_mean_area,other_stable_geometry,-0.0008747912960869741,0.0,1
gradient_std,weighted_mean_pairwise_distance_hist_3,spacing_pairwise_distance,-0.000894777919373535,0.0,1
mean_abs_gradient,weighted_mean_elongated_spot_count,spot_count_density,-0.0009752267371769818,0.0,1
gradient_anisotropy,trimmed_mean_center_component_fraction,other_stable_geometry,-0.001033404970916696,0.0,1
gradient_anisotropy,iqr_projection_peak_prominence_x,other_stable_geometry,-0.0010854659519420329,0.0,1
gradient_anisotropy,weighted_median_snr_score,mask_quality,-0.0011244507683235705,0.0,1
gradient_anisotropy,trimmed_mean_fft_mid_power,fft_psd,-0.001224650517382353,0.0,1
gradient_anisotropy,weighted_mean_diffuse_blob_count,other_stable_geometry,-0.0012272825620621708,0.0,1
gradient_anisotropy,weighted_median_fft_mid_power,fft_psd,-0.0012381041438527252,0.0,1
gradient_anisotropy,trimmed_mean_pairwise_distance_hist_2,spacing_pairwise_distance,-0.001249887051710863,0.0,1
mean_abs_gradient,weighted_median_pairwise_distance_hist_2,spacing_pairwise_distance,-0.0013990153695075946,0.0,1
gradient_anisotropy,iqr_orientation_entropy,orientation_anisotropy,-0.0014512989168157797,0.0,1
gradient_anisotropy,weighted_median_fft_anisotropy,orientation_anisotropy,-0.0015132684590035694,0.0,1
gradient_anisotropy,std_pairwise_distance_hist_1,spacing_pairwise_distance,-0.0016399320907309334,0.0,1
mean_abs_gradient,iqr_orientation_entropy,orientation_anisotropy,-0.0017488774017868636,0.0,1
gradient_anisotropy,std_projection_peak_prominence_x,other_stable_geometry,-0.0017690756023157062,0.0,1
gradient_std,weighted_median_projection_peak_prominence_x,other_stable_geometry,-0.0019615586663443985,0.0,1
gradient_anisotropy,weighted_mean_spot_to_streak_ratio,elongated_bar_like,-0.001988646755914536,0.0,1
gradient_anisotropy,weighted_mean_fft_mid_power,fft_psd,-0.002011827385994147,0.0,1
mean_abs_gradient,weighted_mean_mean_area,other_stable_geometry,-0.0021035077039854855,0.0,1
gradient_anisotropy,trimmed_mean_snr_score,mask_quality,-0.0023679548571637343,0.0,1
gradient_anisotropy,weighted_mean_centroid_x_mean,other_stable_geometry,-0.002427273916918493,0.0,1
mean_abs_gradient,iqr_projection_peak_count_x,other_stable_geometry,-0.0024736056423506625,0.0,1
mean_abs_gradient,iqr_median_eccentricity,elongated_bar_like,-0.002506286871328811,0.0,1
gradient_anisotropy,iqr_right_side_component_fraction,other_stable_geometry,-0.0025528315970675397,0.0,1
gradient_anisotropy,trimmed_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,-0.0025661809632986365,0.0,1
gradient_anisotropy,trimmed_mean_ring_likeness_proxy,other_stable_geometry,-0.0025858667589255258,0.0,1
gradient_std,weighted_mean_pairwise_distance_hist_0,spacing_pairwise_distance,-0.0025882821835940817,0.0,1
gradient_std,trimmed_mean_pairwise_distance_hist_3,spacing_pairwise_distance,-0.0026731258896175447,0.0,1
gradient_anisotropy,std_diffuse_blob_count,other_stable_geometry,-0.0027502159419051098,0.0,1
gradient_anisotropy,weighted_median_projection_peak_prominence_y,other_stable_geometry,-0.0027608580873531574,0.0,1
gradient_anisotropy,weighted_mean_mean_area,other_stable_geometry,-0.002770811834451381,0.0,1
gradient_anisotropy,trimmed_mean_centroid_y_std,other_stable_geometry,-0.002810570732833362,0.0,1
gradient_anisotropy,weighted_mean_vertical_spacing_peak,spacing_pairwise_distance,-0.0029741778242207695,0.0,1
gradient_std,iqr_center_component_fraction,other_stable_geometry,-0.0031463846116470684,0.0,1
gradient_anisotropy,trimmed_mean_vertical_spacing_peak,spacing_pairwise_distance,-0.003155282355815081,0.0,1
