fold_id,repeat,descriptor,feature,group,base_mse,permuted_mse,importance_delta_mse
original_mvp9,0,autocorrelation_length_px,std_mean_area,other_stable_geometry,679.108842193526,677.9088314451221,-1.2000107484038836
original_mvp9,0,autocorrelation_length_px,iqr_mean_area,other_stable_geometry,679.108842193526,673.4812711953963,-5.627570998129727
original_mvp9,0,autocorrelation_length_px,weighted_mean_mean_aspect_ratio,elongated_bar_like,679.108842193526,717.0791607237669,37.97031853024089
original_mvp9,0,autocorrelation_length_px,weighted_median_mean_aspect_ratio,elongated_bar_like,679.108842193526,688.0297271727252,8.920884979199172
original_mvp9,0,autocorrelation_length_px,trimmed_mean_mean_aspect_ratio,elongated_bar_like,679.108842193526,691.815612966957,12.706770773431003
original_mvp9,0,autocorrelation_length_px,std_mean_aspect_ratio,elongated_bar_like,679.108842193526,612.1371923655607,-66.97164982796528
original_mvp9,0,autocorrelation_length_px,iqr_mean_aspect_ratio,elongated_bar_like,679.108842193526,687.9709058802881,8.862063686762099
original_mvp9,0,autocorrelation_length_px,weighted_mean_median_aspect_ratio,elongated_bar_like,679.108842193526,834.7392407173021,155.63039852377608
original_mvp9,0,autocorrelation_length_px,weighted_median_median_aspect_ratio,elongated_bar_like,679.108842193526,890.1594953881238,211.05065319459777
original_mvp9,0,autocorrelation_length_px,trimmed_mean_median_aspect_ratio,elongated_bar_like,679.108842193526,714.9643565283636,35.85551433483761
original_mvp9,0,autocorrelation_length_px,std_median_aspect_ratio,elongated_bar_like,679.108842193526,668.0055688400357,-11.103273353490295
original_mvp9,0,autocorrelation_length_px,iqr_median_aspect_ratio,elongated_bar_like,679.108842193526,679.736749981711,0.6279077881849844
original_mvp9,0,autocorrelation_length_px,weighted_mean_mean_eccentricity,elongated_bar_like,679.108842193526,560.1510026275422,-118.95783956598382
original_mvp9,0,autocorrelation_length_px,weighted_median_mean_eccentricity,elongated_bar_like,679.108842193526,563.6824952816256,-115.4263469119004
original_mvp9,0,autocorrelation_length_px,trimmed_mean_mean_eccentricity,elongated_bar_like,679.108842193526,673.108021538972,-6.000820654553991
original_mvp9,0,autocorrelation_length_px,std_mean_eccentricity,elongated_bar_like,679.108842193526,744.9336529786368,65.8248107851108
original_mvp9,0,autocorrelation_length_px,iqr_mean_eccentricity,elongated_bar_like,679.108842193526,650.7816772509938,-28.32716494253225
original_mvp9,0,autocorrelation_length_px,weighted_mean_median_eccentricity,elongated_bar_like,679.108842193526,700.067618730962,20.958776537435938
original_mvp9,0,autocorrelation_length_px,weighted_median_median_eccentricity,elongated_bar_like,679.108842193526,1099.871875451592,420.7630332580659
original_mvp9,0,autocorrelation_length_px,trimmed_mean_median_eccentricity,elongated_bar_like,679.108842193526,677.2925832216597,-1.8162589718663185
original_mvp9,0,autocorrelation_length_px,std_median_eccentricity,elongated_bar_like,679.108842193526,565.0949724190519,-114.01386977447407
original_mvp9,0,autocorrelation_length_px,iqr_median_eccentricity,elongated_bar_like,679.108842193526,668.2022945688137,-10.906547624712289
original_mvp9,0,autocorrelation_length_px,weighted_mean_orientation_entropy,orientation_anisotropy,679.108842193526,762.6130112213326,83.5041690278066
original_mvp9,0,autocorrelation_length_px,weighted_median_orientation_entropy,orientation_anisotropy,679.108842193526,808.0609798360451,128.95213764251912
original_mvp9,0,autocorrelation_length_px,trimmed_mean_orientation_entropy,orientation_anisotropy,679.108842193526,693.3901155523108,14.281273358784802
original_mvp9,0,autocorrelation_length_px,std_orientation_entropy,orientation_anisotropy,679.108842193526,520.5984710022766,-158.51037119124942
original_mvp9,0,autocorrelation_length_px,iqr_orientation_entropy,orientation_anisotropy,679.108842193526,662.8184934319441,-16.290348761581868
original_mvp9,0,autocorrelation_length_px,weighted_mean_centroid_x_mean,other_stable_geometry,679.108842193526,735.2996345093742,56.19079231584817
original_mvp9,0,autocorrelation_length_px,weighted_median_centroid_x_mean,other_stable_geometry,679.108842193526,713.2859494670076,34.177107273481624
original_mvp9,0,autocorrelation_length_px,trimmed_mean_centroid_x_mean,other_stable_geometry,679.108842193526,689.0137151192449,9.904872925718905
original_mvp9,0,autocorrelation_length_px,std_centroid_x_mean,other_stable_geometry,679.108842193526,597.8694391514506,-81.23940304207542
original_mvp9,0,autocorrelation_length_px,iqr_centroid_x_mean,other_stable_geometry,679.108842193526,695.6576934999692,16.548851306443225
original_mvp9,0,autocorrelation_length_px,weighted_mean_centroid_x_std,other_stable_geometry,679.108842193526,603.3904500856688,-75.7183921078572
original_mvp9,0,autocorrelation_length_px,weighted_median_centroid_x_std,other_stable_geometry,679.108842193526,679.5459437041413,0.4371015106153209
original_mvp9,0,autocorrelation_length_px,trimmed_mean_centroid_x_std,other_stable_geometry,679.108842193526,668.8681120113607,-10.240730182165294
original_mvp9,0,autocorrelation_length_px,std_centroid_x_std,other_stable_geometry,679.108842193526,526.1440237672049,-152.96481842632113
original_mvp9,0,autocorrelation_length_px,iqr_centroid_x_std,other_stable_geometry,679.108842193526,680.4082642801733,1.2994220866472688
original_mvp9,0,autocorrelation_length_px,weighted_mean_centroid_y_mean,other_stable_geometry,679.108842193526,545.2431397857033,-133.8657024078227
original_mvp9,0,autocorrelation_length_px,weighted_median_centroid_y_mean,other_stable_geometry,679.108842193526,556.2532833437265,-122.85555884979954
original_mvp9,0,autocorrelation_length_px,trimmed_mean_centroid_y_mean,other_stable_geometry,679.108842193526,680.0429149978,0.9340728042740238
original_mvp9,0,autocorrelation_length_px,std_centroid_y_mean,other_stable_geometry,679.108842193526,762.5057560790804,83.39691388555434
original_mvp9,0,autocorrelation_length_px,iqr_centroid_y_mean,other_stable_geometry,679.108842193526,656.990004111348,-22.11883808217806
original_mvp9,0,autocorrelation_length_px,weighted_mean_centroid_y_std,other_stable_geometry,679.108842193526,623.4056295628784,-55.70321263064761
original_mvp9,0,autocorrelation_length_px,weighted_median_centroid_y_std,other_stable_geometry,679.108842193526,659.1434422013706,-19.965399992155426
original_mvp9,0,autocorrelation_length_px,trimmed_mean_centroid_y_std,other_stable_geometry,679.108842193526,676.4530828746031,-2.6557593189229465
original_mvp9,0,autocorrelation_length_px,std_centroid_y_std,other_stable_geometry,679.108842193526,599.894421829274,-79.21442036425196
original_mvp9,0,autocorrelation_length_px,iqr_centroid_y_std,other_stable_geometry,679.108842193526,678.4072323366262,-0.7016098568998359
original_mvp9,0,autocorrelation_length_px,weighted_mean_right_side_component_fraction,other_stable_geometry,679.108842193526,688.9299768702392,9.8211346767132
original_mvp9,0,autocorrelation_length_px,weighted_median_right_side_component_fraction,other_stable_geometry,679.108842193526,680.5921142780256,1.4832720844996174
original_mvp9,0,autocorrelation_length_px,trimmed_mean_right_side_component_fraction,other_stable_geometry,679.108842193526,716.8803527113297,37.77151051780368
original_mvp9,0,autocorrelation_length_px,std_right_side_component_fraction,other_stable_geometry,679.108842193526,685.4373153585663,6.328473165040236
original_mvp9,0,autocorrelation_length_px,iqr_right_side_component_fraction,other_stable_geometry,679.108842193526,669.4109393228653,-9.697902870660755
original_mvp9,0,autocorrelation_length_px,weighted_mean_center_component_fraction,other_stable_geometry,679.108842193526,717.9093908804248,38.800548686898765
original_mvp9,0,autocorrelation_length_px,weighted_median_center_component_fraction,other_stable_geometry,679.108842193526,690.8252699358736,11.716427742347605
original_mvp9,0,autocorrelation_length_px,trimmed_mean_center_component_fraction,other_stable_geometry,679.108842193526,686.8494010672349,7.740558873708892
original_mvp9,0,autocorrelation_length_px,std_center_component_fraction,other_stable_geometry,679.108842193526,704.7948043567193,25.685962163193267
original_mvp9,0,autocorrelation_length_px,iqr_center_component_fraction,other_stable_geometry,679.108842193526,642.1058432376991,-37.00299895582691
original_mvp9,0,autocorrelation_length_px,weighted_mean_nearest_neighbor_distance_mean,spacing_pairwise_distance,679.108842193526,679.5202070933776,0.4113648998516055
original_mvp9,0,autocorrelation_length_px,weighted_median_nearest_neighbor_distance_mean,spacing_pairwise_distance,679.108842193526,667.3020814127514,-11.806760780774653
original_mvp9,0,autocorrelation_length_px,trimmed_mean_nearest_neighbor_distance_mean,spacing_pairwise_distance,679.108842193526,680.5490181383313,1.4401759448053326
original_mvp9,0,autocorrelation_length_px,std_nearest_neighbor_distance_mean,spacing_pairwise_distance,679.108842193526,677.3652134649041,-1.7436287286219567
original_mvp9,0,autocorrelation_length_px,iqr_nearest_neighbor_distance_mean,spacing_pairwise_distance,679.108842193526,644.1670656651409,-34.94177652838516
original_mvp9,0,autocorrelation_length_px,weighted_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,679.108842193526,675.1547030599428,-3.954139133583226
original_mvp9,0,autocorrelation_length_px,weighted_median_nearest_neighbor_distance_std,spacing_pairwise_distance,679.108842193526,645.5915349129701,-33.51730728055588
original_mvp9,0,autocorrelation_length_px,trimmed_mean_nearest_neighbor_distance_std,spacing_pairwise_distance,679.108842193526,664.4737941522345,-14.635048041291498
original_mvp9,0,autocorrelation_length_px,std_nearest_neighbor_distance_std,spacing_pairwise_distance,679.108842193526,676.0625971480445,-3.0462450454815553
original_mvp9,0,autocorrelation_length_px,iqr_nearest_neighbor_distance_std,spacing_pairwise_distance,679.108842193526,669.2599056468372,-9.848936546688833
original_mvp9,0,autocorrelation_length_px,weighted_mean_vertical_spacing_peak,spacing_pairwise_distance,679.108842193526,696.256979562595,17.14813736906899
original_mvp9,0,autocorrelation_length_px,weighted_median_vertical_spacing_peak,spacing_pairwise_distance,679.108842193526,718.7254787553751,39.61663656184908
original_mvp9,0,autocorrelation_length_px,trimmed_mean_vertical_spacing_peak,spacing_pairwise_distance,679.108842193526,700.9368930411015,21.82805084757547
original_mvp9,0,autocorrelation_length_px,std_vertical_spacing_peak,spacing_pairwise_distance,679.108842193526,673.2426337368142,-5.8662084567117745
original_mvp9,0,autocorrelation_length_px,iqr_vertical_spacing_peak,spacing_pairwise_distance,679.108842193526,597.6812321036008,-81.42761008992522
original_mvp9,0,autocorrelation_length_px,weighted_mean_projection_peak_count_x,other_stable_geometry,679.108842193526,689.4300602359145,10.321218042388523
original_mvp9,0,autocorrelation_length_px,weighted_median_projection_peak_count_x,other_stable_geometry,679.108842193526,665.2620937850896,-13.846748408436383
original_mvp9,0,autocorrelation_length_px,trimmed_mean_projection_peak_count_x,other_stable_geometry,679.108842193526,686.8303991681787,7.721556974652685
original_mvp9,0,autocorrelation_length_px,std_projection_peak_count_x,other_stable_geometry,679.108842193526,693.7001107654869,14.591268571960882
original_mvp9,0,autocorrelation_length_px,iqr_projection_peak_count_x,other_stable_geometry,679.108842193526,738.7439373029142,59.6350951093882
original_mvp9,0,autocorrelation_length_px,weighted_mean_projection_peak_count_y,other_stable_geometry,679.108842193526,597.0704955111125,-82.03834668241348
original_mvp9,0,autocorrelation_length_px,weighted_median_projection_peak_count_y,other_stable_geometry,679.108842193526,622.1236020701762,-56.985240123349854
original_mvp9,0,autocorrelation_length_px,trimmed_mean_projection_peak_count_y,other_stable_geometry,679.108842193526,671.1888232821373,-7.920018911388752
original_mvp9,0,autocorrelation_length_px,std_projection_peak_count_y,other_stable_geometry,679.108842193526,788.6999845350856,109.59114234155959
original_mvp9,0,autocorrelation_length_px,iqr_projection_peak_count_y,other_stable_geometry,679.108842193526,627.9368733362165,-51.17196885730948
original_mvp9,0,autocorrelation_length_px,weighted_mean_projection_peak_prominence_x,other_stable_geometry,679.108842193526,686.5170238035648,7.40818161003881
original_mvp9,0,autocorrelation_length_px,weighted_median_projection_peak_prominence_x,other_stable_geometry,679.108842193526,680.8442986203954,1.7354564268694048
original_mvp9,0,autocorrelation_length_px,trimmed_mean_projection_peak_prominence_x,other_stable_geometry,679.108842193526,679.5093278582982,0.40048566477219083
original_mvp9,0,autocorrelation_length_px,std_projection_peak_prominence_x,other_stable_geometry,679.108842193526,675.4254448118298,-3.6833973816961816
original_mvp9,0,autocorrelation_length_px,iqr_projection_peak_prominence_x,other_stable_geometry,679.108842193526,761.5138077461996,82.40496555267362
original_mvp9,0,autocorrelation_length_px,weighted_mean_projection_peak_prominence_y,other_stable_geometry,679.108842193526,793.0134506185336,113.90460842500761
original_mvp9,0,autocorrelation_length_px,weighted_median_projection_peak_prominence_y,other_stable_geometry,679.108842193526,699.3890758131192,20.28023361959322
original_mvp9,0,autocorrelation_length_px,trimmed_mean_projection_peak_prominence_y,other_stable_geometry,679.108842193526,698.5061270888102,19.3972848952842
original_mvp9,0,autocorrelation_length_px,std_projection_peak_prominence_y,other_stable_geometry,679.108842193526,634.83258245184,-44.276259741685976
original_mvp9,0,autocorrelation_length_px,iqr_projection_peak_prominence_y,other_stable_geometry,679.108842193526,612.5122921718709,-66.59655002165516
original_mvp9,0,autocorrelation_length_px,weighted_mean_fft_low_power,fft_psd,679.108842193526,684.7474872417914,5.638645048265403
original_mvp9,0,autocorrelation_length_px,weighted_median_fft_low_power,fft_psd,679.108842193526,696.2891740323066,17.180331838780603
original_mvp9,0,autocorrelation_length_px,trimmed_mean_fft_low_power,fft_psd,679.108842193526,688.8533692628537,9.74452706932766
original_mvp9,0,autocorrelation_length_px,std_fft_low_power,fft_psd,679.108842193526,592.5979629174977,-86.51087927602828
original_mvp9,0,autocorrelation_length_px,iqr_fft_low_power,fft_psd,679.108842193526,664.3846847460334,-14.724157447492644
original_mvp9,0,autocorrelation_length_px,weighted_mean_fft_mid_power,fft_psd,679.108842193526,674.8278355964171,-4.281006597108899
original_mvp9,0,autocorrelation_length_px,weighted_median_fft_mid_power,fft_psd,679.108842193526,681.117021235107,2.008179041581002
original_mvp9,0,autocorrelation_length_px,trimmed_mean_fft_mid_power,fft_psd,679.108842193526,679.6373357943096,0.5284936007835768
original_mvp9,0,autocorrelation_length_px,std_fft_mid_power,fft_psd,679.108842193526,644.16056324587,-34.948278947656036
original_mvp9,0,autocorrelation_length_px,iqr_fft_mid_power,fft_psd,679.108842193526,657.8744328583242,-21.234409335201804
original_mvp9,0,autocorrelation_length_px,weighted_mean_fft_anisotropy,orientation_anisotropy,679.108842193526,676.5557267743569,-2.553115419169103
original_mvp9,0,autocorrelation_length_px,weighted_median_fft_anisotropy,orientation_anisotropy,679.108842193526,659.1601589670288,-19.948683226497224
original_mvp9,0,autocorrelation_length_px,trimmed_mean_fft_anisotropy,orientation_anisotropy,679.108842193526,678.3768025283008,-0.7320396652252157
original_mvp9,0,autocorrelation_length_px,std_fft_anisotropy,orientation_anisotropy,679.108842193526,673.305837147571,-5.803005045955047
original_mvp9,0,autocorrelation_length_px,iqr_fft_anisotropy,orientation_anisotropy,679.108842193526,695.5768863342947,16.46804414076871
original_mvp9,0,autocorrelation_length_px,weighted_mean_ring_likeness_proxy,other_stable_geometry,679.108842193526,805.9325816450402,126.82373945151414
original_mvp9,0,autocorrelation_length_px,weighted_median_ring_likeness_proxy,other_stable_geometry,679.108842193526,709.0415375143838,29.93269532085776
original_mvp9,0,autocorrelation_length_px,trimmed_mean_ring_likeness_proxy,other_stable_geometry,679.108842193526,695.0685949900272,15.95975279650122
original_mvp9,0,autocorrelation_length_px,std_ring_likeness_proxy,other_stable_geometry,679.108842193526,754.1012823081414,74.99244011461542
original_mvp9,0,autocorrelation_length_px,iqr_ring_likeness_proxy,other_stable_geometry,679.108842193526,536.426035320333,-142.68280687319304
original_mvp9,0,autocorrelation_length_px,weighted_mean_spot_to_streak_ratio,elongated_bar_like,679.108842193526,703.8862901058211,24.777447912295088
original_mvp9,0,autocorrelation_length_px,weighted_median_spot_to_streak_ratio,elongated_bar_like,679.108842193526,691.1101978172071,12.001355623681093
original_mvp9,0,autocorrelation_length_px,trimmed_mean_spot_to_streak_ratio,elongated_bar_like,679.108842193526,703.2816824621863,24.172840268660252
original_mvp9,0,autocorrelation_length_px,std_spot_to_streak_ratio,elongated_bar_like,679.108842193526,715.5302653902057,36.42142319667971
original_mvp9,0,autocorrelation_length_px,iqr_spot_to_streak_ratio,elongated_bar_like,679.108842193526,656.4239112029289,-22.68493099059708
original_mvp9,0,autocorrelation_length_px,weighted_mean_bar_like_score,elongated_bar_like,679.108842193526,699.980279979151,20.87143778562495
original_mvp9,0,autocorrelation_length_px,weighted_median_bar_like_score,elongated_bar_like,679.108842193526,701.9834097907152,22.874567597189184
original_mvp9,0,autocorrelation_length_px,trimmed_mean_bar_like_score,elongated_bar_like,679.108842193526,679.0779150640635,-0.03092712946249776
original_mvp9,0,autocorrelation_length_px,std_bar_like_score,elongated_bar_like,679.108842193526,680.4491862546619,1.340344061135852
original_mvp9,0,autocorrelation_length_px,iqr_bar_like_score,elongated_bar_like,679.108842193526,681.8978543623913,2.78901216886527
original_mvp9,0,autocorrelation_length_px,weighted_mean_mask_confidence,mask_quality,679.108842193526,679.108842193526,0.0
original_mvp9,0,autocorrelation_length_px,weighted_median_mask_confidence,mask_quality,679.108842193526,679.108842193526,0.0
original_mvp9,0,autocorrelation_length_px,trimmed_mean_mask_confidence,mask_quality,679.108842193526,677.6954066525578,-1.4134355409681802
original_mvp9,0,autocorrelation_length_px,std_mask_confidence,mask_quality,679.108842193526,679.108842193526,0.0
original_mvp9,0,autocorrelation_length_px,iqr_mask_confidence,mask_quality,679.108842193526,664.4035257761502,-14.705316417375798
original_mvp9,0,autocorrelation_length_px,weighted_mean_snr_score,mask_quality,679.108842193526,674.6076524439476,-4.50118974957843
original_mvp9,0,autocorrelation_length_px,weighted_median_snr_score,mask_quality,679.108842193526,674.8264403232793,-4.282401870246758
original_mvp9,0,autocorrelation_length_px,trimmed_mean_snr_score,mask_quality,679.108842193526,680.8152458538223,1.706403660296246
original_mvp9,0,autocorrelation_length_px,std_snr_score,mask_quality,679.108842193526,687.3165122887868,8.207670095260823
original_mvp9,0,autocorrelation_length_px,iqr_snr_score,mask_quality,679.108842193526,526.1378205898308,-152.97102160369525
original_mvp9,0,autocorrelation_length_px,weighted_mean_pairwise_distance_hist_0,spacing_pairwise_distance,679.108842193526,714.677400605382,35.568558411855975
original_mvp9,0,autocorrelation_length_px,weighted_median_pairwise_distance_hist_0,spacing_pairwise_distance,679.108842193526,679.812806005842,0.703963812316033
original_mvp9,0,autocorrelation_length_px,trimmed_mean_pairwise_distance_hist_0,spacing_pairwise_distance,679.108842193526,681.4599221527444,2.3510799592183957
original_mvp9,0,autocorrelation_length_px,std_pairwise_distance_hist_0,spacing_pairwise_distance,679.108842193526,627.0114510088285,-52.09739118469747
original_mvp9,0,autocorrelation_length_px,iqr_pairwise_distance_hist_0,spacing_pairwise_distance,679.108842193526,649.8145096028821,-29.294332590643876
original_mvp9,0,autocorrelation_length_px,weighted_mean_pairwise_distance_hist_1,spacing_pairwise_distance,679.108842193526,812.3414876742995,133.2326454807735
original_mvp9,0,autocorrelation_length_px,weighted_median_pairwise_distance_hist_1,spacing_pairwise_distance,679.108842193526,765.5434948556856,86.43465266215958
original_mvp9,0,autocorrelation_length_px,trimmed_mean_pairwise_distance_hist_1,spacing_pairwise_distance,679.108842193526,753.3507354204249,74.24189322689892
original_mvp9,0,autocorrelation_length_px,std_pairwise_distance_hist_1,spacing_pairwise_distance,679.108842193526,423.2817499275524,-255.8270922659736
original_mvp9,0,autocorrelation_length_px,iqr_pairwise_distance_hist_1,spacing_pairwise_distance,679.108842193526,683.0452921872374,3.936449993711335
original_mvp9,0,autocorrelation_length_px,weighted_mean_pairwise_distance_hist_2,spacing_pairwise_distance,679.108842193526,614.5864084006397,-64.52243379288632
original_mvp9,0,autocorrelation_length_px,weighted_median_pairwise_distance_hist_2,spacing_pairwise_distance,679.108842193526,600.2313356800506,-78.8775065134754
original_mvp9,0,autocorrelation_length_px,trimmed_mean_pairwise_distance_hist_2,spacing_pairwise_distance,679.108842193526,669.6190280742401,-9.489814119285938
original_mvp9,0,autocorrelation_length_px,std_pairwise_distance_hist_2,spacing_pairwise_distance,679.108842193526,748.8779237986225,69.76908160509652
original_mvp9,0,autocorrelation_length_px,iqr_pairwise_distance_hist_2,spacing_pairwise_distance,679.108842193526,676.6542169303052,-2.454625263220805
original_mvp9,0,autocorrelation_length_px,weighted_mean_pairwise_distance_hist_3,spacing_pairwise_distance,679.108842193526,659.4487950200186,-19.66004717350745
original_mvp9,0,autocorrelation_length_px,weighted_median_pairwise_distance_hist_3,spacing_pairwise_distance,679.108842193526,685.7286155950931,6.619773401567045
original_mvp9,0,autocorrelation_length_px,trimmed_mean_pairwise_distance_hist_3,spacing_pairwise_distance,679.108842193526,669.4854407757089,-9.62340141781715
original_mvp9,0,autocorrelation_length_px,std_pairwise_distance_hist_3,spacing_pairwise_distance,679.108842193526,654.4332525053617,-24.675589688164337
original_mvp9,0,autocorrelation_length_px,iqr_pairwise_distance_hist_3,spacing_pairwise_distance,679.108842193526,811.6819327081216,132.5730905145956
original_mvp9,0,gradient_anisotropy,weighted_mean_total_component_count,spot_count_density,0.4548775387668901,0.468933234545899,0.014055695779008948
original_mvp9,0,gradient_anisotropy,weighted_median_total_component_count,spot_count_density,0.4548775387668901,0.4610088585194236,0.006131319752533504
original_mvp9,0,gradient_anisotropy,trimmed_mean_total_component_count,spot_count_density,0.4548775387668901,0.45668464211483484,0.0018071033479447607
original_mvp9,0,gradient_anisotropy,std_total_component_count,spot_count_density,0.4548775387668901,0.46711134443964664,0.01223380567275656
original_mvp9,0,gradient_anisotropy,iqr_total_component_count,spot_count_density,0.4548775387668901,0.45166194540619437,-0.003215593360695712
original_mvp9,0,gradient_anisotropy,weighted_mean_elongated_spot_count,spot_count_density,0.4548775387668901,0.45733322329716936,0.0024556845302792785
original_mvp9,0,gradient_anisotropy,weighted_median_elongated_spot_count,spot_count_density,0.4548775387668901,0.4481924609935161,-0.00668507777337396
original_mvp9,0,gradient_anisotropy,trimmed_mean_elongated_spot_count,spot_count_density,0.4548775387668901,0.44887046886210163,-0.006007069904788442
original_mvp9,0,gradient_anisotropy,std_elongated_spot_count,spot_count_density,0.4548775387668901,0.46252543698661486,0.00764789821972478
original_mvp9,0,gradient_anisotropy,iqr_elongated_spot_count,spot_count_density,0.4548775387668901,0.4480813039411672,-0.006796234825722891
original_mvp9,0,gradient_anisotropy,weighted_mean_diffuse_blob_count,other_stable_geometry,0.4548775387668901,0.4536502562048279,-0.0012272825620621708
original_mvp9,0,gradient_anisotropy,weighted_median_diffuse_blob_count,other_stable_geometry,0.4548775387668901,0.4548775387668901,0.0
original_mvp9,0,gradient_anisotropy,trimmed_mean_diffuse_blob_count,other_stable_geometry,0.4548775387668901,0.4548775387668901,0.0
original_mvp9,0,gradient_anisotropy,std_diffuse_blob_count,other_stable_geometry,0.4548775387668901,0.45212732282498497,-0.0027502159419051098
original_mvp9,0,gradient_anisotropy,iqr_diffuse_blob_count,other_stable_geometry,0.4548775387668901,0.4548775387668901,0.0
original_mvp9,0,gradient_anisotropy,weighted_mean_artifact_candidate_count,mask_quality,0.4548775387668901,0.45508061796276533,0.00020307919587525536
original_mvp9,0,gradient_anisotropy,weighted_median_artifact_candidate_count,mask_quality,0.4548775387668901,0.46123157300773293,0.006354034240842854
original_mvp9,0,gradient_anisotropy,trimmed_mean_artifact_candidate_count,mask_quality,0.4548775387668901,0.4546956730185539,-0.00018186574833617408
original_mvp9,0,gradient_anisotropy,std_artifact_candidate_count,mask_quality,0.4548775387668901,0.45534669828317154,0.0004691595162814588
original_mvp9,0,gradient_anisotropy,iqr_artifact_candidate_count,mask_quality,0.4548775387668901,0.454612157026752,-0.0002653817401380709
original_mvp9,0,gradient_anisotropy,weighted_mean_component_density,spot_count_density,0.4548775387668901,0.46500569374645856,0.010128154979568482
original_mvp9,0,gradient_anisotropy,weighted_median_component_density,spot_count_density,0.4548775387668901,0.4605023968507567,0.005624858083866646
original_mvp9,0,gradient_anisotropy,trimmed_mean_component_density,spot_count_density,0.4548775387668901,0.4569613610832061,0.002083822316316042
original_mvp9,0,gradient_anisotropy,std_component_density,spot_count_density,0.4548775387668901,0.46780808018199715,0.012930541415107077
original_mvp9,0,gradient_anisotropy,iqr_component_density,spot_count_density,0.4548775387668901,0.45071086387894077,-0.0041666748879493065
original_mvp9,0,gradient_anisotropy,weighted_mean_mean_area,other_stable_geometry,0.4548775387668901,0.4521067269324387,-0.002770811834451381
